method,num_paths,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_unsupported_scc_edge_fraction,mean_num_scc_edges,mean_num_unsupported_scc_edges,mean_same_traj_support
all_edges_p0p5_forward,9660,26.0203933747412,165.9042717896263,0.36639934317226064,0.0017791010861435749,0.042443064182194616,0.03571428571428571,17.368540361173856
all_edges_p2_forward,9660,28.02463768115942,172.43867973369348,0.1692835205807341,0.0016812666410240826,0.042443064182194616,0.03571428571428571,24.183317743120213
original,9660,25.409316770186336,160.0751839666016,0.6701622778479862,0.0018093138769499767,0.042443064182194616,0.03571428571428571,9.598381574524213
scc_only_p8_forward,9660,25.409316770186336,160.3608494875224,0.6701622778479862,0.0018093138769499767,0.042443064182194616,0.03571428571428571,9.598350204927625
