segment_source,segment_edge_id,edge_src,edge_dst,attempts,completed,timeouts,success_rate,failure_excess,mean_attempt_steps,mean_final_subgoal_l2,mean_selected_policy_action_mse
bank,5,1,3,1,0,1,0.0,1,20.0,9.045165061950684,0.037892282009124756
bank,12,2,4,1,0,1,0.0,1,20.0,14.047536849975586,0.0823717713356018
bank,18,3,4,1,1,0,1.0,0,11.0,8.550580978393555,0.09976588934659958
bank,32,4,26,1,0,1,0.0,1,20.0,12.040536880493164,0.2119767963886261
bank,140,25,26,1,1,0,1.0,0,7.0,8.367359161376953,0.011592838913202286
bank,141,25,45,1,0,1,0.0,1,12.0,12.723036766052246,0.17665579915046692
bank,142,25,46,1,0,1,0.0,1,16.0,10.423863410949707,0.1859358549118042
bank,152,26,46,1,0,1,0.0,1,14.0,10.209949493408203,0.017250042408704758
