method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_outgoing_incompatible_fraction,mean_outgoing_termination_bridge_coverage,mean_uncertified_edge_fraction,mean_original_uncertified_edge_fraction,mean_low_proxy_edge_fraction,mean_low_support_lcb_edge_fraction,mean_high_ood_edge_fraction,mean_high_incompat_edge_fraction,mean_bottleneck_edge_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,coverage_delta_vs_support,num_common_reachable_with_support,base_cost_delta_common_vs_support,min_proxy_delta_common_vs_support,uncertified_fraction_delta_common_vs_support
support_shortest_path,100,16,0.16,3.25,10.7958664251808,10.7958664251808,0.21012182773175977,0.11066893082141645,0.1238831853261526,0.025363488956451692,0.4346534626363684,0.46180974273794784,0.7489469876188626,0.09392930061274607,0.5718749999999999,0.5718749999999999,0.5718749999999999,0.325,0.46770833333333334,0.9166666666666666,0.5666666666666667,0.012008653257213557,0.0019213845211541692,191,1897,0.0,16.0,0.0,0.0,0.0
proxy_penalized,100,16,0.16,3.375,42.40017471185406,11.424314372197585,0.2829471507906397,0.16316155592921328,0.15233071502464884,0.04655890896235633,0.5747933984783465,0.3412623838156693,0.6568905414608539,0.1062436710442543,0.33229166666666665,0.33229166666666665,0.33229166666666665,0.14791666666666664,0.24374999999999997,0.78125,0.48333333333333334,0.025399653511012806,0.00406394456176205,191,1897,0.0,16.0,0.6284479470167863,0.05249262510779683,-0.23958333333333326
proxy_threshold,100,15,0.15,4.133333333333334,15.165292208851751,15.165292208851751,0.34712642646562963,0.28286039219643033,0.17924285254435543,0.09691738241138875,0.7222288127841503,0.2541091968409102,0.5870372761769821,0.12882758713655304,0.0,0.0,0.0,0.0,0.06555555555555555,0.6777777777777777,0.4822222222222222,0.02436439889173171,0.0036546598337597568,186,935,-0.010000000000000009,15.0,4.682521863288152,0.16780252029731393,-0.5833333333333334
certified_only,100,15,0.15,4.133333333333334,15.165292208851751,15.165292208851751,0.34712642646562963,0.28286039219643033,0.17924285254435543,0.09691738241138875,0.7222288127841503,0.2541091968409102,0.5870372761769821,0.12882758713655304,0.0,0.0,0.0,0.0,0.06555555555555555,0.6777777777777777,0.4822222222222222,0.02436439889173171,0.0036546598337597568,186,935,-0.010000000000000009,15.0,4.682521863288152,0.16780252029731393,-0.5833333333333334
