method,num_queries,num_reachable,path_coverage,mean_path_length,mean_planning_path_cost,mean_base_path_cost,mean_edge_proxy_score,mean_min_edge_proxy_score,mean_heldout_support_lcb,mean_min_heldout_support_lcb,mean_edge_policy_support_score,mean_edge_ood_score,mean_outgoing_incompatible_fraction,mean_outgoing_termination_bridge_coverage,mean_uncertified_edge_fraction,mean_original_uncertified_edge_fraction,mean_low_proxy_edge_fraction,mean_low_support_lcb_edge_fraction,mean_high_ood_edge_fraction,mean_high_incompat_edge_fraction,mean_bottleneck_edge_fraction,mean_proxy_path_success_reachable,mean_proxy_path_success_over_all,num_graph_nodes,num_graph_edges,planner_method,risk_weight,ood_weight,incompat_weight,uncertified_weight,min_proxy_score,min_heldout_support_lcb,high_ood_threshold,high_incompat_threshold,sweep_id,coverage_cost_ratio,risk_cleanliness_score,coverage_risk_score,is_pareto
floor_proxy_penalized_s0064,100,15,0.15,4.066666666666666,18.008335320994167,13.769104262473085,0.3385256570816917,0.24061238484408648,0.16566815346635896,0.08704257490875772,0.6769844190015569,0.2324922486606597,0.5737827937265502,0.12201325847359304,0.12444444444444443,0.12444444444444443,0.0,0.0,0.06333333333333332,0.6677777777777777,0.49666666666666665,0.027958013634658777,0.0041937020451988175,188,1317,floor_proxy_penalized,0.0,1.0,0.0,1.0,0.05,0.01,0.5,0.5,64,0.010893954838356226,0.5101449965509779,0.07652174948264669,True
floor_proxy_penalized_s0069,100,15,0.15,4.2,18.42129339732714,14.675111662885648,0.3577396449889799,0.28688645468679436,0.17414061479529785,0.09500732671641614,0.7212221613459525,0.20603500648973502,0.555472499245203,0.12644812628193863,0.05222222222222222,0.05222222222222222,0.0,0.0,0.0,0.62,0.43777777777777777,0.029475971341902534,0.00442139570128538,188,1108,floor_proxy_penalized,0.0,1.0,0.0,1.0,0.2,0.0,0.5,0.5,69,0.01022138730156038,0.5577609694519741,0.08366414541779611,True
floor_proxy_penalized_s0070,100,15,0.15,4.266666666666667,18.429962849690426,14.946037882334373,0.3614553947899824,0.2910931106469488,0.1760184003243,0.09991647443008883,0.7221858851454998,0.2041925890822266,0.5526309889036927,0.12636696210756698,0.035555555555555556,0.035555555555555556,0.0,0.0,0.0,0.6233333333333334,0.43444444444444447,0.029333053224604944,0.004399957983690741,187,1102,floor_proxy_penalized,0.0,1.0,0.0,1.0,0.2,0.01,0.5,0.5,70,0.010036104630598727,0.561644524416472,0.08424667866247079,True
floor_proxy_penalized_s0071,100,15,0.15,4.266666666666667,18.429962849690426,14.946037882334373,0.3614553947899824,0.2910931106469488,0.1760184003243,0.09991647443008883,0.7221858851454998,0.2041925890822266,0.5526309889036927,0.12636696210756698,0.035555555555555556,0.035555555555555556,0.0,0.0,0.0,0.6233333333333334,0.43444444444444447,0.029333053224604944,0.004399957983690741,187,1020,floor_proxy_penalized,0.0,1.0,0.0,1.0,0.2,0.05,0.5,0.5,71,0.010036104630598727,0.561644524416472,0.08424667866247079,True
floor_proxy_penalized_s0096,100,16,0.16,3.25,19.04526202594885,10.957716275415773,0.2507156777185525,0.1372847138477924,0.15090751453349507,0.03757557589788957,0.5058105533431108,0.40306125252184744,0.7197535826442076,0.08819806530564067,0.48333333333333334,0.48333333333333334,0.0,0.0,0.3427083333333333,0.875,0.5458333333333333,0.019665095513661367,0.0031464152821858186,191,1897,floor_proxy_penalized,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,96,0.014601582663622038,0.3174301123429242,0.05078881797486787,True
floor_proxy_penalized_s0099,100,15,0.15,3.2666666666666666,18.942526922347486,10.89677465213833,0.2482850796353777,0.14656911608646825,0.14105734818435056,0.04311968513405795,0.4884428152064174,0.3924525646592272,0.6969355490188822,0.08998133284766784,0.4788888888888889,0.4788888888888889,0.0,0.0,0.3344444444444444,0.85,0.6088888888888888,0.020871685066123816,0.0031307527599185726,191,1738,floor_proxy_penalized,1.0,0.0,0.0,0.0,0.05,0.0,0.5,0.5,99,0.013765541161353164,0.3248586261874971,0.04872879392812456,True
floor_proxy_penalized_s0102,100,15,0.15,3.6666666666666665,21.308587587278886,12.668202246531585,0.3182642784434478,0.22052198512709825,0.181388487513878,0.06792790313427172,0.6545727403256768,0.2944144449024584,0.6188556938178971,0.10978208324740638,0.28888888888888886,0.28888888888888886,0.0,0.0,0.07444444444444445,0.7011111111111111,0.5166666666666667,0.030708559121909406,0.004606283868286411,189,1303,floor_proxy_penalized,1.0,0.0,0.0,0.0,0.1,0.0,0.5,0.5,102,0.011840669818882025,0.46749320563930635,0.07012398084589595,True
floor_proxy_penalized_s0105,100,15,0.15,3.933333333333333,22.954829852561524,13.8184627854334,0.34476064418441904,0.2748533249549613,0.19376555879750565,0.09694977360765013,0.6939154233091903,0.2607018370746675,0.6113703194953194,0.11067396474927071,0.1388888888888889,0.1388888888888889,0.0,0.0,0.043333333333333335,0.6766666666666666,0.42444444444444446,0.03134674886125808,0.004702012329188712,188,1108,floor_proxy_penalized,1.0,0.0,0.0,0.0,0.2,0.0,0.5,0.5,105,0.010855042440619448,0.5219459989727155,0.07829189984590733,True
floor_proxy_penalized_s0108,100,16,0.16,3.4375,22.830872151276147,11.613582937262757,0.2921513352876245,0.17651131942652795,0.16430735849950673,0.047916103820012074,0.599167920884172,0.33601287280015335,0.6646251390392015,0.10580746151038938,0.31145833333333334,0.31145833333333334,0.0,0.0,0.22291666666666665,0.7864583333333333,0.5354166666666667,0.027157007804419035,0.004345121248707046,191,1897,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,108,0.01377697140187737,0.40399706891854026,0.06463953102696644,True
floor_proxy_penalized_s0109,100,15,0.15,3.8,23.654531601627664,13.05545914741496,0.331778050541577,0.23255751620339712,0.18447085135853764,0.08014231733534727,0.6480952562474079,0.28240589796745924,0.6012177328843993,0.1192038355357583,0.1733333333333333,0.1733333333333333,0.0,0.0,0.09555555555555555,0.7066666666666668,0.5066666666666666,0.030260210416432953,0.004539031562464943,188,1322,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.0,0.01,0.5,0.5,109,0.011489446545409373,0.4882945624012759,0.07324418436019138,True
floor_proxy_penalized_s0110,100,15,0.15,4.0,24.312328667372633,13.92772673561289,0.3475940247513213,0.26493949538939904,0.19504255863792608,0.10435784675824453,0.6859188757642304,0.26573770658097506,0.6080050317616106,0.11688154918231322,0.10111111111111111,0.10111111111111111,0.0,0.0,0.04888888888888889,0.6888888888888889,0.41777777777777775,0.029753993227090218,0.0044630989840635325,187,1110,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.0,0.05,0.5,0.5,110,0.010769883904776312,0.5242186330276872,0.07863279495415308,True
floor_proxy_penalized_s0111,100,15,0.15,3.4,22.432617791596822,11.492024466350149,0.29081537744567704,0.18837515662137624,0.15808775172500197,0.05494068749140161,0.5869632365873991,0.32665123538059426,0.6453309499142832,0.1073201140622781,0.31555555555555564,0.31555555555555564,0.0,0.0,0.20444444444444443,0.7555555555555556,0.5311111111111111,0.028872216882342542,0.0043308325323513815,191,1738,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.05,0.0,0.5,0.5,111,0.013052530512723473,0.41418147055816446,0.06212722058372466,True
floor_proxy_penalized_s0112,100,15,0.15,3.8,23.654531601627664,13.05545914741496,0.331778050541577,0.23255751620339712,0.18447085135853764,0.08014231733534727,0.6480952562474079,0.28240589796745924,0.6012177328843993,0.1192038355357583,0.1733333333333333,0.1733333333333333,0.0,0.0,0.09555555555555555,0.7066666666666668,0.5066666666666666,0.030260210416432953,0.004539031562464943,188,1317,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.05,0.01,0.5,0.5,112,0.011489446545409373,0.4882945624012759,0.07324418436019138,True
floor_proxy_penalized_s0113,100,15,0.15,4.0,24.312328667372633,13.92772673561289,0.3475940247513213,0.26493949538939904,0.19504255863792608,0.10435784675824453,0.6859188757642304,0.26573770658097506,0.6080050317616106,0.11688154918231322,0.10111111111111111,0.10111111111111111,0.0,0.0,0.04888888888888889,0.6888888888888889,0.41777777777777775,0.029753993227090218,0.0044630989840635325,187,1110,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.05,0.05,0.5,0.5,113,0.010769883904776312,0.5242186330276872,0.07863279495415308,True
floor_proxy_penalized_s0114,100,15,0.15,3.7333333333333334,23.905615205775508,13.198551187165627,0.33932750261867667,0.25039329462129883,0.18704578024472598,0.08484890723155193,0.6820617129812709,0.2710398760683569,0.6055382318298984,0.1191231245666413,0.16,0.16,0.0,0.0,0.05222222222222221,0.6866666666666669,0.45,0.031032054357789066,0.004654808153668361,189,1303,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.1,0.0,0.5,0.5,114,0.011364883756776361,0.5077100371954271,0.07615650557931405,True
floor_proxy_penalized_s0115,100,15,0.15,3.8,24.012002392600614,13.469477406614349,0.3430432524196792,0.25459995058145324,0.18892356577372812,0.08975805494522462,0.6830254367808181,0.26919745866084843,0.6026967214883879,0.11904196039226965,0.14333333333333334,0.14333333333333334,0.0,0.0,0.05222222222222221,0.6900000000000001,0.44666666666666666,0.030889136240491475,0.004633370436073722,188,1279,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.1,0.01,0.5,0.5,115,0.011136289513826326,0.5115935921599252,0.07673903882398878,True
floor_proxy_penalized_s0117,100,15,0.15,3.933333333333333,24.330367368413874,13.998668024234517,0.3511080212648398,0.28071556710732337,0.19981053086308204,0.10284867280453093,0.696906033512117,0.2631010485944432,0.5938996235246233,0.11930777344832154,0.08222222222222221,0.08222222222222221,0.0,0.0,0.013333333333333334,0.6633333333333334,0.43444444444444447,0.03185347851352384,0.0047780217770285755,188,1108,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.2,0.0,0.5,0.5,117,0.010715305180487154,0.5443274418163033,0.08164911627244549,True
floor_proxy_penalized_s0118,100,15,0.15,4.0,24.43675455523898,14.269594243683242,0.3548237710658423,0.28492222306747783,0.2016883163920842,0.10775782051820362,0.6978697573116641,0.2612586311869348,0.5910581131831131,0.11922660927394989,0.06555555555555555,0.06555555555555555,0.0,0.0,0.013333333333333334,0.6666666666666667,0.4311111111111111,0.031710560396226245,0.004756584059433937,187,1102,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.2,0.01,0.5,0.5,118,0.010511861615574731,0.5482109967808013,0.0822316495171202,True
floor_proxy_penalized_s0119,100,15,0.15,4.0,24.43675455523898,14.269594243683242,0.3548237710658423,0.28492222306747783,0.2016883163920842,0.10775782051820362,0.6978697573116641,0.2612586311869348,0.5910581131831131,0.11922660927394989,0.06555555555555555,0.06555555555555555,0.0,0.0,0.013333333333333334,0.6666666666666667,0.4311111111111111,0.031710560396226245,0.004756584059433937,187,1020,floor_proxy_penalized,1.0,0.0,0.0,1.0,0.2,0.05,0.5,0.5,119,0.010511861615574731,0.5482109967808013,0.0822316495171202,True
floor_proxy_penalized_s0121,100,15,0.15,3.6,28.93250918746911,12.559885931129866,0.3129492198076084,0.21160737165544888,0.17979673436190294,0.07062726251324719,0.6129150602235712,0.3078988158187605,0.6074415277704751,0.11191646261998872,0.26,0.26,0.0,0.0,0.11555555555555556,0.7144444444444444,0.5333333333333333,0.03043095481957077,0.004564643222935616,188,1322,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.0,0.01,0.5,0.5,121,0.011942783622598254,0.4602808212034704,0.06904212318052055,True
floor_proxy_penalized_s0122,100,15,0.15,3.933333333333333,31.155234408473536,13.607025507609496,0.3385777190890299,0.25627478590834024,0.19516706617853077,0.09724114504501848,0.669086067853944,0.27680950319200703,0.6104662435517698,0.10767876723304469,0.1788888888888889,0.1788888888888889,0.0,0.0,0.04666666666666666,0.6922222222222223,0.49777777777777776,0.029979596709958603,0.00449693950649379,187,1110,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.0,0.05,0.5,0.5,122,0.011023717117022751,0.5067328148618186,0.07600992222927279,True
floor_proxy_penalized_s0124,100,15,0.15,3.6,28.93250918746911,12.559885931129866,0.3129492198076084,0.21160737165544888,0.17979673436190294,0.07062726251324719,0.6129150602235712,0.3078988158187605,0.6074415277704751,0.11191646261998872,0.26,0.26,0.0,0.0,0.11555555555555556,0.7144444444444444,0.5333333333333333,0.03043095481957077,0.004564643222935616,188,1317,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.05,0.01,0.5,0.5,124,0.011942783622598254,0.4602808212034704,0.06904212318052055,True
floor_proxy_penalized_s0125,100,15,0.15,3.933333333333333,31.155234408473536,13.607025507609496,0.3385777190890299,0.25627478590834024,0.19516706617853077,0.09724114504501848,0.669086067853944,0.27680950319200703,0.6104662435517698,0.10767876723304469,0.1788888888888889,0.1788888888888889,0.0,0.0,0.04666666666666666,0.6922222222222223,0.49777777777777776,0.029979596709958603,0.00449693950649379,187,1110,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.05,0.05,0.5,0.5,125,0.011023717117022751,0.5067328148618186,0.07600992222927279,True
floor_proxy_penalized_s0126,100,15,0.15,3.6666666666666665,29.39818429720997,12.781328671328138,0.32603329602773007,0.23077657664570764,0.18480618572639884,0.07000653035188302,0.6582783229335898,0.29113733044856005,0.6051064379902099,0.11180158639563341,0.27777777777777773,0.27777777777777773,0.0,0.0,0.06333333333333332,0.6766666666666669,0.53,0.030990553448107146,0.004648583017216073,189,1303,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.1,0.0,0.5,0.5,126,0.011735869083508448,0.4795609969188657,0.07193414953782985,True
floor_proxy_penalized_s0128,100,15,0.15,3.933333333333333,31.544643431964467,13.803072066845528,0.34128447945585894,0.2682565253801312,0.19801193748663276,0.10022974886541475,0.672495979355461,0.27679224819189463,0.6085193249732723,0.10771511620178394,0.16555555555555557,0.16555555555555557,0.0,0.0,0.03333333333333333,0.6922222222222223,0.5111111111111112,0.030238159622506033,0.004535723943375905,187,1101,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.1,0.05,0.5,0.5,128,0.01086714604354595,0.5150314703511306,0.07725472055266959,True
floor_proxy_penalized_s0129,100,15,0.15,4.0,31.516860156263974,13.918344451850897,0.35188317567066385,0.2777794583969675,0.19340583681874934,0.10137327470143681,0.6895443623649089,0.2551061949126903,0.5797948209198208,0.11835831465920078,0.12222222222222222,0.12222222222222222,0.0,0.0,0.02666666666666667,0.64,0.45444444444444443,0.03137807249530291,0.004706710874295436,188,1108,floor_proxy_penalized,1.0,0.0,1.0,0.0,0.2,0.0,0.5,0.5,129,0.010777143827623306,0.5364592812653656,0.08046889218980484,True
floor_proxy_penalized_s0132,100,16,0.16,3.375,30.47157084630588,11.42555469071443,0.28603855250109,0.1641275892647605,0.15652783854191923,0.04655890896235633,0.5758112392223015,0.34122473957441424,0.6558221653924778,0.10497558546244323,0.33229166666666665,0.33229166666666665,0.0,0.0,0.24374999999999997,0.78125,0.5041666666666667,0.026766502190780046,0.004282640350524807,191,1897,floor_proxy_penalized,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,132,0.014003696479614448,0.39267275222800263,0.06282764035648042,True
