env,seed,adapter_variant,fallback_mode,official_eval_score,bars_adapter_score,adapter_gap_pp,max_gap_pp,gap_within_2pp,protocol_match,baseline_certification_status,baseline_evidence_class,adapter_certification_status,evidence_class,reason,same_env_id,same_task_id_list,same_goal_sampling,same_start_sampling,same_observation_format,same_goal_format,same_success_source,same_success_threshold,same_max_episode_steps,same_policy_checkpoint,same_tdr_checkpoint,same_graph_checkpoint,same_eval_seed,same_episode_count,official_eval_csv,adapter_eval_csv,policy_checkpoint,tdr_checkpoint,graph_checkpoint
antmaze-medium-stitch-v0,0,gas_shortest_official_control,none,0.966,0.98,1.4000000000000012,2.0,True,True,FAIL_UNDERTRAINED_BASELINE,E0_SMOKE_ONLY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,runs_stage23_repro_repair/antmaze-medium-stitch-v0/seed0/gas_shortest_official_control/budget999/fallback_none/eval.csv,artifacts/gas/antmaze-medium-stitch-v0/seed0/policy/params_100000.pkl,artifacts/gas/antmaze-medium-stitch-v0/seed0/tdr/params_100000.pkl,artifacts/gas/antmaze-medium-stitch-v0/seed0/graph/keygraph.pkl
antmaze-medium-stitch-v0,1,gas_shortest_official_control,none,,,,2.0,False,True,FAIL_UNDERTRAINED_BASELINE,E0_SMOKE_ONLY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,artifacts/gas/antmaze-medium-stitch-v0/seed1/policy/params_100000.pkl,artifacts/gas/antmaze-medium-stitch-v0/seed1/tdr/params_100000.pkl,artifacts/gas/antmaze-medium-stitch-v0/seed1/graph/keygraph.pkl
antmaze-medium-stitch-v0,2,gas_shortest_official_control,none,,,,2.0,False,True,FAIL_UNDERTRAINED_BASELINE,E0_SMOKE_ONLY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,artifacts/gas/antmaze-medium-stitch-v0/seed2/policy/params_100000.pkl,artifacts/gas/antmaze-medium-stitch-v0/seed2/tdr/params_100000.pkl,artifacts/gas/antmaze-medium-stitch-v0/seed2/graph/keygraph.pkl
antmaze-medium-stitch-v0,3,gas_shortest_official_control,none,,,,2.0,False,True,SKIP_ARTIFACT_UNAVAILABLE,E1_BASELINE_REGISTRY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,
antmaze-medium-navigate-v0,0,gas_shortest_official_control,none,0.9399999999999998,0.93,-0.9999999999999787,2.0,True,True,FAIL_UNDERTRAINED_BASELINE,E0_SMOKE_ONLY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,runs_stage23_repro_repair/antmaze-medium-navigate-v0/seed0/gas_shortest_official_control/budget999/fallback_none/eval.csv,artifacts/gas/antmaze-medium-navigate-v0/seed0/policy/params_100000.pkl,artifacts/gas/antmaze-medium-navigate-v0/seed0/tdr/params_100000.pkl,artifacts/gas/antmaze-medium-navigate-v0/seed0/graph/keygraph.pkl
antmaze-medium-navigate-v0,1,gas_shortest_official_control,none,,,,2.0,False,True,FAIL_UNDERTRAINED_BASELINE,E0_SMOKE_ONLY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,artifacts/gas/antmaze-medium-navigate-v0/seed1/policy/params_100000.pkl,artifacts/gas/antmaze-medium-navigate-v0/seed1/tdr/params_100000.pkl,artifacts/gas/antmaze-medium-navigate-v0/seed1/graph/keygraph.pkl
antmaze-medium-navigate-v0,2,gas_shortest_official_control,none,,,,2.0,False,True,FAIL_UNDERTRAINED_BASELINE,E0_SMOKE_ONLY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,artifacts/gas/antmaze-medium-navigate-v0/seed2/policy/params_100000.pkl,artifacts/gas/antmaze-medium-navigate-v0/seed2/tdr/params_100000.pkl,artifacts/gas/antmaze-medium-navigate-v0/seed2/graph/keygraph.pkl
antmaze-medium-navigate-v0,3,gas_shortest_official_control,none,,,,2.0,False,True,SKIP_ARTIFACT_UNAVAILABLE,E1_BASELINE_REGISTRY,SKIP_BASELINE_UNCERTIFIED,PROTOCOL_DEBUG_ONLY,adapter comparison is protocol evidence only because baseline certification did not pass,True,True,True,True,True,True,True,True,True,True,True,True,True,True,,,,,
