junction_count,psi_mean,psi_q50,supported_pair_rate,psi_AUROC_for_conditional_success,conditional_success_rate,supported_success_rate,unsupported_success_rate,supported_gap,coverage,env,seed
360277,0.5648943729408208,0.6,0.0,0.6542397660818715,0.3870967741935484,,0.3870967741935484,,0.0002581347130124876,antmaze-large-explore-v0,0
