env,seed,variant,budget,fallback_mode,task_id,episode_id,success,shortest_edges,variant_edges,edge_overlap_jaccard,edge_overlap_vs_shortest,avoided_edges,new_edges,avoided_edge_ids,new_edge_ids
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,25,1,14,18,0.0,0.0,14,18,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,14|410|570|1868|2167|2232|2506|2563|2650|2719|3318|4381|4796|4918|5190|5279|5295|5303
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,26,1,16,16,0.03225806451612903,0.0625,15,15,339|412|474|481|788|873|1513|1910|2035|2451|2992|3082|3910|5283|5298,324|699|796|1913|2281|2308|2335|3063|3177|3778|4392|4686|4984|5285|5305
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,27,1,9,10,0.0,0.0,9,10,474|1006|1438|1444|1782|2066|2270|5287|5305,1024|1786|2094|2490|3063|3065|3418|4696|5291|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,28,1,15,18,0.17857142857142858,0.3333333333333333,10,13,97|117|1057|1122|1497|1643|1840|1964|3749|5286,130|557|1332|1367|1725|1831|2152|3108|3247|3875|3985|4883|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,29,1,12,15,0.125,0.25,9,12,682|740|2340|2707|3581|4384|5187|5280|5305,715|729|1216|1267|1290|1483|2252|3525|4135|4799|5281|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,30,1,14,18,0.0,0.0,14,18,110|605|714|1234|1260|1326|1419|1607|2933|4215|4600|5073|5291|5301,14|410|570|1868|2167|2232|2506|2563|2650|2719|3318|4381|4796|4918|5190|5279|5295|5302
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,31,1,15,18,0.2222222222222222,0.4,9,12,474|481|658|1138|1553|1916|2035|5282|5309,306|694|947|975|1894|1913|2741|3063|3778|4696|5285|5304
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,32,1,9,11,0.05263157894736842,0.1111111111111111,8,10,1006|1438|1444|1782|2066|2270|5290|5299,474|1024|1252|1786|2094|2490|3053|3065|5284|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,33,1,15,19,0.1724137931034483,0.3333333333333333,10,14,97|117|1057|1122|1497|1643|1840|1964|3749|5286,130|818|1332|1367|1725|1831|2152|2468|3108|3241|3705|3875|4779|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,34,1,12,14,0.23809523809523808,0.4166666666666667,7,9,740|2208|3578|4384|5187|5281|5303,735|1267|1593|2252|2529|3525|4792|5287|5296
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,35,1,15,16,0.03333333333333333,0.06666666666666667,14,15,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|5190|5286|5307,14|52|74|100|110|408|850|1646|2232|2648|3750|4796|5279|5295|5302
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,36,1,16,17,0.06451612903225806,0.125,14,15,339|412|474|481|788|1513|1910|2035|2462|2992|3082|3910|5283|5298,324|697|796|1639|1693|1913|2281|3063|3177|4392|4686|4984|5263|5295|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,37,0,10,11,0.6153846153846154,0.8,2,3,5290|5305,1252|5284|5307
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,38,1,14,19,0.13793103448275862,0.2857142857142857,10,15,97|117|1057|1122|1497|1643|1840|1932|3749|5285,130|818|1332|1367|1438|1725|1831|2152|2468|3108|3241|3705|3875|4779|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,39,1,12,14,0.18181818181818182,0.3333333333333333,8,10,1050|1142|1266|1410|2934|3824|5281|5296,698|1267|1290|1483|2252|3525|4135|4800|5283|5305
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,40,1,14,18,0.23076923076923078,0.42857142857142855,8,12,714|1234|1260|1419|1619|2933|4215|5291,14|39|368|392|803|2167|2232|2719|4796|4918|5279|5295
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,41,0,15,16,0.03333333333333333,0.06666666666666667,14,15,339|353|412|474|481|788|1513|1910|2035|2459|3082|3910|5282|5302,324|803|873|2005|2165|2281|2451|3063|3177|3505|4392|4686|4984|5285|5297
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,42,1,9,10,0.05555555555555555,0.1111111111111111,8,9,474|1006|1438|1444|1782|2066|2270|5305,1024|1786|2094|2490|3063|3065|3096|4696|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,43,1,15,19,0.0,0.0,15,19,97|117|1057|1122|1438|1444|1497|1643|1782|1840|1964|3418|3749|5286|5300,130|503|818|1332|1367|1443|1725|1831|2152|2402|2468|3108|3241|3412|3705|3875|4779|5284|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,44,1,12,15,0.22727272727272727,0.4166666666666667,7,10,682|1266|1410|2340|2934|5280|5296,22|1256|1542|1681|2252|2739|4197|4802|5289|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,1,45,1,14,18,0.0,0.0,14,18,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,14|410|570|1868|2167|2232|2506|2563|2650|2719|3318|4381|4796|4918|5190|5279|5295|5303
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,2,46,1,15,16,0.03333333333333333,0.06666666666666667,14,15,339|412|474|788|1006|1513|1910|2270|2458|2992|3082|3910|5285|5301,324|697|796|1693|1913|2281|2952|3063|3177|4392|4686|4984|5263|5295|5299
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,3,47,0,8,10,0.0,0.0,8,10,474|1006|1438|1444|2066|2270|5284|5305,1024|1786|2094|2490|3063|3065|3084|4696|5286|5301
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,4,48,1,15,20,0.12903225806451613,0.26666666666666666,11,16,97|117|1057|1122|1497|1643|1840|1932|3418|3749|5285,130|500|818|1332|1362|1367|1725|2152|2468|3108|3241|3412|3705|3875|4779|5281
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,progress_stall_v2,5,49,1,11,14,0.3157894736842105,0.5454545454545454,5,8,656|1142|1533|5284|5301,698|1542|1681|2252|4197|4802|5294|5308
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,0,1,15,18,0.375,0.6,6,9,2210|3129|3587|5190|5288|5308,14|237|408|1969|2232|4796|4918|5280|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,1,1,15,17,0.03225806451612903,0.06666666666666667,14,16,339|353|412|474|481|788|1513|1910|2035|2459|3082|3910|5283|5302,324|803|2005|2165|2281|2462|2952|3063|3177|3505|4392|4686|4984|5263|5295|5299
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,2,1,10,12,0.5714285714285714,0.8,2,4,5290|5305,3084|4746|5293|5301
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,3,0,15,19,0.1724137931034483,0.3333333333333333,10,14,97|117|1057|1122|1497|1643|1840|1932|3749|5285,130|549|818|1332|1367|1725|1831|2152|2468|3108|3247|3875|4883|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,4,1,11,14,0.25,0.45454545454545453,6,9,22|682|1256|2340|5280|5300,679|1216|1264|1287|1681|2223|3135|5281|5296
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,5,1,16,18,0.0625,0.125,14,16,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4918|5289|5302,52|74|100|110|256|863|1646|1930|2210|2648|3129|3310|3572|3750|5288|5296
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,6,1,15,17,0.03225806451612903,0.06666666666666667,14,16,339|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5302,324|697|796|1639|1693|1913|2281|2952|3063|3177|4392|4686|4984|5263|5295|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,7,0,8,10,0.058823529411764705,0.125,7,9,474|1006|1438|1444|2066|2270|5284,1024|1786|2094|2490|3063|3065|3418|4696|5291
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,8,0,14,19,0.1,0.21428571428571427,11,16,97|117|1057|1122|1497|1643|1840|1932|3749|5285|5298,130|549|818|1332|1367|1438|1725|1831|2152|2468|3108|3247|3875|4883|5284|5300
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,9,1,12,14,0.18181818181818182,0.3333333333333333,8,10,1050|1142|1266|1410|2934|3824|5281|5296,698|1267|1542|1681|2252|3525|4013|4802|5285|5305
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,10,1,15,19,0.21428571428571427,0.4,9,13,714|1234|1260|1419|1619|2933|4215|5291|5307,14|39|368|392|803|1969|2167|2232|3623|4796|4918|5289|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,11,1,14,16,0.034482758620689655,0.07142857142857142,13,15,339|353|412|474|788|1513|1910|2458|3082|3910|4571|5293|5301,275|803|873|986|2005|2165|2451|3063|3505|4295|4392|4690|4984|5291|5298
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,12,1,9,10,0.35714285714285715,0.5555555555555556,4,5,474|2406|3053|5289,1786|3063|3418|4696|5291
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,13,1,14,18,0.10344827586206896,0.21428571428571427,11,15,97|117|1057|1122|1497|1643|1840|1964|3749|5286|5297,130|549|818|1332|1367|1443|1725|2152|2468|3108|3247|3875|4883|5290|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,14,1,12,14,0.18181818181818182,0.3333333333333333,8,10,1050|1142|1266|1410|2934|3824|5281|5296,698|1267|1290|1483|2252|3525|4135|4800|5283|5305
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,15,1,15,18,0.0,0.0,15,18,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,14|39|52|74|100|110|368|392|803|850|1646|2162|2232|3623|3750|4796|5289|5301
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,16,1,15,18,0.0,0.0,15,18,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5301,554|586|617|836|1117|1150|1437|1445|1489|1787|1883|3195|3416|3451|3821|5260|5295|5299
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,17,1,9,11,0.25,0.4444444444444444,5,7,466|1006|2270|5287|5297,2281|3063|3418|4686|4984|5291|5298
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,18,1,14,19,0.13793103448275862,0.2857142857142857,10,15,97|117|1057|1122|1497|1840|1932|3749|5285|5298,109|549|818|1332|1443|1725|1831|1964|2152|2468|3247|3879|4883|5284|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,19,1,12,14,0.23809523809523808,0.4166666666666667,7,9,715|729|1266|1427|2934|5281|5307,735|1593|1953|2252|2534|3525|4800|5287|5304
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,20,1,14,18,0.10344827586206896,0.21428571428571427,11,15,110|2571|2650|2708|3281|3587|3750|4381|5190|5289|5301,14|39|237|368|392|570|803|2232|2506|2563|2719|4796|4918|5280|5303
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,21,1,15,16,0.03333333333333333,0.06666666666666667,14,15,339|353|412|474|481|788|1513|1910|2035|2459|3082|3910|5282|5300,324|803|873|2005|2165|2451|3063|3177|3505|4295|4392|4686|4984|5290|5297
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,22,1,9,11,0.05263157894736842,0.1111111111111111,8,10,474|1006|1438|1444|1782|2066|2270|5287,503|1024|1106|2094|2406|2490|3063|3065|4696|5283
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,23,1,14,18,0.10344827586206896,0.21428571428571427,11,15,97|117|1057|1122|1497|1643|1840|1932|3749|5285|5298,130|557|1332|1367|1443|1725|1831|2152|3108|3247|3875|3985|4883|5284|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,24,1,13,14,0.2857142857142857,0.46153846153846156,7,8,1050|1142|1410|1593|3824|5286|5296,679|698|1216|1287|1427|1681|5281|5308
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,25,1,14,18,0.0,0.0,14,18,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,14|410|570|1868|2167|2232|2506|2563|2650|2719|3318|4381|4796|4918|5190|5279|5295|5303
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,26,1,16,16,0.03225806451612903,0.0625,15,15,339|412|474|481|788|873|1513|1910|2035|2451|2992|3082|3910|5283|5298,324|699|796|1913|2281|2308|2335|3063|3177|3785|4392|4686|4984|5285|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,27,0,9,10,0.05555555555555555,0.1111111111111111,8,9,474|1006|1438|1444|1782|2066|2270|5287,1024|1786|2094|2490|3063|3065|3418|4696|5291
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,28,1,15,18,0.17857142857142858,0.3333333333333333,10,13,97|117|1057|1122|1497|1643|1840|1964|3749|5286,130|557|1332|1367|1725|1831|2152|3108|3247|3875|3985|4883|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,29,1,12,14,0.18181818181818182,0.3333333333333333,8,10,682|740|2340|2707|3581|4384|5280|5306,679|735|1216|1287|1681|2208|2544|3578|5281|5304
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,30,1,14,18,0.18518518518518517,0.35714285714285715,9,13,714|1234|1260|1419|1619|2933|4215|5291|5304,14|410|2167|2232|2650|2719|4381|4796|4918|5190|5279|5295|5303
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,31,1,15,18,0.2222222222222222,0.4,9,12,339|474|481|1910|2035|2458|2992|5282|5300,306|694|947|975|1894|1913|2741|3063|3778|4696|5285|5305
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,32,1,9,11,0.05263157894736842,0.1111111111111111,8,10,1006|1438|1444|1782|2066|2270|5290|5299,474|1024|1252|1786|2094|2490|3053|3065|5284|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,33,1,15,19,0.1724137931034483,0.3333333333333333,10,14,97|117|1057|1122|1497|1643|1840|1964|3749|5286,130|818|1332|1367|1725|1831|2152|2468|3108|3241|3705|3875|4779|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,34,1,12,14,0.08333333333333333,0.16666666666666666,10,12,740|1050|1142|2707|3581|3824|4384|5187|5281|5305,338|652|735|1037|1593|1953|2252|2534|3525|4802|5287|5309
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,35,1,15,18,0.375,0.6,6,9,2210|3129|3587|5190|5286|5307,14|408|1969|2232|4796|4918|5279|5295|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,36,0,16,16,0.03225806451612903,0.0625,15,15,339|353|412|474|481|788|1513|1910|2035|2462|2952|3082|3910|5283|5298,306|324|803|873|2005|2165|2451|2741|3063|3177|3505|4392|4686|5286|5297
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,37,1,9,10,0.11764705882352941,0.2222222222222222,7,8,1006|1438|1444|1782|2066|2270|5300,1024|1786|2094|2490|3063|3065|4696|5307
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,38,1,14,18,0.03225806451612903,0.07142857142857142,13,17,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3749|5285|5298,130|549|818|1332|1367|1725|1786|1831|2152|2468|2488|3108|3247|3875|4883|5284|5299
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,39,1,12,14,0.18181818181818182,0.3333333333333333,8,10,1050|1142|1266|1410|2934|3824|5281|5296,22|698|1256|1290|1483|2252|4135|4800|5283|5305
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,40,1,14,18,0.0,0.0,14,18,110|605|714|1234|1260|1326|1419|1607|2933|4215|4600|5073|5291|5301,14|39|368|392|570|803|1868|2167|2232|2506|2563|2719|3318|4796|4918|5279|5295|5303
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,41,0,15,16,0.03333333333333333,0.06666666666666667,14,15,339|353|412|474|481|788|1513|1910|2035|2459|3082|3910|5282|5300,324|803|873|2005|2165|2281|2451|3063|3177|3505|4392|4686|4984|5285|5297
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,42,1,9,10,0.05555555555555555,0.1111111111111111,8,9,474|1006|1438|1444|1782|2066|2270|5305,331|1024|1786|2094|2490|3063|3065|4686|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,43,1,15,19,0.0625,0.13333333333333333,13,17,97|117|1057|1122|1444|1497|1643|1782|1840|1964|3418|3749|5286,130|503|818|1332|1367|1725|1831|2152|2402|2468|3108|3241|3412|3705|3875|4779|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,44,1,12,15,0.22727272727272727,0.4166666666666667,7,10,682|1266|1410|2340|2934|5280|5296,22|1256|1542|1681|2252|2739|4197|4802|5289|5306
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,1,45,1,14,18,0.0,0.0,14,18,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,14|408|570|1868|1969|2167|2232|2506|2563|2650|2719|3318|4381|4796|4918|5279|5295|5311
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,2,46,1,15,17,0.0,0.0,15,17,339|353|412|474|788|1006|1513|1910|2270|2458|2992|3082|3910|5285|5301,554|586|617|1143|1437|1445|1498|1787|2065|2308|2335|3195|3416|3451|3979|5284|5309
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,3,47,1,8,10,0.0,0.0,8,10,474|1006|1438|1444|2066|2270|5284|5305,1024|1786|2094|2490|3063|3065|3084|4696|5286|5301
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,4,48,1,15,19,0.0625,0.13333333333333333,13,17,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285,130|503|818|1332|1367|1725|1831|2152|2402|2468|3108|3241|3412|3705|3875|4779|5284
antmaze-medium-navigate-v0,0,gas_reachability_budget,2.0,none,5,49,1,11,14,0.3157894736842105,0.5454545454545454,5,8,656|1142|1533|5284|5300,698|1542|1681|2252|4197|4802|5294|5308
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,0,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5288|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,1,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,2,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,3,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,4,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,5,0,16,0,0.0,0.0,16,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|4918|5190|5289|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,6,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,7,0,7,0,0.0,0.0,7,0,1006|1438|1444|2066|2270|5284|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,8,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,9,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,10,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,11,0,14,0,0.0,0.0,14,0,339|353|412|474|788|1513|1910|2458|2992|3082|3910|4571|5293|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,12,0,9,0,0.0,0.0,9,0,474|1024|2094|2406|2490|3053|3065|5289|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,13,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1964|3418|3749|5286|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,14,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,15,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,16,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,17,0,9,0,0.0,0.0,9,0,466|1006|1438|1444|1782|2066|2270|5287|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,18,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,19,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,20,0,15,0,0.0,0.0,15,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|5190|5289|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,21,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,22,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,23,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,24,0,13,0,0.0,0.0,13,0,348|715|729|1050|1142|1266|1410|1593|1911|2934|3824|5286|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,25,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,26,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5283|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,27,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,28,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,29,0,12,0,0.0,0.0,12,0,348|682|698|740|1911|2340|2707|3581|4384|5187|5280|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,30,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,31,0,15,0,0.0,0.0,15,0,353|412|474|481|699|788|1513|1913|2035|2308|2335|3082|3910|5282|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,32,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,33,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,34,0,12,0,0.0,0.0,12,0,348|740|1050|1142|1911|2208|3578|3824|4384|5187|5281|5303,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,35,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5286|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,36,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,37,0,9,0,0.0,0.0,9,0,1006|1438|1444|1782|2066|2270|3418|5290|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,38,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,39,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,40,0,14,0,0.0,0.0,14,0,110|605|714|1234|1260|1326|1419|1607|2933|4215|4600|5073|5291|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,41,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5282|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,42,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
