env,seed,variant,budget,fallback_mode,task_id,episode_id,success,shortest_edges,variant_edges,edge_overlap_jaccard,edge_overlap_vs_shortest,avoided_edges,new_edges,avoided_edge_ids,new_edge_ids
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,43,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,44,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,1,45,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,2,46,0,15,0,0.0,0.0,15,0,339|353|412|474|788|1006|1513|1910|2270|2451|2992|3082|3910|5285|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,3,47,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,4,48,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,progress_stall_v2,5,49,0,11,0,0.0,0.0,11,0,22|348|656|715|729|1142|1256|1533|1911|5284|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,0,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5288|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,1,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2462|2992|3082|3910|5283|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,2,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,3,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,4,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,5,0,16,0,0.0,0.0,16,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|4918|5190|5289|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,6,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,7,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,8,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,9,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1427|1911|2934|3824|5281|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,10,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,11,0,14,0,0.0,0.0,14,0,339|353|412|474|788|1513|1910|2451|2992|3082|3910|4571|5293|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,12,0,9,0,0.0,0.0,9,0,474|1024|2094|2406|2490|3053|3065|5289|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,13,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1964|3418|3749|5286|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,14,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1427|1911|2934|3824|5281|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,15,0,15,0,0.0,0.0,15,0,110|605|714|1234|1260|1326|1419|1607|1646|2933|4215|4600|5073|5291|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,16,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,17,0,9,0,0.0,0.0,9,0,466|1006|1438|1444|1782|2066|2270|5287|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,18,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,19,0,12,0,0.0,0.0,12,0,22|348|715|729|1050|1142|1256|1911|2252|3824|5281|5310,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,20,0,15,0,0.0,0.0,15,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|5190|5289|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,21,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,22,0,8,0,0.0,0.0,8,0,1006|1438|1444|1782|2066|2270|5287|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,23,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1438|1444|1497|1643|1782|1840|1932|3418|3749|5285|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,24,0,13,0,0.0,0.0,13,0,348|715|729|1050|1142|1266|1410|1593|1911|2934|3824|5286|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,25,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,26,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|873|1513|1910|2035|2451|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,27,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,28,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,29,0,12,0,0.0,0.0,12,0,348|682|698|740|1911|2340|2707|3581|4384|5187|5280|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,30,0,14,0,0.0,0.0,14,0,570|714|1234|1260|1419|1619|1868|2506|2563|2933|3318|4215|5291|5303,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,31,0,15,0,0.0,0.0,15,0,353|412|474|481|699|788|1513|1913|2035|2308|2335|3082|3910|5282|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,32,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,33,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1438|1444|1497|1643|1782|1840|1964|3418|3749|5286|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,34,0,12,0,0.0,0.0,12,0,348|740|1050|1142|1911|2707|3581|3824|4384|5187|5281|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,35,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5286|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,36,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,37,0,9,0,0.0,0.0,9,0,1006|1438|1444|1782|2066|2270|3418|5290|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,38,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,39,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,40,0,14,0,0.0,0.0,14,0,570|714|1234|1260|1419|1619|1868|2506|2563|2933|3318|4215|5291|5304,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,41,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5282|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,42,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,43,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,44,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,1,45,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,2,46,0,15,0,0.0,0.0,15,0,339|353|412|474|788|1006|1513|1910|2270|2451|2992|3082|3910|5285|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,3,47,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,4,48,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,3.0,none,5,49,0,11,0,0.0,0.0,11,0,348|656|740|1142|1533|1911|3578|4384|5187|5284|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,0,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5288|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,1,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,2,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,3,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,4,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,5,0,15,0,0.0,0.0,15,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|5190|5289|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,6,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,7,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,8,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,9,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,10,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,11,0,14,0,0.0,0.0,14,0,339|353|412|474|788|1513|1910|2451|2992|3082|3910|4571|5293|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,12,0,8,0,0.0,0.0,8,0,1024|2094|2406|2490|3053|3065|5289|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,13,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1964|3418|3749|5286|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,14,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,15,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,16,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,17,0,9,0,0.0,0.0,9,0,466|1006|1438|1444|1782|2066|2270|5287|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,18,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,19,0,12,0,0.0,0.0,12,0,22|348|715|729|1050|1142|1256|1911|2252|3824|5281|5310,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,20,0,15,0,0.0,0.0,15,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|5190|5289|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,21,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,22,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,23,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1438|1444|1497|1643|1782|1840|1932|3418|3749|5285|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,24,0,13,0,0.0,0.0,13,0,348|715|729|1050|1142|1266|1410|1593|1911|2934|3824|5286|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,25,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,26,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|873|1513|1910|2035|2451|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,27,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,28,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,29,0,12,0,0.0,0.0,12,0,348|682|698|740|1911|2340|2707|3581|4384|5187|5280|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,30,0,14,0,0.0,0.0,14,0,110|605|714|1234|1260|1326|1419|1607|2933|4215|4600|5073|5291|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,31,0,15,0,0.0,0.0,15,0,353|412|474|481|658|788|1138|1513|1553|1916|2035|3082|3910|5282|5309,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,32,0,9,0,0.0,0.0,9,0,1006|1438|1444|1782|2066|2270|3418|5290|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,33,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,34,0,12,0,0.0,0.0,12,0,348|740|1050|1142|1911|2208|3578|3824|4384|5187|5281|5303,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,35,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5286|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,36,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,37,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,38,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,39,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,40,0,14,0,0.0,0.0,14,0,570|714|1234|1260|1419|1619|1868|2506|2563|2933|3318|4215|5291|5303,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,41,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,42,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,43,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1438|1444|1497|1643|1782|1840|1964|3418|3749|5286|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,44,0,12,0,0.0,0.0,12,0,348|682|698|715|729|1266|1410|1911|2340|2934|5280|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,1,45,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,2,46,0,15,0,0.0,0.0,15,0,339|353|412|474|788|1006|1513|1910|2270|2458|2992|3082|3910|5285|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,3,47,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,4,48,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,progress_stall_v2,5,49,0,11,0,0.0,0.0,11,0,22|348|656|715|729|1142|1256|1533|1911|5284|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,0,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5288|5308,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,1,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,2,0,10,0,0.0,0.0,10,0,474|1006|1438|1444|1782|2066|2270|3418|5290|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,3,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1932|3418|3749|5285|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,4,0,11,0,0.0,0.0,11,0,22|348|682|698|715|729|1256|1911|2340|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,5,0,16,0,0.0,0.0,16,0,570|1868|2167|2506|2563|2650|2708|2719|3281|3318|3587|4381|4918|5190|5289|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,6,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5283|5302,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,7,0,8,0,0.0,0.0,8,0,474|1006|1438|1444|2066|2270|5284|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,8,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,9,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,10,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,11,0,14,0,0.0,0.0,14,0,339|353|412|474|788|1513|1910|2458|2992|3082|3910|4571|5293|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,12,0,9,0,0.0,0.0,9,0,474|1024|2094|2406|2490|3053|3065|5289|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,13,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1964|3418|3749|5286|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,14,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1410|1911|2934|3824|5281|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,15,0,15,0,0.0,0.0,15,0,570|714|1234|1260|1419|1619|1868|2506|2563|2719|2933|3318|4215|5291|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,16,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,17,0,9,0,0.0,0.0,9,0,466|1006|1438|1444|1782|2066|2270|5287|5297,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,18,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,19,0,12,0,0.0,0.0,12,0,348|715|729|1050|1142|1266|1427|1911|2934|3824|5281|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,20,0,14,0,0.0,0.0,14,0,110|1868|2167|2571|2650|2708|3281|3318|3587|3750|4381|5190|5289|5301,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,21,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2459|2992|3082|3910|5282|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,22,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,23,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,24,0,13,0,0.0,0.0,13,0,348|715|729|1050|1142|1266|1410|1593|1911|2934|3824|5286|5296,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,25,0,14,0,0.0,0.0,14,0,2|110|605|714|1234|1260|1326|1419|1607|2933|4600|5073|5280|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,26,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|873|1513|1910|2035|2451|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,27,0,9,0,0.0,0.0,9,0,474|1006|1438|1444|1782|2066|2270|5287|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,28,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,29,0,12,0,0.0,0.0,12,0,348|682|698|740|1911|2340|2707|3581|4384|5187|5280|5306,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,30,0,14,0,0.0,0.0,14,0,570|714|1234|1260|1419|1619|1868|2506|2563|2933|3318|4215|5291|5304,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,31,0,15,0,0.0,0.0,15,0,339|353|412|474|481|788|1513|1910|2035|2458|2992|3082|3910|5282|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,32,0,9,0,0.0,0.0,9,0,1006|1438|1444|1782|2066|2270|3418|5290|5299,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,33,0,15,0,0.0,0.0,15,0,97|117|1057|1122|1443|1444|1497|1643|1782|1840|1964|3418|3749|5286|5311,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,5,34,0,12,0,0.0,0.0,12,0,348|740|1050|1142|1911|2707|3581|3824|4384|5187|5281|5305,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,1,35,0,15,0,0.0,0.0,15,0,570|1868|2167|2210|2506|2563|2650|2719|3129|3318|3587|4381|5190|5286|5307,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,2,36,0,16,0,0.0,0.0,16,0,339|353|412|474|481|788|1513|1910|2035|2462|2952|2992|3082|3910|5283|5298,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,3,37,0,9,0,0.0,0.0,9,0,1006|1438|1444|1782|2066|2270|3418|5290|5300,
antmaze-medium-navigate-v0,0,gas_boundary_budget,2.0,none,4,38,0,14,0,0.0,0.0,14,0,97|117|1057|1122|1444|1497|1643|1782|1840|1932|3418|3749|5285|5298,
