train_auroc,train_auprc,val_auroc,val_auprc,val_size,train_size,selected_bridge_AUROC,selected_bridge_AUPRC,selected_bridge_base_success_rate,accepted_bridge_success_rate@0.5,accepted_bridge_coverage@0.5,accepted_bridge_success_rate@0.6,accepted_bridge_coverage@0.6,accepted_bridge_success_rate@0.7,accepted_bridge_coverage@0.7,accepted_bridge_success_rate@0.8,accepted_bridge_coverage@0.8,false_positive_bridge_relative_reduction@0.6,history,feature_columns,env,seed
0.8146828351593802,0.9082493879663832,0.8259711779448622,0.9093741660984195,118,356,0.7124518613607189,0.7453022195335978,0.5189873417721519,0.6065573692321777,0.7721518987341772,0.6111111044883728,0.45569620253164556,0.7083333134651184,0.3037974683544304,1.0,0.08860759493670886,0.19152045406793294,"[{'epoch': 1, 'train_bce': 0.6918655633926392}, {'epoch': 2, 'train_bce': 0.6827086210250854}, {'epoch': 3, 'train_bce': 0.6719772517681122}, {'epoch': 4, 'train_bce': 0.6627123951911926}, {'epoch': 5, 'train_bce': 0.6531909108161926}, {'epoch': 6, 'train_bce': 0.6421341300010681}, {'epoch': 7, 'train_bce': 0.6309920251369476}, {'epoch': 8, 'train_bce': 0.6212775409221649}, {'epoch': 9, 'train_bce': 0.6153049170970917}, {'epoch': 10, 'train_bce': 0.5955522954463959}, {'epoch': 11, 'train_bce': 0.5845646858215332}, {'epoch': 12, 'train_bce': 0.5803768932819366}, {'epoch': 13, 'train_bce': 0.5739032030105591}, {'epoch': 14, 'train_bce': 0.5664671063423157}, {'epoch': 15, 'train_bce': 0.5509682893753052}, {'epoch': 16, 'train_bce': 0.5476163625717163}, {'epoch': 17, 'train_bce': 0.5245579332113266}, {'epoch': 18, 'train_bce': 0.5143734663724899}, {'epoch': 19, 'train_bce': 0.5177754163742065}, {'epoch': 20, 'train_bce': 0.5135300755500793}, {'epoch': 21, 'train_bce': 0.520560011267662}, {'epoch': 22, 'train_bce': 0.5000090152025223}, {'epoch': 23, 'train_bce': 0.4833400994539261}, {'epoch': 24, 'train_bce': 0.515115275979042}, {'epoch': 25, 'train_bce': 0.4873376190662384}, {'epoch': 26, 'train_bce': 0.5016852915287018}, {'epoch': 27, 'train_bce': 0.49692364037036896}, {'epoch': 28, 'train_bce': 0.4891853332519531}, {'epoch': 29, 'train_bce': 0.48339132964611053}, {'epoch': 30, 'train_bce': 0.4693857282400131}, {'epoch': 31, 'train_bce': 0.4828931391239166}, {'epoch': 32, 'train_bce': 0.465856596827507}, {'epoch': 33, 'train_bce': 0.49132150411605835}, {'epoch': 34, 'train_bce': 0.46814222633838654}, {'epoch': 35, 'train_bce': 0.4887939989566803}, {'epoch': 36, 'train_bce': 0.4596400707960129}, {'epoch': 37, 'train_bce': 0.4654683768749237}, {'epoch': 38, 'train_bce': 0.46324238181114197}, {'epoch': 39, 'train_bce': 0.46565158665180206}, {'epoch': 40, 'train_bce': 0.4827005863189697}, {'epoch': 41, 'train_bce': 0.46210770308971405}, {'epoch': 42, 'train_bce': 0.4792032539844513}, {'epoch': 43, 'train_bce': 0.47180259227752686}, {'epoch': 44, 'train_bce': 0.4618103951215744}, {'epoch': 45, 'train_bce': 0.4445645958185196}, {'epoch': 46, 'train_bce': 0.45716120302677155}, {'epoch': 47, 'train_bce': 0.4636722505092621}, {'epoch': 48, 'train_bce': 0.4562161862850189}, {'epoch': 49, 'train_bce': 0.4666730612516403}, {'epoch': 50, 'train_bce': 0.44330742955207825}]","['phi_dist', 'tdr_cost', 'local_support', 'same_traj_support', 'bridge_score', 'bottleneck_score', 'gas_weight', 'temporal_cost', 'edge_type_safe_local', 'edge_type_same_traj_temporal', 'edge_type_gas_cross', 'edge_type_aggressive_tdr_bridge', 'edge_type_bottleneck_bridge']",antmaze-large-explore-v0,0
