result_set,condition,env,variant,success_count,success_mean,success_std,return_count,return_mean,return_std,steps_count,steps_mean,steps_std,replans_count,replans_mean,replans_std,no_path_count_count,no_path_count_mean,no_path_count_std,goal_distance_final_count,goal_distance_final_mean,goal_distance_final_std,fallback_used_count,fallback_used_mean,fallback_used_std,fallback_count_count,fallback_count_mean,fallback_count_std,direct_goal_attempts_count,direct_goal_attempts_mean,direct_goal_attempts_std,initial_plan_failed_count_count,initial_plan_failed_count_mean,initial_plan_failed_count_std,plan_failed_initial_count,plan_failed_initial_mean,plan_failed_initial_std,last_plan_edges_count,last_plan_edges_mean,last_plan_edges_std,first_plan_edges_count,first_plan_edges_mean,first_plan_edges_std,max_plan_edges_count,max_plan_edges_mean,max_plan_edges_std,mean_plan_edges_count,mean_plan_edges_mean,mean_plan_edges_std,num_plan_calls_count,num_plan_calls_mean,num_plan_calls_std,num_subgoal_attempts_count,num_subgoal_attempts_mean,num_subgoal_attempts_std,num_subgoal_reached_count,num_subgoal_reached_mean,num_subgoal_reached_std,subgoal_reach_rate_count,subgoal_reach_rate_mean,subgoal_reach_rate_std,subgoal_horizon_count,subgoal_horizon_mean,subgoal_horizon_std,subgoal_threshold_count,subgoal_threshold_mean,subgoal_threshold_std,success_threshold_count,success_threshold_mean,success_threshold_std,lambda_risk_count,lambda_risk_mean,lambda_risk_std,lambda_boundary_count,lambda_boundary_mean,lambda_boundary_std,success_if_capped_700_count,success_if_capped_700_mean,success_if_capped_700_std
stage19_protocol_ablation_medium50,direct_goal_after3,antmaze-medium-diverse-v2,full_bars,150,0.11333333333333333,0.31806180368281994,150,0.11333333333333333,0.31806180368281994,150,717.0333333333333,244.4886573635234,150,55.126666666666665,141.1703857315912,150,0.5266666666666666,0.5009610450724582,150,4.356716826160749,6.385262884248301,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.5266666666666666,0.5009610450724582,150,0.5266666666666666,0.5009610450724582,150,2.2466666666666666,2.5115482715564,150,8.446666666666667,0.49881290848711823,150,8.473333333333333,0.5009610450724582,150,4.904780261516571,1.711883066756955,150,55.126666666666665,141.1703857315912,150,54.6,141.2892221484074,150,44.166666666666664,142.49254857082974,150,0.5725972075689633,0.2563865969969547,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.2822885064873428
stage19_protocol_ablation_medium50,direct_goal_after3,antmaze-medium-diverse-v2,reachability,150,0.1,0.30100502794079315,150,0.1,0.30100502794079315,150,770.2,243.12578565632802,150,70.98666666666666,175.61676498323482,150,0.4533333333333333,0.4994851935873329,150,5.513447721997897,6.711756799784077,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.4533333333333333,0.4994851935873329,150,0.4533333333333333,0.4994851935873329,150,2.5,2.470632883622652,150,7.92,0.6904915086298542,150,7.96,0.6939817996569051,150,4.6464411997795105,1.6103127628433522,150,70.98666666666666,175.61676498323482,150,70.53333333333333,175.73938402133103,150,59.473333333333336,177.70013565073842,150,0.5710165735420396,0.2693601839808041,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.28228850648734277
stage19_protocol_ablation_medium50,direct_goal_after3,antmaze-medium-diverse-v2,shortest,150,0.10666666666666667,0.3097231209211054,150,0.10666666666666667,0.3097231209211054,150,842.5933333333334,213.83070819538005,150,33.486666666666665,64.44619384855861,150,0.3,0.45979277503366045,150,9.001463894844056,9.05149444520683,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.3,0.45979277503366045,150,0.3,0.45979277503366045,150,2.953333333333333,2.277219152684087,150,7.306666666666667,0.665009125099291,150,7.406666666666666,0.8117977949928525,150,4.575265900293986,1.4784846654762733,150,33.486666666666665,64.44619384855861,150,33.18666666666667,64.50184812571739,150,18.8,65.59219138334838,150,0.39106758573341305,0.2823091788132901,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.06,0.23828244477915886
stage19_protocol_ablation_medium50,direct_goal_after3,antmaze-medium-play-v2,full_bars,150,0.04666666666666667,0.21163050828222804,150,0.04666666666666667,0.21163050828222804,150,695.5866666666667,242.13305972744695,150,46.67333333333333,84.44214863043446,150,0.6266666666666667,0.48530992887983576,150,3.666734174291293,5.166786598552071,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.6266666666666667,0.48530992887983576,150,0.6266666666666667,0.48530992887983576,150,2.02,2.289368483597884,150,8.326666666666666,1.7007565101845485,150,8.48,1.6897638928036123,150,4.5587476785977685,1.6344117404229686,150,46.67333333333333,84.44214863043446,150,46.04666666666667,84.59332931533811,150,35.973333333333336,84.66142174034286,150,0.6104859390345199,0.2330385358300016,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.03333333333333333,0.18010685369303292
stage19_protocol_ablation_medium50,direct_goal_after3,antmaze-medium-play-v2,reachability,150,0.04,0.19661566092456975,150,0.04,0.19661566092456975,150,756.6,225.61415063431417,150,42.913333333333334,65.84942521309397,150,0.6,0.4915391523114243,150,4.196464705268542,5.03502524390322,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.6,0.4915391523114243,150,0.6,0.4915391523114243,150,2.3,2.2338157681210062,150,8.32,1.696106872661606,150,8.473333333333333,1.6413150181529192,150,4.547213941415151,1.6209709172980122,150,42.913333333333334,65.84942521309397,150,42.31333333333333,65.98536920064826,150,31.013333333333332,66.14819508986267,150,0.5678905292421235,0.23627347335427284,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.02,0.14046901303903675
stage19_protocol_ablation_medium50,direct_goal_after3,antmaze-medium-play-v2,shortest,150,0.006666666666666667,0.0816496580927726,150,0.006666666666666667,0.0816496580927726,150,908.0133333333333,165.94888784826506,150,33.24,65.83247806201159,150,0.28,0.45050307450030597,150,10.140848096807797,8.35929007158926,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.28,0.45050307450030597,150,0.28,0.45050307450030597,150,3.006666666666667,1.8913319289126342,150,7.566666666666666,1.1838775255598564,150,7.573333333333333,1.1777960686886095,150,4.720381967226664,1.055901096935379,150,33.24,65.83247806201159,150,32.96,65.88447077978911,150,16.64,67.09607256032305,150,0.3093944625366793,0.2490004643927613,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.006666666666666667,0.0816496580927726
stage19_protocol_ablation_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,full_bars,150,0.44,0.49804988833968006,150,0.44,0.49804988833968006,150,829.1933333333334,222.00410228589772,150,68.86,140.01265666662297,150,0.0,0.0,150,4.229373799363772,6.460513978547673,150,0.5266666666666666,0.5009610450724582,150,17.72,36.624362009698544,150,5.906666666666666,12.208120669899516,150,5.906666666666666,12.208120669899516,150,0.5266666666666666,0.5009610450724582,150,1.98,2.683456650910433,150,8.446666666666667,0.4988129084871151,150,8.473333333333333,0.500961045072461,150,3.8409669494628904,2.049750168903651,150,68.86,140.01265666662297,150,68.86,140.01265666662297,150,56.653333333333336,141.73010491713123,150,0.629540147771684,0.2715076169548305,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.32666666666666666,0.47056536988797604
stage19_protocol_ablation_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,reachability,150,0.38,0.48701253377473924,150,0.38,0.48701253377473924,150,841.52,222.72590432272543,150,81.14666666666666,173.76808530922983,150,0.0,0.0,150,5.436153220335642,6.771358196050238,150,0.4533333333333333,0.49948519358733295,150,11.026666666666667,24.235684674320844,150,5.513333333333334,12.117842337160422,150,5.513333333333334,12.117842337160422,150,0.4533333333333333,0.49948519358733295,150,2.2866666666666666,2.6275174356643882,150,7.92,0.6904915086298546,150,7.96,0.6939817996569033,150,3.847642646630605,1.9437630832906356,150,81.14666666666666,173.76808530922983,150,81.14666666666666,173.76808530922983,150,69.0,176.15212309194195,150,0.6217758277659049,0.2826895747921759,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.31333333333333335,0.4654025704405884
stage19_protocol_ablation_medium50,direct_goal_fallback,antmaze-medium-diverse-v2,shortest,150,0.2866666666666667,0.4537194039702842,150,0.2866666666666667,0.4537194039702842,150,911.6666666666666,163.89117631336376,150,45.693333333333335,68.72715695348003,150,0.0,0.0,150,8.958088435530662,9.097665928208471,150,0.3,0.45979277503366045,150,7.526666666666666,23.99264335422511,150,7.526666666666666,23.99264335422511,150,7.526666666666666,23.99264335422511,150,0.3,0.45979277503366045,150,2.82,2.42212951953358,150,7.306666666666667,0.665009125099291,150,7.406666666666666,0.8117977949928525,150,3.902206079761187,1.8913360292555972,150,45.693333333333335,68.72715695348003,150,45.693333333333335,68.72715695348003,150,30.393333333333334,70.57005626441934,150,0.45127507090805685,0.3254189568069136,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.14,0.3481494703303096
stage19_protocol_ablation_medium50,direct_goal_fallback,antmaze-medium-play-v2,full_bars,150,0.5133333333333333,0.5014966414959998,150,0.5133333333333333,0.5014966414959998,150,806.1333333333333,219.4797590969242,150,68.08666666666667,89.54507969475013,150,0.0,0.0,150,3.4420192704598107,5.295374044991026,150,0.6266666666666667,0.48530992887983576,150,29.2,55.51201574990274,150,9.733333333333333,18.504005249967577,150,9.733333333333333,18.504005249967577,150,0.6266666666666667,0.48530992887983576,150,1.7933333333333332,2.4585057574234224,150,8.326666666666666,1.7007565101845485,150,8.48,1.6897638928036123,150,3.5253310032685596,2.0661169857490447,150,68.08666666666667,89.54507969475013,150,68.08666666666667,89.54507969475013,150,56.58,90.43780687716657,150,0.6843073219451128,0.24348096229218769,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.34,0.4752957397962414
stage19_protocol_ablation_medium50,direct_goal_fallback,antmaze-medium-play-v2,reachability,150,0.31333333333333335,0.4654025704405884,150,0.31333333333333335,0.4654025704405884,150,891.0533333333333,191.19405043489257,150,56.85333333333333,69.63205181395296,150,0.0,0.0,150,4.138554889361064,5.114682674763658,150,0.6,0.4915391523114243,150,13.373333333333333,36.54408878404178,150,6.6866666666666665,18.27204439202089,150,6.6866666666666665,18.27204439202089,150,0.6,0.4915391523114243,150,2.1,2.3961658411418516,150,8.32,1.696106872661606,150,8.473333333333333,1.641315018152918,150,3.7080945507685343,1.8925003450255442,150,56.85333333333333,69.63205181395296,150,56.85333333333333,69.63205181395296,150,43.68666666666667,70.51613520595687,150,0.6096607631480059,0.2457468518458495,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.19333333333333333,0.39623507812467246
stage19_protocol_ablation_medium50,direct_goal_fallback,antmaze-medium-play-v2,shortest,150,0.2,0.40134003725439066,150,0.2,0.40134003725439066,150,943.52,132.17319936686286,150,42.17333333333333,68.5120620024024,150,0.0,0.0,150,10.040113935867945,8.470873752932647,150,0.28,0.45050307450030586,150,6.1066666666666665,18.587773518761935,150,6.1066666666666665,18.587773518761935,150,6.1066666666666665,18.587773518761935,150,0.28,0.45050307450030586,150,2.8466666666666667,2.0845763629513288,150,7.566666666666666,1.1838775255598526,150,7.573333333333333,1.1777960686886066,150,4.22681431055069,1.602747865508014,150,42.17333333333333,68.5120620024024,150,42.17333333333333,68.5120620024024,150,25.4,70.39695692019761,150,0.3760252157976528,0.30454602948896814,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.11333333333333333,0.31806180368281994
stage19_protocol_ablation_medium50,direct_goal_only,antmaze-medium-diverse-v2,direct_goal,150,0.006666666666666667,0.0816496580927726,150,0.006666666666666667,0.0816496580927726,150,997.4533333333334,31.19016939143915,150,19.986666666666668,0.16329931618554516,150,0.0,0.0,150,24.22221029281616,3.8859685368243126,150,0.0,0.0,150,0.0,0.0,150,19.986666666666668,0.16329931618554516,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,19.986666666666668,0.16329931618554516,150,0.04,0.48989794855663554,150,0.0022222222222222222,0.02721655269759087,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.006666666666666667,0.0816496580927726
stage19_protocol_ablation_medium50,direct_goal_only,antmaze-medium-play-v2,direct_goal,150,0.0,0.0,150,0.0,0.0,150,1000.0,0.0,150,20.0,0.0,150,0.0,0.0,150,25.854942811330158,2.7690228208746563,150,0.0,0.0,150,0.0,0.0,150,20.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,20.0,0.0,150,0.0,0.0,150,0.0,0.0,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.0,0.0
stage19_protocol_ablation_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,150,0.08666666666666667,0.2822885064873429,150,0.08666666666666667,0.2822885064873429,150,596.6333333333333,119.93339408046431,150,39.71333333333333,88.67104857046708,150,0.46,0.5000671095902626,150,4.854273737867673,6.434384818079019,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.46,0.5000671095902626,150,0.46,0.5000671095902626,150,2.34,2.484394245102953,150,8.446666666666667,0.49881290848711857,150,8.473333333333333,0.5009610450724591,150,5.131035860379537,1.5626793927196017,150,39.71333333333333,88.67104857046708,150,39.25333333333333,88.76650516089248,150,30.74,89.74717882687212,150,0.5654672179434841,0.2536393844368958,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.2822885064873429
stage19_protocol_ablation_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,150,0.08666666666666667,0.28228850648734277,150,0.08666666666666667,0.28228850648734277,150,617.6666666666666,115.22872886245545,150,49.846666666666664,109.90879297876587,150,0.34,0.4752957397962413,150,6.055437705715497,6.630079273562402,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.34,0.4752957397962413,150,0.34,0.4752957397962413,150,2.6133333333333333,2.4516442001473893,150,7.92,0.6904915086298542,150,7.96,0.6939817996569051,150,4.873698457876841,1.460563743279597,150,49.846666666666664,109.90879297876587,150,49.50666666666667,110.00035061973811,150,40.86666666666667,111.45966656460764,150,0.5710851564535548,0.2588624706877057,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.28228850648734277
stage19_protocol_ablation_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,150,0.06,0.2382824447791589,150,0.06,0.2382824447791589,150,651.8266666666667,89.7475764131589,150,24.86,40.02935667698338,150,0.23333333333333334,0.4243695152324364,150,9.54490856965383,8.742919326809105,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.23333333333333334,0.4243695152324364,150,0.23333333333333334,0.4243695152324364,150,3.02,2.2657946736974437,150,7.306666666666667,0.6650091250992914,150,7.406666666666666,0.8117977949928528,150,4.81052900314331,1.3218719310167477,150,24.86,40.02935667698338,150,24.626666666666665,40.059275989977195,150,13.753333333333334,40.903706969514076,150,0.38751775598779487,0.27364839286413106,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.06,0.2382824447791589
stage19_protocol_ablation_medium50,horizon_threshold_only,antmaze-medium-play-v2,full_bars,150,0.03333333333333333,0.18010685369303292,150,0.03333333333333333,0.18010685369303292,150,587.1333333333333,119.81219457417549,150,32.1,44.90792220210221,150,0.5533333333333333,0.4988129084871181,150,4.049379596710205,5.277966512602904,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.5533333333333333,0.4988129084871181,150,0.5533333333333333,0.4988129084871181,150,2.16,2.3404238702887668,150,8.326666666666666,1.7007565101845474,150,8.48,1.6897638928036107,150,4.795286413828532,1.552419203972608,150,32.1,44.90792220210221,150,31.546666666666667,45.0390712807719,150,23.213333333333335,45.389379751032585,150,0.6054271043852055,0.2211426331181283,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.03333333333333333,0.18010685369303292
stage19_protocol_ablation_medium50,horizon_threshold_only,antmaze-medium-play-v2,reachability,150,0.02,0.14046901303903675,150,0.02,0.14046901303903675,150,623.4133333333333,106.79832255341701,150,30.686666666666667,32.88971538454023,150,0.42,0.4952119741371961,150,4.992317266066869,5.150824907218521,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.42,0.4952119741371961,150,0.42,0.4952119741371961,150,2.3933333333333335,2.290618938855284,150,8.32,1.696106872661606,150,8.473333333333333,1.641315018152918,150,4.8184215259552,1.5422009276855044,150,30.686666666666667,32.88971538454023,150,30.266666666666666,33.002067591658324,150,21.033333333333335,33.22455966078775,150,0.5653792010705769,0.22624334504698054,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.02,0.14046901303903675
stage19_protocol_ablation_medium50,horizon_threshold_only,antmaze-medium-play-v2,shortest,150,0.006666666666666667,0.0816496580927726,150,0.006666666666666667,0.0816496580927726,150,679.36,59.173080220813134,150,22.966666666666665,37.04784076829365,150,0.18,0.3854745179993688,150,11.812448393305143,8.168478100331187,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.18,0.3854745179993688,150,0.18,0.3854745179993688,150,3.3866666666666667,1.8745439415533356,150,7.566666666666666,1.183877525559857,150,7.573333333333333,1.1777960686886104,150,5.005624639193217,1.043053918845659,150,22.966666666666665,37.04784076829365,150,22.786666666666665,37.06453408314874,150,10.706666666666667,37.98861480214999,150,0.3112979881433814,0.25705866495460916,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.006666666666666667,0.0816496580927726
stage19_protocol_ablation_medium50,original,antmaze-medium-diverse-v2,full_bars,150,0.17333333333333334,0.37980331657861593,150,0.17333333333333334,0.37980331657861593,150,624.6333333333333,107.44365882186385,150,30.826666666666668,44.53378879591334,150,0.24666666666666667,0.4325151456659352,150,5.774875568946203,6.5358136601801435,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.24666666666666667,0.4325151456659352,150,0.24666666666666667,0.4325151456659352,150,2.526666666666667,2.3932137463657908,150,8.446666666666667,0.49881290848711823,150,8.46,0.5000671095902612,150,5.237023280461629,1.2926408070220652,150,30.826666666666668,44.53378879591334,150,30.58,44.58673321206085,150,11.12,45.508155475311256,150,0.19991022195868566,0.19737714134085432,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.17333333333333334,0.37980331657861593
stage19_protocol_ablation_medium50,original,antmaze-medium-diverse-v2,reachability,150,0.12666666666666668,0.33371342982242697,150,0.12666666666666668,0.33371342982242697,150,610.0066666666667,122.8181116361154,150,32.89333333333333,58.20031904092386,150,0.30666666666666664,0.46265453310460186,150,6.033829946716627,6.890837449898375,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.30666666666666664,0.46265453310460186,150,0.30666666666666664,0.46265453310460186,150,2.58,2.5809576288422855,150,7.92,0.6904915086298555,150,7.973333333333334,0.7136884687488336,150,5.039135689735413,1.4636626488144449,150,32.89333333333333,58.20031904092386,150,32.586666666666666,58.2670531729434,150,13.86,59.52158595527235,150,0.21275460849149813,0.18563846687988947,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.12666666666666668,0.33371342982242697
stage19_protocol_ablation_medium50,original,antmaze-medium-diverse-v2,shortest,150,0.10666666666666667,0.30972312092110527,150,0.10666666666666667,0.30972312092110527,150,646.6466666666666,97.70755822925388,150,25.12,6.72061837998528,150,0.18666666666666668,0.39094905462344065,150,8.90578140159448,8.557279877604213,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.18666666666666668,0.39094905462344065,150,0.18666666666666668,0.39094905462344065,150,2.8133333333333335,2.171773365840162,150,7.306666666666667,0.665009125099291,150,7.42,0.7880823722830981,150,4.816562372843425,1.1337864897020438,150,25.12,6.72061837998528,150,24.933333333333334,6.843079751995444,150,4.1466666666666665,6.25883179127694,150,0.14071021039324935,0.15131237060368338,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.10666666666666667,0.30972312092110527
stage19_protocol_ablation_medium50,original,antmaze-medium-play-v2,full_bars,150,0.14,0.34814947033030974,150,0.14,0.34814947033030974,150,592.46,112.1912096234751,150,28.366666666666667,29.406527300494357,150,0.44666666666666666,0.49881290848711807,150,4.8150401538610454,6.469879268686668,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.44666666666666666,0.49881290848711807,150,0.44666666666666666,0.49881290848711807,150,2.2266666666666666,2.334873253437901,150,8.326666666666666,1.7007565101845474,150,8.513333333333334,1.6042588732615675,150,5.004845606486002,1.4169630064614562,150,28.366666666666667,29.406527300494357,150,27.92,29.497245918534887,150,9.826666666666666,29.84720522855125,150,0.23082915546325314,0.18951992040729854,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.14,0.34814947033030974
stage19_protocol_ablation_medium50,original,antmaze-medium-play-v2,reachability,150,0.11333333333333333,0.31806180368281994,150,0.11333333333333333,0.31806180368281994,150,626.8533333333334,98.29065148844204,150,29.46,29.901769829329076,150,0.34,0.47529573979624146,150,5.814249382615089,6.576401515880558,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.34,0.47529573979624146,150,0.34,0.47529573979624146,150,2.513333333333333,2.4267432443604777,150,8.32,1.6961068726616062,150,8.466666666666667,1.5744037612948647,150,5.145140600204468,1.4254285777921054,150,29.46,29.901769829329076,150,29.12,29.975811277511188,150,9.626666666666667,30.704381049940658,150,0.21664891669149508,0.18996419711986406,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.11333333333333333,0.31806180368281994
stage19_protocol_ablation_medium50,original,antmaze-medium-play-v2,shortest,150,0.02666666666666667,0.161647004039632,150,0.02666666666666667,0.161647004039632,150,678.9266666666666,61.26782405130852,150,28.26,32.35715743979827,150,0.11333333333333333,0.31806180368282005,150,12.795991964538892,8.297297986740013,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.11333333333333333,0.31806180368282005,150,0.11333333333333333,0.31806180368282005,150,3.526666666666667,1.8233999758790707,150,7.566666666666666,1.183877525559854,150,7.586666666666667,1.165422794880785,150,5.0363233884175616,0.9429593572011239,150,28.26,32.35715743979827,150,28.14666666666667,32.37788346707682,150,5.973333333333334,33.4788216471463,150,0.11545241511176502,0.1518426863140004,150,30.0,0.0,150,0.5,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.02666666666666667,0.161647004039632
stage19_protocol_ablation_medium50,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,150,0.11333333333333333,0.31806180368281994,150,0.11333333333333333,0.31806180368281994,150,717.0333333333333,244.4886573635234,150,55.126666666666665,141.1703857315912,150,0.5266666666666666,0.5009610450724583,150,4.356716826160749,6.3852628842482995,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.5266666666666666,0.5009610450724583,150,0.5266666666666666,0.5009610450724583,150,2.2466666666666666,2.5115482715564004,150,8.446666666666667,0.49881290848711857,150,8.473333333333333,0.5009610450724591,150,4.904780261516571,1.7118830667569545,150,55.126666666666665,141.1703857315912,150,54.6,141.2892221484074,150,44.166666666666664,142.4925485708297,150,0.5725972075689633,0.2563865969969547,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.2822885064873429
stage19_protocol_ablation_medium50,planner_fallback_only,antmaze-medium-diverse-v2,reachability,150,0.1,0.30100502794079315,150,0.1,0.30100502794079315,150,770.2,243.12578565632802,150,70.98666666666666,175.61676498323482,150,0.4533333333333333,0.4994851935873329,150,5.513447721997897,6.711756799784077,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.4533333333333333,0.4994851935873329,150,0.4533333333333333,0.4994851935873329,150,2.5,2.470632883622652,150,7.92,0.6904915086298542,150,7.96,0.6939817996569051,150,4.6464411997795105,1.6103127628433522,150,70.98666666666666,175.61676498323482,150,70.53333333333333,175.73938402133103,150,59.473333333333336,177.70013565073842,150,0.5710165735420396,0.2693601839808041,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.08666666666666667,0.28228850648734277
stage19_protocol_ablation_medium50,planner_fallback_only,antmaze-medium-diverse-v2,shortest,150,0.10666666666666667,0.3097231209211053,150,0.10666666666666667,0.3097231209211053,150,842.5933333333334,213.83070819538014,150,33.486666666666665,64.44619384855865,150,0.3,0.4597927750336605,150,9.001463894844056,9.051494445206831,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.3,0.4597927750336605,150,0.3,0.4597927750336605,150,2.953333333333333,2.2772191526840873,150,7.306666666666667,0.6650091250992909,150,7.406666666666666,0.8117977949928527,150,4.575265900293986,1.478484665476273,150,33.486666666666665,64.44619384855865,150,33.18666666666667,64.50184812571737,150,18.8,65.59219138334839,150,0.39106758573341305,0.28230917881329015,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.06,0.2382824447791588
stage19_protocol_ablation_medium50,planner_fallback_only,antmaze-medium-play-v2,full_bars,150,0.04666666666666667,0.21163050828222804,150,0.04666666666666667,0.21163050828222804,150,695.5866666666667,242.13305972744712,150,46.67333333333333,84.44214863043447,150,0.6266666666666667,0.4853099288798358,150,3.666734174291293,5.166786598552073,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.6266666666666667,0.4853099288798358,150,0.6266666666666667,0.4853099288798358,150,2.02,2.289368483597884,150,8.326666666666666,1.7007565101845485,150,8.48,1.6897638928036136,150,4.5587476785977685,1.6344117404229686,150,46.67333333333333,84.44214863043447,150,46.04666666666667,84.59332931533808,150,35.973333333333336,84.66142174034282,150,0.6104859390345199,0.23303853583000167,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.03333333333333333,0.18010685369303292
stage19_protocol_ablation_medium50,planner_fallback_only,antmaze-medium-play-v2,reachability,150,0.04,0.19661566092456972,150,0.04,0.19661566092456972,150,756.6,225.614150634314,150,42.913333333333334,65.84942521309397,150,0.6,0.49153915231142425,150,4.196464705268542,5.03502524390322,150,0.0,0.0,150,0.0,0.0,150,0.0,0.0,150,0.6,0.49153915231142425,150,0.6,0.49153915231142425,150,2.3,2.233815768121006,150,8.32,1.6961068726616062,150,8.473333333333333,1.6413150181529186,150,4.547213941415151,1.6209709172980136,150,42.913333333333334,65.84942521309397,150,42.31333333333333,65.98536920064826,150,31.013333333333332,66.14819508986267,150,0.5678905292421235,0.23627347335427282,150,50.0,0.0,150,1.0,0.0,150,0.5,0.0,150,1.0,0.0,150,0.1,0.0,150,0.02,0.14046901303903675
