result_set,condition,env,variant,last_plan_edges_bucket,count,mean,std
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,1,96,0.125,0.3324549831021844
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,2,24,0.041666666666666664,0.20412414523193148
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,full_bars,3+,30,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,1,81,0.14814814814814814,0.35746017649212036
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,2,25,0.04,0.2
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,reachability,3+,44,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,1,62,0.12903225806451613,0.33797230305290277
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,2,26,0.038461538461538464,0.19611613513818402
stage18_medium50,horizon_threshold_only,antmaze-medium-diverse-v2,shortest,3+,62,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,full_bars,1,92,0.05434782608695652,0.22794497286530108
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,full_bars,2,33,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,full_bars,3+,25,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,reachability,1,68,0.014705882352941176,0.12126781251816648
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,reachability,2,48,0.041666666666666664,0.20194093652345885
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,reachability,3+,34,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,shortest,1,34,0.029411764705882353,0.17149858514250882
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,shortest,2,26,0.0,0.0
stage18_medium50,horizon_threshold_only,antmaze-medium-play-v2,shortest,3+,90,0.0,0.0
stage18_medium50,original,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,full_bars,1,90,0.28888888888888886,0.4557853931339367
stage18_medium50,original,antmaze-medium-diverse-v2,full_bars,2,15,0.0,0.0
stage18_medium50,original,antmaze-medium-diverse-v2,full_bars,3+,45,0.0,0.0
stage18_medium50,original,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,reachability,1,90,0.2111111111111111,0.41038333530691506
stage18_medium50,original,antmaze-medium-diverse-v2,reachability,2,18,0.0,0.0
stage18_medium50,original,antmaze-medium-diverse-v2,reachability,3+,42,0.0,0.0
stage18_medium50,original,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,original,antmaze-medium-diverse-v2,shortest,1,70,0.22857142857142856,0.42294442611014477
stage18_medium50,original,antmaze-medium-diverse-v2,shortest,2,24,0.0,0.0
stage18_medium50,original,antmaze-medium-diverse-v2,shortest,3+,56,0.0,0.0
stage18_medium50,original,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,original,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,original,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,original,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,original,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,original,antmaze-medium-play-v2,full_bars,1,93,0.21505376344086022,0.41308653598066913
stage18_medium50,original,antmaze-medium-play-v2,full_bars,2,29,0.034482758620689655,0.18569533817705186
stage18_medium50,original,antmaze-medium-play-v2,full_bars,3+,28,0.0,0.0
stage18_medium50,original,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,original,antmaze-medium-play-v2,reachability,1,75,0.21333333333333335,0.41241979837307774
stage18_medium50,original,antmaze-medium-play-v2,reachability,2,39,0.02564102564102564,0.16012815380508713
stage18_medium50,original,antmaze-medium-play-v2,reachability,3+,36,0.0,0.0
stage18_medium50,original,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,original,antmaze-medium-play-v2,shortest,1,27,0.14814814814814814,0.36201399289824565
stage18_medium50,original,antmaze-medium-play-v2,shortest,2,23,0.0,0.0
stage18_medium50,original,antmaze-medium-play-v2,shortest,3+,100,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,1,109,0.13761467889908258,0.3460863173281978
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,2,11,0.18181818181818182,0.4045199174779453
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,full_bars,3+,30,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,reachability,1,92,0.15217391304347827,0.36115755925730747
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,reachability,2,18,0.05555555555555555,0.23570226039551584
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,reachability,3+,40,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,shortest,1,69,0.2028985507246377,0.40510384089716234
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,shortest,2,18,0.1111111111111111,0.32338083338177726
stage18_medium50,planner_fallback_only,antmaze-medium-diverse-v2,shortest,3+,63,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,full_bars,1,103,0.05825242718446602,0.23536549459929892
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,full_bars,2,24,0.041666666666666664,0.2041241452319315
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,full_bars,3+,23,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,reachability,1,68,0.04411764705882353,0.2068833061667868
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,reachability,2,54,0.05555555555555555,0.2312122823226641
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,reachability,3+,28,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,shortest,1,51,0.0196078431372549,0.14002800840280097
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,shortest,2,19,0.0,0.0
stage18_medium50,planner_fallback_only,antmaze-medium-play-v2,shortest,3+,80,0.0,0.0
stage18_medium50,time_only,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,full_bars,1,96,0.3958333333333333,0.49159604012508756
stage18_medium50,time_only,antmaze-medium-diverse-v2,full_bars,2,12,0.0,0.0
stage18_medium50,time_only,antmaze-medium-diverse-v2,full_bars,3+,42,0.0,0.0
stage18_medium50,time_only,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,reachability,1,94,0.2765957446808511,0.44971329741755545
stage18_medium50,time_only,antmaze-medium-diverse-v2,reachability,2,16,0.0,0.0
stage18_medium50,time_only,antmaze-medium-diverse-v2,reachability,3+,40,0.0,0.0
stage18_medium50,time_only,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,time_only,antmaze-medium-diverse-v2,shortest,1,77,0.37662337662337664,0.48771651167674507
stage18_medium50,time_only,antmaze-medium-diverse-v2,shortest,2,17,0.0,0.0
stage18_medium50,time_only,antmaze-medium-diverse-v2,shortest,3+,56,0.0,0.0
stage18_medium50,time_only,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,full_bars,1,102,0.23529411764705882,0.42627724414510626
stage18_medium50,time_only,antmaze-medium-play-v2,full_bars,2,20,0.1,0.3077935056255462
stage18_medium50,time_only,antmaze-medium-play-v2,full_bars,3+,28,0.0,0.0
stage18_medium50,time_only,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,reachability,1,88,0.25,0.4354941703556927
stage18_medium50,time_only,antmaze-medium-play-v2,reachability,2,30,0.06666666666666667,0.2537081317024624
stage18_medium50,time_only,antmaze-medium-play-v2,reachability,3+,32,0.0,0.0
stage18_medium50,time_only,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,time_only,antmaze-medium-play-v2,shortest,1,40,0.25,0.4385290096535146
stage18_medium50,time_only,antmaze-medium-play-v2,shortest,2,13,0.0,0.0
stage18_medium50,time_only,antmaze-medium-play-v2,shortest,3+,97,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,1,109,0.13761467889908258,0.34608631732819783
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,2,11,0.18181818181818182,0.4045199174779453
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,full_bars,3+,30,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,1,92,0.15217391304347827,0.3611575592573076
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,2,18,0.05555555555555555,0.23570226039551584
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,reachability,3+,40,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,1,69,0.2028985507246377,0.4051038408971624
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,2,18,0.1111111111111111,0.32338083338177726
stage18_medium50,tuned_no_fallback,antmaze-medium-diverse-v2,shortest,3+,63,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,full_bars,1,103,0.05825242718446602,0.23536549459929892
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,full_bars,2,24,0.041666666666666664,0.2041241452319315
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,full_bars,3+,23,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,reachability,1,68,0.04411764705882353,0.20688330616678682
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,reachability,2,54,0.05555555555555555,0.23121228232266414
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,reachability,3+,28,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,shortest,1,51,0.0196078431372549,0.14002800840280097
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,shortest,2,19,0.0,0.0
stage18_medium50,tuned_no_fallback,antmaze-medium-play-v2,shortest,3+,80,0.0,0.0
stage18_medium50,unknown,antmaze-medium-diverse-v2,direct_goal,0,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,direct_goal,1,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,direct_goal,2,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,direct_goal,3+,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,full_bars,0,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,full_bars,1,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,full_bars,2,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,full_bars,3+,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,reachability,0,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,reachability,1,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,reachability,2,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,reachability,3+,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,shortest,0,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,shortest,1,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,shortest,2,0,,
stage18_medium50,unknown,antmaze-medium-diverse-v2,shortest,3+,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,direct_goal,0,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,direct_goal,1,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,direct_goal,2,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,direct_goal,3+,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,full_bars,0,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,full_bars,1,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,full_bars,2,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,full_bars,3+,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,reachability,0,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,reachability,1,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,reachability,2,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,reachability,3+,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,shortest,0,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,shortest,1,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,shortest,2,0,,
stage18_medium50,unknown,antmaze-medium-play-v2,shortest,3+,0,,
