step,train_action_mse,train_weighted_action_mse
1,0.1996571272611618,0.2006458193063736
1000,0.01228934433311224,0.01237061433494091
2000,0.010798380710184574,0.011037107557058334
3000,0.00742711266502738,0.0074647278524935246
