baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,769,0.0013003901170351106,0.980327868852459,4.618729096989966,305,299
kNN_geometry_same_nodes,711,0.0014064697609001407,0.980327868852459,4.903010033444816,305,299
grid_adjacent_same_nodes,260,0.0,0.6721311475409836,12.570731707317073,305,205
random_same_edge_budget,1223,0.9215044971381848,1.0,2.314754098360656,305,305
