dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,25,core_plus_bottleneck,120,strict_selected,305,299,0.980327868852459,3.1337792642140467,69.71752611508566,69.63565642268388,500,305.0,299.0,0.61,0.598,,,
antmaze-large-stitch-v0,25,core_plus_bottleneck,120,virtual_query,500,470,0.94,3.1404255319148935,73.40651558012716,73.07235746052925,500,,,,,1.866,2.0,0.6045999999999999
