query_id,reachable,num_adjacent_edge_pairs,strict_compatible_rate
0,True,2,1.0
1,True,2,1.0
2,True,2,0.5
3,True,2,0.5
4,True,2,0.5
5,True,2,0.5
6,True,2,0.5
7,True,0,1.0
8,True,2,1.0
9,True,2,1.0
10,True,2,0.5
11,True,2,0.5
12,True,3,0.6666666666666666
13,True,2,1.0
14,True,2,1.0
15,True,2,0.5
16,True,2,0.5
17,True,2,1.0
18,True,2,0.5
19,True,3,1.0
20,True,2,1.0
21,True,2,1.0
22,True,2,1.0
23,True,2,0.5
24,True,2,1.0
25,True,2,1.0
26,True,2,1.0
27,True,3,1.0
28,True,2,1.0
29,True,2,1.0
30,True,2,1.0
31,True,2,1.0
32,True,2,1.0
33,True,2,0.5
34,True,2,1.0
35,True,2,1.0
36,True,2,0.0
37,True,3,1.0
38,True,2,1.0
39,True,2,1.0
40,True,3,1.0
41,True,2,1.0
42,False,0,0.0
43,True,2,1.0
44,True,2,1.0
45,True,2,0.5
46,True,2,0.5
47,True,3,0.6666666666666666
48,True,3,0.6666666666666666
49,True,2,1.0
50,True,2,1.0
51,True,2,0.5
52,True,2,1.0
53,True,3,1.0
54,True,2,1.0
55,True,3,1.0
56,True,3,1.0
57,True,2,0.5
58,True,4,0.75
59,True,2,0.0
60,True,2,0.5
61,True,2,0.5
62,True,2,1.0
63,True,3,1.0
64,True,2,1.0
65,True,2,0.0
66,True,3,0.6666666666666666
67,True,3,0.6666666666666666
68,True,2,0.5
69,True,2,0.0
70,True,3,1.0
71,True,2,0.0
72,True,2,1.0
73,True,2,0.5
74,True,2,1.0
75,True,2,1.0
76,True,2,0.5
77,True,2,1.0
78,True,2,0.5
79,True,0,1.0
80,True,2,0.0
81,True,2,0.5
82,True,3,0.6666666666666666
83,True,2,0.0
84,True,2,1.0
85,True,2,0.5
86,True,2,1.0
87,True,2,0.5
88,True,2,0.5
89,True,2,1.0
90,True,2,1.0
91,True,3,1.0
92,True,2,1.0
93,True,2,0.5
94,True,1,1.0
95,True,2,0.0
96,True,2,0.5
97,True,2,1.0
98,True,2,0.5
99,True,2,0.5
100,True,2,0.5
101,True,2,1.0
102,True,2,0.5
103,True,2,1.0
104,True,2,1.0
105,True,2,0.5
106,True,2,0.5
107,True,2,0.5
108,True,2,1.0
109,True,2,0.5
110,True,2,1.0
111,False,0,0.0
112,True,2,0.0
113,True,2,1.0
114,True,2,0.5
115,True,2,1.0
116,True,2,1.0
117,True,2,0.5
118,True,2,0.5
119,True,3,1.0
120,True,3,1.0
121,True,2,0.5
122,True,2,1.0
123,True,3,0.6666666666666666
124,True,2,1.0
125,True,2,0.5
126,True,2,0.5
127,True,3,0.3333333333333333
128,True,2,0.5
129,True,3,1.0
130,True,2,0.5
131,True,2,1.0
132,True,2,0.5
133,True,2,0.5
134,True,2,0.5
135,True,3,1.0
136,True,2,0.5
137,True,2,0.0
138,True,2,0.5
139,True,2,0.5
140,True,2,1.0
141,True,2,1.0
142,True,2,0.5
143,True,2,0.0
144,True,2,1.0
145,True,2,0.5
146,True,2,1.0
147,True,3,1.0
148,True,2,1.0
149,True,2,1.0
150,True,2,0.5
151,True,2,1.0
152,True,2,0.5
153,True,2,1.0
154,True,3,0.6666666666666666
155,True,2,0.5
156,True,2,1.0
157,True,3,1.0
158,True,2,1.0
159,True,2,0.5
160,True,3,1.0
161,True,2,0.5
162,True,2,0.5
163,False,0,0.0
164,True,2,0.5
165,True,2,1.0
166,True,2,0.5
167,True,0,1.0
168,True,2,0.5
169,True,2,1.0
170,True,2,0.5
171,True,2,1.0
172,True,2,1.0
173,True,3,1.0
174,True,2,1.0
175,True,2,0.5
176,True,2,0.5
177,True,1,1.0
178,True,2,0.5
179,True,2,1.0
180,True,2,0.5
181,True,2,1.0
182,True,2,0.5
183,True,3,0.6666666666666666
184,True,1,1.0
185,True,2,1.0
186,True,2,1.0
187,True,2,0.5
188,True,2,0.5
189,True,2,0.5
190,True,2,0.5
191,True,2,0.5
192,True,2,0.5
193,True,2,0.0
194,True,0,1.0
195,True,3,1.0
196,True,3,1.0
197,True,2,0.5
198,False,0,0.0
199,True,3,1.0
200,True,2,0.5
201,True,2,0.0
202,True,2,0.0
203,True,2,0.0
204,True,2,1.0
205,True,2,1.0
206,True,2,0.0
207,True,2,0.5
208,True,2,0.5
209,True,2,0.5
210,True,2,1.0
211,True,2,0.5
212,False,0,0.0
213,True,2,0.5
214,True,2,1.0
215,True,2,0.5
216,True,2,1.0
217,True,2,1.0
218,True,2,0.5
219,True,2,0.5
220,True,2,1.0
221,True,2,1.0
222,True,2,1.0
223,True,2,1.0
224,True,2,0.5
225,True,2,0.5
226,True,2,0.5
227,True,3,0.6666666666666666
228,True,3,1.0
229,True,3,1.0
230,True,2,0.5
231,True,3,1.0
232,True,2,0.0
233,True,3,1.0
234,True,2,0.5
235,True,2,1.0
236,True,2,1.0
237,True,3,0.6666666666666666
238,True,2,1.0
239,True,2,1.0
240,True,2,0.5
241,True,2,1.0
242,True,2,1.0
243,True,2,1.0
244,True,2,0.5
245,True,3,1.0
246,True,2,0.5
247,True,3,1.0
248,True,2,0.5
249,True,3,0.3333333333333333
250,True,2,0.5
251,True,2,0.5
252,True,2,1.0
253,True,3,1.0
254,True,2,0.5
255,False,0,0.0
256,True,3,1.0
257,True,2,1.0
258,True,2,0.0
259,True,3,0.6666666666666666
260,True,2,1.0
261,True,2,1.0
262,True,2,0.5
263,True,2,1.0
264,True,2,0.5
265,True,2,0.0
266,True,2,1.0
267,True,2,0.5
268,True,2,1.0
269,True,2,0.5
270,True,3,0.0
271,True,2,0.5
272,True,2,1.0
273,True,2,1.0
274,True,2,1.0
275,True,2,1.0
276,True,2,0.0
277,True,2,1.0
278,True,3,0.6666666666666666
279,True,2,1.0
280,True,2,1.0
281,True,2,0.0
282,True,2,1.0
283,True,3,0.6666666666666666
284,True,2,0.0
285,True,3,1.0
286,True,3,0.6666666666666666
287,True,2,1.0
288,True,2,0.5
289,True,2,0.5
290,True,2,1.0
291,True,2,1.0
292,True,3,0.6666666666666666
293,True,2,0.0
294,True,2,1.0
295,True,2,0.5
296,True,2,1.0
297,True,2,1.0
298,True,2,1.0
299,True,2,0.5
300,True,3,0.6666666666666666
301,True,2,1.0
302,True,2,0.5
303,True,2,0.5
304,True,2,0.5
