episode_id,segment_source,segment_edge_id,edge_src,edge_dst,attempt_steps,completed,timeout,final_cluster,final_subgoal_l2,mean_selected_policy_action_mse
0,bank,1,0,20,14,0,1,0,14.669479370117188,0.06735612452030182
0,bank,2,0,21,14,0,1,0,13.445809364318848,0.09793959558010101
0,bank,0,0,1,14,0,1,0,14.171696662902832,0.03923908621072769
0,bank,1,0,20,14,0,1,1,14.797926902770996,0.06735612452030182
0,bank,5,1,3,20,0,1,2,9.508140563964844,0.037892282009124756
0,bank,12,2,4,20,0,1,23,14.504414558410645,0.03261202201247215
0,bank,126,23,4,14,0,1,22,12.221041679382324,0.3736298680305481
0,bank,121,22,3,10,0,1,2,19.691606521606445,0.047416187822818756
1,bank,5,1,3,20,0,1,2,8.894369125366211,0.037892282009124756
1,bank,12,2,4,20,0,1,3,14.9402437210083,0.0823717713356018
1,bank,18,3,4,13,1,0,4,7.027878284454346,0.09976588934659958
1,bank,32,4,26,20,0,1,6,16.44572639465332,0.2119767963886261
1,bank,47,6,26,11,1,0,26,14.181221008300781,0.022407319396734238
1,bank,154,26,66,20,0,1,26,12.076520919799805,0.21119269728660583
1,bank,152,26,46,14,0,1,25,14.634234428405762,0.035131700336933136
1,bank,142,25,46,2,0,1,25,11.252340316772461,0.2104736864566803
2,bank,5,1,3,20,0,1,1,6.470041275024414,0.037892282009124756
2,graph,0,1,3,18,1,0,3,4.604836940765381,0.037892282009124756
2,bank,18,3,4,10,1,0,4,6.183357238769531,0.09976588934659958
2,bank,32,4,26,20,0,1,5,14.220365524291992,0.2119767963886261
2,bank,40,5,26,16,0,1,5,9.573545455932617,0.027588102966547012
2,graph,12,5,26,16,0,1,7,9.441349029541016,0.04401779547333717
2,bank,54,7,27,7,1,0,27,7.622033596038818,0.05047624558210373
2,bank,163,27,47,13,0,1,9,5.387631893157959,0.023224350064992905
