dataset,phase2_run,method,seed,sampling_mode,loss_weight_mode,loss_weight_strength,loss_weight_min,loss_weight_max,model_path,training_run_dir,direct_summary_path,planner_method,mean_direct_edge_action_mse,median_direct_edge_action_mse,mean_direct_policy_support_score,median_direct_policy_support_score,direct_certified_rate,transfer_certified_rate,mean_policy_score_delta_direct_minus_transfer,spearman_transfer_vs_direct_policy_score,mean_direct_reliability,mean_transfer_reliability,final_val_action_mse,best_val_action_mse,final_bottleneck_edge_val_mse,final_low_support_edge_val_mse,final_long_horizon_edge_val_mse,path_coverage,mean_min_edge_proxy_score,mean_uncertified_edge_fraction,mean_pair_incompatible_fraction,mean_repair_edge_fraction,mean_repair_certified_fraction,mean_base_path_cost
scene-play-v0,core_plus_bottleneck_budget192_H5,uniform_transition_none,0,uniform_transition,none,0.0,1.0,1.0,results/phase4i_sampling/scene_play/core_plus_bottleneck_budget192_H5/uniform_transition_seed0/model.pt,results/phase4i_sampling/scene_play/core_plus_bottleneck_budget192_H5/uniform_transition_seed0,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/uniform_transition_none_seed0/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.015550729770771564,0.008142533780879934,0.7791656341147877,0.8497180656226224,0.886,0.794,0.4377517535490025,0.5483049313247731,0.39591051734971144,0.3200390060463293,0.0080797671107575,0.0080797671107575,0.0093345170270437,0.0108052379703781,0.0074697591769745,0.48,0.24759641781330946,0.03525207431457431,0.0,0.42290839947089953,0.975609756097561,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,uniform_transition_none,1,uniform_transition,none,0.0,1.0,1.0,results/phase4i_sampling/scene_play/core_plus_bottleneck_budget192_H5/uniform_transition_seed1/model.pt,results/phase4i_sampling/scene_play/core_plus_bottleneck_budget192_H5/uniform_transition_seed1,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/uniform_transition_none_seed1/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.015498948099457068,0.00832927362775144,0.7780231432939745,0.8465504631228686,0.888,0.794,0.4366092627281893,0.548403778072408,0.39572892154832995,0.3200390060463293,0.0080119237536564,0.0080119237536564,0.0092157147248354,0.0098207590504814,0.0110741501566167,0.48,0.24703570120834073,0.03525207431457431,0.0,0.42290839947089953,0.975609756097561,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_s03,0,uniform_transition,support,0.3,0.7,1.8,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_s03_seed0/model.pt,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_s03_seed0,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/loss_support_s03_seed0/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.015413453036820738,0.008052182695473083,0.7800284171908561,0.8512550550618505,0.888,0.794,0.43861453662507094,0.5435767057241898,0.3959538151500427,0.3200390060463293,0.0080148406559601,0.0080148406559601,0.0094876197011593,0.0099678361526021,0.0081842838550189,0.48,0.24735523380644028,0.033168740981240986,0.0,0.42290839947089953,1.0,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_s03,1,uniform_transition,support,0.3,0.7,1.8,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_s03_seed1/model.pt,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_s03_seed1,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/loss_support_s03_seed1/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.01568126500804629,0.008575746874373133,0.7738456408393455,0.8423877472371928,0.888,0.794,0.4324317602735603,0.5731433423639478,0.39554649952278814,0.3200390060463293,0.0084508288418874,0.0084508288418874,0.0089461992679808,0.0098182594897899,0.0094856150094711,0.48,0.24703151684144573,0.03525207431457431,0.0,0.42290839947089953,0.975609756097561,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_bottleneck_s03,0,uniform_transition,bottleneck,0.3,0.7,1.8,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_bottleneck_s03_seed0/model.pt,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_bottleneck_s03_seed0,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/loss_bottleneck_s03_seed0/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.01563527367840999,0.008070852461802017,0.7783645059361132,0.850937129385196,0.89,0.794,0.43695062537032797,0.521501766641789,0.3957218394942139,0.3200390060463293,0.0081147999153472,0.0081147999153472,0.0095865739830658,0.0101112183811757,0.0077467839673671,0.48,0.24762338430349065,0.033168740981240986,0.0,0.42290839947089953,1.0,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_bottleneck_s03,1,uniform_transition,bottleneck,0.3,0.7,1.8,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_bottleneck_s03_seed1/model.pt,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_bottleneck_s03_seed1,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/loss_bottleneck_s03_seed1/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.015719372685631637,0.008482373636152299,0.7737458851624847,0.8439624834580868,0.888,0.794,0.43233200459669946,0.5527614126274256,0.39527619780379636,0.3200390060463293,0.008530190680176,0.008530190680176,0.0088471349932113,0.0096602635980958,0.0092457813149499,0.48,0.24685964930619644,0.03525207431457431,0.0,0.42290839947089953,0.975609756097561,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_bottleneck_s03,0,uniform_transition,support_bottleneck,0.3,0.7,1.8,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_bottleneck_s03_seed0/model.pt,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_bottleneck_s03_seed0,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/loss_support_bottleneck_s03_seed0/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.015392937288438288,0.008034463172508468,0.7801131794969176,0.8515566933209294,0.89,0.794,0.4386992989311324,0.5448463544018003,0.39601449215229273,0.3200390060463293,0.008156097785104,0.008156097785104,0.0095241658407703,0.0099969705661141,0.0078978978931472,0.48,0.24749430659122418,0.033168740981240986,0.0,0.42290839947089953,1.0,25.832040154798204
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_bottleneck_s03,1,uniform_transition,support_bottleneck,0.3,0.7,1.8,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_bottleneck_s03_seed1/model.pt,results/phase4j_weighted/scene_play/core_plus_bottleneck_budget192_H5/loss_support_bottleneck_s03_seed1,results/phase4k/scene_play/core_plus_bottleneck_budget192_H5/loss_support_bottleneck_s03_seed1/direct_repair_policy/scene_play/core_plus_bottleneck_budget192_H5__repair_all_budget192_H5/phase4g_direct_repair_policy_summary.json,calibrated_compat_threshold,0.01523549872890449,0.008105255997470404,0.7808818150058316,0.8503518125496998,0.89,0.794,0.43946793444004645,0.5450019188643471,0.3959780428806425,0.3200390060463293,0.0081979709211736,0.0081979709211736,0.0085459083832253,0.0091359266993536,0.0091294094867487,0.48,0.2470576639282307,0.03525207431457431,0.0,0.42290839947089953,0.975609756097561,25.832040154798204
