dataset_name,method,episode_id,seed,task_id,num_steps,success,total_reward,initial_goal_l2,final_goal_l2,start_cluster,goal_cluster,planned_edges,completed_edges,replans,full_bank_fallbacks,failed_edge_attempts,edge_progress_aborts,unique_failed_edges,prior_penalized_edges,failure_reason
antmaze-large-stitch-v0,hierarchical_base_phase5n_planner_H10_B120,0,0,1,0,0.0,0.0,43.52313232421875,43.52313232421875,0,398,0,0,0,0,0,0,0,0,start_cluster_not_in_graph
antmaze-large-stitch-v0,hierarchical_base_phase5n_planner_H10_B120,1,1,1,0,0.0,0.0,44.06256103515625,44.06256103515625,1,399,0,0,0,0,0,0,0,0,goal_cluster_not_in_graph
antmaze-large-stitch-v0,hierarchical_base_phase5n_planner_H10_B120,2,2,1,0,0.0,0.0,43.54595184326172,43.54595184326172,0,398,0,0,0,0,0,0,0,0,start_cluster_not_in_graph
