dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,hierarchical_base_phase5n_planner_H10_B120,3,0.0,0.0,0.0,43.710548400878906,False,
