dataset,seed,method,path_recompute,support_column,unsupported_penalty,eval_episodes_per_task,num_tasks,success,mean_episode_length,normalized_return,path_change_rate,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_unsupported_scc_edge_fraction,mean_same_traj_support,graph_unsupported_edge_rate,graph_non_goal_unsupported_edge_rate
antmaze-giant-stitch-v0,0,original,forward_on_reversed_graph,,0.0,10,5,0.9,690.42,90.0,0.0,25.409316770186336,160.0751839666016,0.6701622778479862,0.0018093138769499,9.598381574524211,0.0,0.0
antmaze-giant-stitch-v0,0,all_edges_p0p5_forward,forward_on_reversed_graph,local_support,0.5,10,5,0.92,689.16,92.0,0.8922360248447205,26.0203933747412,165.9042717896263,0.3663993431722606,0.0017791010861435,17.368540361173856,0.7024635778152942,0.7058620256345816
antmaze-giant-stitch-v0,0,all_edges_p2_forward,forward_on_reversed_graph,local_support,2.0,10,5,0.9,679.1,90.0,0.9579710144927536,28.02463768115942,172.43867973369348,0.1692835205807341,0.001681266641024,24.183317743120213,0.7024635778152942,0.7058620256345816
antmaze-giant-stitch-v0,0,scc_only_p8_forward,forward_on_reversed_graph,scc_only_support,8.0,10,5,0.86,694.54,86.0,0.0002070393374741,25.409316770186336,160.3608494875224,0.6701622778479862,0.0018093138769499,9.598350204927623,0.0028137310073157004,0.0028273435536566977
