edge_id,src,dst,heldout_support_lcb,edge_action_mse,edge_action_mse_ucb,edge_policy_support_score,obs_goal_knn_distance,action_residual_score,low_support_flag,edge_ood_score,outgoing_mean_termination_bridge_coverage,incoming_mean_termination_bridge_coverage,outgoing_incompatible_fraction,incoming_incompatible_fraction,edge_proxy_score,certified_offline_binary,edge_bottleneck_score,num_unique_starts,num_unique_episodes,median_h,num_segments,num_episodes,train_num_segments,train_num_unique_starts,train_num_unique_terminations,train_num_episodes,heldout_num_segments,heldout_num_unique_starts,heldout_num_unique_terminations,heldout_num_episodes,heldout_support_binary,heldout_support_rate,num_policy_eval_samples,obs_goal_knn_distance_norm,edge_proxy_score_original,certified_offline_binary_original,support_reliability,policy_reliability,behavior_reliability,compatibility_reliability,diversity_reliability,calibrated_edge_reliability_score,calibrated_edge_risk_score,calibrated_edge_ood_score,calibrated_certified_binary,edge_proxy_score_calibrated_input,edge_ood_score_calibrated_input,certification_source,is_repair_edge,bank_edge_id,repair_support_proxy_lcb,repair_score,repair_reason,repair_support_rank,repair_diversity_rank,repair_endpoint_familiarity
961,245,13,0.3107501029323183,0.008573988568969,0.0305826213961093,0.84241730878781,1.1009199619293213,0.0224682299021119,0.0,0.0382590418503,0.1224171539961013,0.6759843581445523,0.2,0.1666666666666666,0.6015197556151484,True,0.554199568997198,147,44,2.0,171,44,106.0,93.0,46.0,28.0,65.0,54.0,28.0,16.0,1.0,0.3801169590643274,68.0,0.0923088956487881,0.4530394808383056,True,0.3107501029323183,0.84241730878781,0.9617409581497,0.5709763136862744,0.9677722152690864,0.601646502592637,0.39835349740736303,0.038259041850300046,True,0.601646502592637,0.038259041850300046,phase4c_base,False,,,,,,,
749,173,118,0.386577942315206,0.0121251496131576,0.0592217953100679,0.7846613996618163,1.0975185632705688,0.0624288284575535,1.0,0.3844863307809802,0.8,0.0887833265071285,0.0,0.6666666666666666,0.482247187877982,True,0.5552785381327531,7,2,3.5,20,2,8.0,2.0,5.0,1.0,12.0,5.0,3.0,1.0,1.0,0.6,21.0,0.0910301638853873,0.4404592963972421,True,0.386577942315206,0.7846613996618163,0.6155136692190197,0.5442987312457283,0.17678347934918648,0.4840238382902828,0.5159761617097172,0.38448633078098027,True,0.4840238382902828,0.38448633078098027,phase4c_base,False,,,,,,,
1491,381,449,0.3055505048271117,0.0093648733391091,0.0261298147672804,0.8291970411197815,1.4901189804077148,0.0313679188798624,0.0,0.0899978107443291,0.1145361990950226,0.6675860447396931,0.1538461538461538,0.2222222222222222,0.5894329516228237,True,0.5810507181516483,200,56,2.0,272,56,174.0,133.0,91.0,37.0,98.0,67.0,52.0,19.0,1.0,0.3602941176470588,128.0,0.2386255133531249,0.4401917575758178,True,0.3055505048271117,0.8291970411197815,0.9100021892556709,0.5634964608459301,0.9820609094701711,0.5894636362664504,0.4105363637335496,0.08999781074432911,True,0.5894636362664504,0.08999781074432911,phase4c_base,False,,,,,,,
1485,381,141,0.3420820083075996,0.0053708896011812,0.0561557415403888,0.8981503545390946,0.8552506566047668,0.0,0.0,0.0,0.2727272727272727,0.0598334652302745,0.5454545454545454,0.5555555555555556,0.5220269300693405,True,0.5810507181516483,18,12,1.0,20,12,9.0,8.0,8.0,6.0,11.0,10.0,9.0,6.0,1.0,0.55,8.0,0.0,0.4395339834805229,True,0.3420820083075996,0.8981503545390946,1.0,0.27339017183526443,0.6354818523153942,0.5230892247367441,0.47691077526325587,0.0,True,0.5230892247367441,0.0,phase4c_base,False,,,,,,,
1781,472,433,0.565508505247919,0.0058299791029033,0.066926143360181,0.8899414703607625,2.6298575401306152,0.0,1.0,0.5557007206937238,0.0,0.0146899968040907,1.0,0.5,0.2786856440450689,True,0.433337983035831,2,2,4.0,5,2,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,1.0,1.0,6.0,0.6671021620811713,0.439084770818433,True,0.565508505247919,0.8899414703607625,0.4442992793062762,0.042851483060815265,0.057259073842302874,0.2801023525352985,0.7198976474647014,0.5557007206937238,True,0.2801023525352985,0.5557007206937238,phase4c_base,False,,,,,,,
581,146,485,0.5824946619379532,0.0222013855720625,0.039500492415819,0.6414476451422926,1.6381394863128662,0.175814961920197,0.0,0.1566959124445816,0.1307287753568745,0.1600366536541475,0.5454545454545454,0.5714285714285714,0.5614088499482418,True,0.5888593846705106,90,14,4.0,242,14,86.0,35.0,26.0,6.0,156.0,55.0,52.0,8.0,1.0,0.6446280991735537,285.0,0.2942727754135479,0.4388391099745131,True,0.5824946619379532,0.6414476451422926,0.8433040875554184,0.2533672529088739,0.8464747601168128,0.5619894552533969,0.43801054474660306,0.1566959124445816,True,0.5619894552533969,0.1566959124445816,phase4c_base,False,,,,,,,
926,230,485,0.7102370691310167,0.0231915037900976,0.0743810250523635,0.6288704056878994,1.4321305751800537,0.1869565902893412,1.0,0.4679272576406066,0.0734265734265734,0.0280962167265358,0.8181818181818182,0.6875,0.4261886832860932,True,0.6230454517375743,12,4,3.0,26,4,3.0,2.0,2.0,1.0,23.0,10.0,13.0,3.0,1.0,0.8846153846153846,34.0,0.2168251826324787,0.4361155026100267,True,0.7102370691310167,0.6288704056878994,0.5320727423593934,0.11200955432639857,0.4052982895285774,0.4275194968048288,0.5724805031951712,0.4679272576406066,True,0.4275194968048288,0.4679272576406066,phase4c_base,False,,,,,,,
744,172,173,0.5532106959738432,0.0119931935187196,0.0499376645510359,0.7867349517117119,0.9169678092002868,0.0609439494416019,1.0,0.3613657781987052,0.1212121212121212,0.0259635210150674,0.7272727272727273,0.6,0.4477707033577645,True,0.5552785381327531,10,3,3.0,27,3,7.0,4.0,2.0,1.0,20.0,6.0,8.0,2.0,1.0,0.7407407407407407,32.0,0.0231533851545135,0.4358857503058992,True,0.5532106959738432,0.7867349517117119,0.6386342218012948,0.15732853238318012,0.3168544013350021,0.4492941557768687,0.5507058442231313,0.3613657781987052,True,0.4492941557768687,0.3613657781987052,phase4c_base,False,,,,,,,
1486,381,156,0.2562544989688083,0.005376179044279,0.0275514169592009,0.8980553452607731,1.0379903316497805,0.0,0.0,0.0228836487751225,0.1397321428571428,0.4874460277840326,0.1875,0.0,0.5684119916069463,True,0.5810507181516483,115,48,2.0,140,48,94.0,78.0,65.0,34.0,46.0,37.0,30.0,14.0,1.0,0.3285714285714285,42.0,0.0686509463253675,0.4323478553523605,True,0.2562544989688083,0.8980553452607731,0.9771163512248775,0.5330948401286423,0.9591155611180642,0.5685901289150357,0.4314098710849643,0.0228836487751225,True,0.5685901289150357,0.0228836487751225,phase4c_base,False,,,,,,,
1005,251,245,0.565508505247919,0.0078495768248103,0.0692447459448147,0.8547112926393403,3.929831743240357,0.0143165503423953,1.0,0.6714388501141318,0.1666666666666666,0.0,0.8333333333333334,1.0,0.323069911338272,True,0.5555110650015325,5,2,4.0,5,2,0.0,0.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,1.0,8.0,1.0,0.4321395715462232,True,0.565508505247919,0.8547112926393403,0.32856114988586815,0.08333333333333327,0.130997079682937,0.32457030593921454,0.6754296940607855,0.6714388501141318,True,0.32457030593921454,0.6714388501141318,phase4c_base,False,,,,,,,
1693,433,141,0.442289046234463,0.0090927970351997,0.0375944857205535,0.8337214370882972,3.8001651763916016,0.0283062914792228,0.0,0.3427687638264076,0.3063973063973064,0.0785750703018255,0.3636363636363636,0.7333333333333333,0.5184665396604856,True,0.5186644470041212,22,10,5.0,27,10,10.0,8.0,6.0,4.0,17.0,14.0,11.0,6.0,1.0,0.6296296296296297,43.0,1.0,0.4312524109075468,True,0.442289046234463,0.8337214370882972,0.6572312361735924,0.2948057504480336,0.6376720901126408,0.5197884428365653,0.48021155716343467,0.34276876382640764,True,0.5197884428365653,0.34276876382640764,phase4c_base,False,,,,,,,
1785,474,58,0.501406855599508,0.009394961407851,0.0390645581252927,0.8286982124712655,1.2008260488510132,0.0317064946924887,1.0,0.3871914589861589,0.1505376344086021,0.0538775510204081,0.6666666666666666,0.8571428571428571,0.4370878710958078,True,0.5662756700833872,11,3,4.0,31,3,10.0,4.0,4.0,1.0,21.0,7.0,8.0,2.0,1.0,0.6774193548387096,41.0,0.1298678822659883,0.430894578625468,True,0.501406855599508,0.8286982124712655,0.6128085410138411,0.1559972471632151,0.3335419274092616,0.43867183661960907,0.5613281633803909,0.3871914589861589,True,0.43867183661960907,0.3871914589861589,phase4c_base,False,,,,,,,
557,143,474,0.5655964393704065,0.0124712351044373,0.0494691102469783,0.7792489544388524,1.6864280700683594,0.0663232683916494,1.0,0.45958326508746,0.0645933014354067,0.1008687258687258,0.7894736842105263,0.7857142857142857,0.4204626269400036,True,0.5662756700833872,10,3,4.0,22,3,5.0,5.0,1.0,1.0,17.0,5.0,8.0,2.0,1.0,0.7727272727272727,35.0,0.3124265268707309,0.4306011383014855,True,0.5655964393704065,0.7792489544388524,0.5404167349125399,0.13256155147649779,0.3168544013350021,0.421893168959281,0.578106831040719,0.45958326508746006,True,0.421893168959281,0.45958326508746006,phase4c_base,False,,,,,,,
