step,train_action_mse,train_weighted_action_mse
1,0.21709942817687988,0.22044488787651062
1000,0.015629496425390244,0.016293663531541824
2000,0.009108438156545162,0.009339207783341408
3000,0.008164606988430023,0.008289117366075516
