dataset_name,method,episode_id,seed,task_id,num_steps,success,total_reward,initial_goal_l2,final_goal_l2,start_cluster,goal_cluster,planned_edges,completed_edges,replans,full_bank_fallbacks,failed_edge_attempts,unique_failed_edges,prior_penalized_edges,failure_reason
antmaze-large-stitch-v0,edge_memory_replay_corebot100k_H10_B120,0,0,1,120,0.0,0.0,43.1186408996582,42.098873138427734,0,378,113,3,6,6,5,5,5,max_steps_without_success
