dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
scene-play-v0,5,all,128,strict_selected,100,95,0.95,3.168421052631579,10.836434528051866,10.753980805528522,100,100.0,95.0,1.0,0.95,,,
scene-play-v0,5,all,128,virtual_query,100,100,1.0,2.59,11.689586676196871,11.707106781186548,100,,,,,1.97,2.0,0.8100000000000002
