dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
scene-play-v0,25,density,128,strict_selected,5,5,1.0,3.8,26.445018050964233,22.333908651988867,100,5.0,5.0,0.05,0.05,,,
scene-play-v0,25,density,128,virtual_query,100,96,0.96,2.0729166666666665,48.12259358538798,50.0,100,,,,,1.8,2.0,0.9016666666666667
