dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
scene-play-v0,25,bottleneck,128,strict_selected,8,8,1.0,3.875,26.982852430712178,24.785334298154705,100,8.0,8.0,0.08,0.08,,,
scene-play-v0,25,bottleneck,128,virtual_query,100,100,1.0,1.98,47.49255983775158,50.0,100,,,,,1.88,2.0,0.9706666666666668
