step,train_action_mse,train_weighted_action_mse
1,0.22150766849517822,0.22324302792549133
1000,0.0175988357514143,0.01775849051773548
2000,0.013754801824688911,0.01394553855061531
3000,0.011959622614085674,0.012125393375754356
