group_type,group_value,num_edges,mean_edge_action_mse,median_edge_action_mse,sample_weighted_edge_action_mse,mean_direct_policy_support_score,mean_planner_usage_count,dataset,phase2_run,method,seed
all_repair_edges,all_repair_edges,500,0.01564791836538096,0.01042058906120795,0.013918677123429757,0.75604370593359,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
planner_usage_group,not_planner_used,443,0.015485385681930792,0.0105512322952489,0.013837209394391481,0.7560755377475381,0.0,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
planner_usage_group,planner_used,57,0.016911110975353295,0.0097943562474783,0.014411249198776172,0.7557963113093984,1.3859649122807018,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
support_group,high_support,243,0.01313646967271124,0.0097943562474783,0.01310146639909849,0.7817201092691677,0.20164609053497942,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
support_group,low_support,257,0.018022556623430535,0.0118433949086935,0.019029296983251016,0.7317660171766043,0.11673151750972763,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
bottleneck_group,high_bottleneck,221,0.02022510102539305,0.0140557495035445,0.014446568015260404,0.702799135378364,0.15384615384615385,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
bottleneck_group,low_bottleneck,279,0.01202226471712765,0.0089432962653834,0.01346830388155401,0.7982195127174788,0.16129032258064516,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
horizon_group,long_horizon,245,0.015940675141530507,0.0114998246858557,0.014878274949673427,0.7442237192480253,0.11428571428571428,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
horizon_group,short_horizon,255,0.015366642247119627,0.0094138808440063,0.013154611660688532,0.7674001637295249,0.2,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
compatibility_group,unknown,500,0.01564791836538096,0.01042058906120795,0.013918677123429757,0.75604370593359,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
repair_reason,low_compatibility_junction,500,0.01564791836538096,0.01042058906120795,0.013918677123429757,0.75604370593359,0.158,scene-play-v0,core_plus_bottleneck_budget192_H10,planner_relevant_repair_s04,1
