dataset,phase2_run,method,seed,sampling_mode,loss_weight_mode,loss_weight_strength,loss_weight_min,loss_weight_max,training_run_dir,model_path,final_val_action_mse,best_val_action_mse,bottleneck_edge_val_mse,non_bottleneck_edge_val_mse,high_support_edge_val_mse,low_support_edge_val_mse,short_horizon_edge_val_mse,long_horizon_edge_val_mse,direct_repair_edge_mse,planner_used_repair_edge_mse,not_planner_used_repair_edge_mse,direct_repair_policy_support_score
scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,0,uniform_transition,support_bottleneck,0.3,0.7,1.8,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/augmented_loss_support_bottleneck_s03_seed0,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/augmented_loss_support_bottleneck_s03_seed0/model.pt,0.007999180757906288,0.007999180757906288,0.009233834914231836,0.008385514671272134,0.0073474039282600935,0.010320485768928255,0.008844981521001223,0.008471593819372587,0.011048450669502892,0.011612486296961171,0.01098855308074626,0.8188155026210233
scene-play-v0,core_plus_bottleneck_budget192_H5,augmented_loss_support_bottleneck_s03,1,uniform_transition,support_bottleneck,0.3,0.7,1.8,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/augmented_loss_support_bottleneck_s03_seed1,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/augmented_loss_support_bottleneck_s03_seed1/model.pt,0.008847406134009361,0.008847406134009361,0.009919985780275312,0.010164898152393223,0.008171552951106395,0.011962375380697313,0.010031578055885159,0.010127665670292638,0.011298806177335446,0.010764454152087799,0.011355551525149358,0.8150779017638101
scene-play-v0,core_plus_bottleneck_budget192_H5,planner_relevant_repair_s04,0,uniform_transition,planner_relevant,0.0,0.7,2.2,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/planner_relevant_repair_s04_seed0,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/planner_relevant_repair_s04_seed0/model.pt,0.007970333797857165,0.007970333797857165,0.009176066677959253,0.008310013319554627,0.007347104872909605,0.010185313220068088,0.008793778608061003,0.008257190437723091,0.01074487160137975,0.010698827567197242,0.010749761233328334,0.8219500662663979
scene-play-v0,core_plus_bottleneck_budget192_H5,planner_relevant_repair_s04,1,uniform_transition,planner_relevant,0.0,0.7,2.2,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/planner_relevant_repair_s04_seed1,results/phase4m_training/scene_play/core_plus_bottleneck_budget192_H5_3000/planner_relevant_repair_s04_seed1/model.pt,0.008523121825419366,0.008523121825419366,0.00956905638949842,0.009822004327565595,0.007910682675562193,0.011526896238246176,0.009696634137046634,0.009666738897098648,0.01092380047229644,0.011250374127696116,0.010889120084112403,0.8210103043823828
