stage,evidence_class,pre_stage30_results_status,env_name,seed,task_id,episode_id,eval_seed,success,return,normalized_return,steps,duration_sec,planned_path_nodes,planned_path_edges,planned_path_len,planned_edge_count,num_subgoals,subgoal_reached_count,subgoal_reach_rate,first_failed_subgoal_index,first_failed_subgoal,first_failed_edge_id,first_failed_edge,no_path,no_path_reason,cached_path_miss_count,path_update_count,timeout,terminated,stuck,divergence,initial_goal_dist_phi,final_goal_dist_phi,progress_norm,final_goal_threshold,way_steps,selected_subgoal_phi_dist_count,selected_subgoal_phi_dist_mean,selected_subgoal_phi_dist_min,selected_subgoal_phi_dist_p50,selected_subgoal_phi_dist_max
stage30_official_gas_instrumentation,OFFICIAL_GAS_EPISODE_TRACE,ARCHIVED_INTERNAL_EXPLORATION_NOT_GAS_EVIDENCE,antmaze-medium-navigate-v0,44,1,0,44,1,1.0,100.0,374,0.5963592529296875,510 316 574 69 367 285 129 71 53 169 23 320 269 2 3 33 300 323 92 524 539 922,510->316 316->574 574->69 69->367 367->285 285->129 129->71 71->53 53->169 169->23 23->320 320->269 269->2 2->3 3->33 33->300 300->323 323->92 92->524 524->539 539->922,22,21,20,1,0.045454545454545456,,,,,0,,0,41,0,1,0,0,60.68038558959961,2.736145257949829,0.9549089012641542,2,8,329,5.667217235072406,1.5862047672271729,5.924489974975586,7.993318557739258
