step,train_action_mse,train_weighted_action_mse
1,0.2137707769870758,0.21538090705871582
1000,0.025204245001077652,0.025853026658296585
2000,0.019807541742920876,0.020127560943365097
3000,0.016674114391207695,0.016877198591828346
