condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.30434782608695654,44.17837356722384,0.30434782608695654,45.139143075074585
after,0.1,207 167 146 186,0.10869565217391304,39.26975885823274,0.10869565217391304,22.34158426090394
