dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,10,core_plus_bottleneck,40,strict_selected,46,14,0.30434782608695654,4.857142857142857,44.17837356722384,46.539163784588595,500,46.0,14.0,0.092,0.028,,,
antmaze-large-stitch-v0,10,core_plus_bottleneck,40,virtual_query,500,65,0.13,5.061538461538461,47.81185401628519,49.18473047606941,500,,,,,0.252,0.0,0.05401904761904761
