method,num_paths,mean_path_edges,mean_path_cost,mean_unsupported_edge_fraction,mean_unsupported_scc_edge_fraction,mean_num_scc_edges,mean_num_unsupported_scc_edges,mean_same_traj_support
hybrid_w0p05_forward,12545,26.938062973296134,161.02756681058094,0.8513095917912009,0.0004375376310130285,0.009166998804304504,0.00876843363889996,1.3092248385981071
hybrid_w0p10_forward,12545,26.9244320446393,162.22651885139115,0.8495941188589499,0.0004375376310130285,0.009166998804304504,0.00876843363889996,1.3263603829825172
hybrid_w0p15_forward,12545,26.89732961339179,163.4242191575123,0.8483937998398192,0.0004377063897787156,0.009166998804304504,0.00876843363889996,1.3365303870745022
hybrid_w0p25_forward,12545,26.864328417696292,165.81258114408215,0.8455769210357601,0.00043811360833851586,0.009166998804304504,0.00876843363889996,1.3689716909624918
hybrid_w0p50_forward,12545,26.714388202471103,171.7418195747122,0.8335682486894752,0.00044045256883338993,0.009166998804304504,0.00876843363889996,1.4851710894126073
original,12545,26.96229573535273,159.8282295805565,0.8518797545893934,0.0004372103634285321,0.009166998804304504,0.00876843363889996,1.2872592659018822
