baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,1659,0.510548523206751,0.9230769230769231,3.75,13,12
random_same_edge_budget,2840,0.9017605633802817,1.0,1.9230769230769231,13,13
