dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,5,density,40,strict_selected,50,0,0.0,0.0,0.0,0.0,500,50.0,0.0,0.1,0.0,,,
antmaze-large-stitch-v0,5,density,40,virtual_query,500,3,0.006,1.3333333333333333,6.361306045276557,5.0,500,,,,,0.006,0.0,0.003333333333333333
