condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.0,0.0,0.0,5.273768939477351
after,0.1,207 166 252 206,0.0,0.0,0.0,4.346757997523202
