cage_contract_commit_mean,cage_contract_rank_mean,cage_safe_mode_enabled_mean,cage_trace_only_mean,churn_guard_active_on_timeout_mean,churn_guard_trigger_count_mean,contract_fallback_to_gas_when_uncertain_count_mean,contract_final_goal_reject_count_mean,contract_gate_pass_count_mean,contract_gate_reject_count_mean,contract_gate_reject_rate_mean,contract_model_loaded_mean,contract_rank_choose_cage_count_mean,contract_rank_choose_committed_count_mean,contract_rank_choose_gas_count_mean,contract_rank_extreme_reject_count_mean,contract_recovery_reject_count_mean,drift_count_mean,early_switch_count_mean,env_name,fallback_to_gas_count_mean,fallback_to_gas_step_count_mean,final_goal_on_rate_mean,final_goal_stall_count_mean,final_goal_switch_count_mean,global_replan_request_count_mean,global_replan_request_rate_per_100_steps_mean,max_consecutive_replan_burst_mean,mean_commitment_length_mean,mean_contract_candidate_coverage_mean,mean_contract_gas_score_mean,mean_contract_selected_score_mean,mean_distance_to_path_mean,mean_segment_progress_mean,no_path_rate_mean,normalized_score_mean,normalized_score_std,num_jobs,num_succeeded,path_changed_from_gas_rate_mean,path_min_reachability_mean,recovery_attempt_count_mean,recovery_success_rate_mean,recovery_suppressed_by_lockout_count_mean,replan_suppressed_by_budget_count_mean,replan_suppressed_by_cooldown_count_mean,return_mean,segment_target_reach_rate_mean,stall_count_mean,success_rate_mean,success_rate_std,target_switch_count_mean,target_switch_count_std,timeout_rate_mean,variant
1.0,0.0,1.0,0.0,0.0,0.0,260.36,0.96,221.0,260.36,0.518649479647636,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92,antmaze-giant-navigate-v0,0.0,9.24,0.48,1.08,0.52,0.0,0.0,0.0,33.549055246987635,,,,6.360011850710957,0.17378582244952395,0.0,40.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.4,0.19574520995993544,19.04,0.4,0.0,39.8,0.0,0.0,cage_contract_commit
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44,antmaze-giant-navigate-v0,0.0,0.0,0.8,11.56,1.2,5.72,0.6411088227142494,0.92,10.590871297733282,,,,5.848133268150991,0.23950989912192766,0.0,68.0,0.0,1,1,,,2.0,0.02,14.44,0.0,0.0,0.68,0.012669330131913467,10.92,0.68,0.0,80.28,0.0,0.0,cage_safe_full
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.56,antmaze-giant-navigate-v0,0.0,0.0,0.72,11.76,0.72,0.0,0.0,0.0,17.391574516410593,,,,6.45461626374563,0.21924381308204846,0.0,64.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.64,0.053460843023447294,0.0,0.64,0.0,113.16,0.0,0.0,cage_trace_only
,,,,,,,,,,,,,,,,,,,antmaze-giant-navigate-v0,,,,,,,,,,,,,,,,60.0,0.0,1,1,,,,,,,,0.6,,,0.6,0.0,,,,gas
1.0,0.0,1.0,0.0,0.0,0.0,854.92,0.0,1.2,854.92,0.998336270264478,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.76,antmaze-giant-stitch-v0,0.0,14.84,0.0,0.0,0.0,0.0,0.0,0.0,102.90532056648998,,,,6.209959108514786,0.05635599951505661,0.0,0.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.0,0.8483361582611958,51.44,0.0,0.0,12.76,0.0,0.0,cage_contract_commit
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,antmaze-giant-stitch-v0,0.0,0.0,0.8,2.52,0.8,5.68,0.6094903754549941,0.76,11.651268492684366,,,,6.272536927619314,0.2739800393059643,0.0,80.0,0.0,1,1,,,1.84,0.043478260869565216,60.04,0.0,0.0,0.8,0.009140545805370512,8.64,0.8,0.0,72.12,0.0,0.0,cage_safe_full
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.28,antmaze-giant-stitch-v0,0.0,0.0,0.84,17.72,0.84,0.0,0.0,0.0,5.409699612500788,,,,5.990951872250775,0.29246171875020943,0.0,80.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.8,0.0443591672474784,0.0,0.8,0.0,135.88,0.0,0.0,cage_trace_only
,,,,,,,,,,,,,,,,,,,antmaze-giant-stitch-v0,,,,,,,,,,,,,,,,80.0,0.0,1,1,,,,,,,,0.8,,,0.8,0.0,,,,gas
