condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,11.926564690449553,1.0,11.371524158482872
after,0.1,371 259 175 410 429 271 171 319 43 463 199 163 248,0.75,12.795905393478904,0.75,12.315470545092525
