condition,env,edge_auc_balanced,edge_auprc_balanced,supported_edge_rate,selected_supported_rate,selected_hard_neg_proxy_rate,selected_unlabeled_bridge_rate,score_supported_mean,score_hard_neg_proxy_mean,score_unlabeled_bridge_mean,supported_minus_hard_selected,supported_minus_hard_score
loaded_baseline,antmaze-large-diverse-v2,0.7830909057085128,0.7801625354687732,0.4649999999999999,0.44823465883660957,0.0948917238705243,0.44367471741203407,0.4349663257598877,0.11448307583729422,0.43065138657887775,0.35334293496608526,0.32048324992259347
loaded_baseline,antmaze-large-play-v2,0.7717480240252982,0.7563578916320646,0.46814814814814815,0.4481669500227854,0.11033279659232037,0.4453514715420967,0.43534691135088605,0.12739034493764237,0.4330066343148549,0.337834153430465,0.30795656641324365
loaded_baseline,antmaze-medium-diverse-v2,0.774849255346461,0.7593295300081052,0.4807407407407407,0.539677482390334,0.15897349522420023,0.5382295520113961,0.5214096307754517,0.17443386713663736,0.5202540556589762,0.38070398716613374,0.3469757636388143
loaded_baseline,antmaze-medium-play-v2,0.7780970391793836,0.7708006668414628,0.47129629629629627,0.5229557700685801,0.1375128430844116,0.5258421734982436,0.5010071198145548,0.15085836996634797,0.5028250515460968,0.3854429269841685,0.3501487498482069
pu_retrain,antmaze-large-diverse-v2,0.6846871648651629,0.7048712293412009,0.4394444444444444,0.4557522123893805,0.1913086913086913,0.4536679536679536,0.5042220950126648,0.3719848692417145,0.5029457807540894,0.26444352108068925,0.13223722577095032
pu_retrain,antmaze-large-play-v2,0.6600418982838132,0.6669565090519577,0.4566666666666666,0.5182481751824818,0.2594315245478036,0.5170278637770898,0.5265918970108032,0.4122618436813354,0.5266876220703125,0.2588166506346782,0.11433005332946783
pu_retrain,antmaze-medium-diverse-v2,0.7114648824354728,0.7213098317852262,0.4686111111111111,0.6324836988737403,0.3375460768825697,0.6299212598425197,0.5821966528892517,0.4034663736820221,0.5813246369361877,0.29493762199117063,0.17873027920722961
pu_retrain,antmaze-medium-play-v2,0.7180109215543654,0.727370343493797,0.4733333333333333,0.6126760563380281,0.291044776119403,0.6183022275737508,0.5840075612068176,0.3846524953842163,0.5866126418113708,0.32163128021862514,0.19935506582260132
