edge_id,src,dst,heldout_support_lcb,edge_action_mse,edge_action_mse_ucb,edge_policy_support_score,obs_goal_knn_distance,action_residual_score,low_support_flag,edge_ood_score,outgoing_mean_termination_bridge_coverage,incoming_mean_termination_bridge_coverage,outgoing_incompatible_fraction,incoming_incompatible_fraction,edge_proxy_score,certified_offline_binary,edge_bottleneck_score,num_unique_starts,num_unique_episodes,median_h,num_segments,num_episodes,train_num_segments,train_num_unique_starts,train_num_unique_terminations,train_num_episodes,heldout_num_segments,heldout_num_unique_starts,heldout_num_unique_terminations,heldout_num_episodes,heldout_support_binary,heldout_support_rate,num_policy_eval_samples,obs_goal_knn_distance_norm,edge_proxy_score_original,certified_offline_binary_original,support_reliability,policy_reliability,behavior_reliability,compatibility_reliability,diversity_reliability,calibrated_edge_reliability_score,calibrated_edge_risk_score,calibrated_edge_ood_score,calibrated_certified_binary,edge_proxy_score_calibrated_input,edge_ood_score_calibrated_input,certification_source,is_repair_edge,bank_edge_id,repair_support_proxy_lcb,repair_score,repair_reason,repair_support_rank,repair_diversity_rank,repair_endpoint_familiarity,direct_edge_policy_support_score
266,210,212,0.4582997758222724,0.0072668170452945,0.0629606271553793,0.8647313996514872,10.60009765625,0.0707784214806683,1.0,0.5113271491632755,0.1632653061224489,0.0532189974105362,0.5714285714285714,0.4285714285714285,0.4341250263831971,True,0.665031004775942,17,9,10.0,28,9,10.0,8.0,8.0,6.0,18.0,9.0,9.0,3.0,1.0,0.6428571428571429,9.0,0.4632030260091581,0.4132550456613261,True,0.4582997758222724,0.8647313996514872,0.4886728508367245,0.23263936873032964,0.274616368286445,0.43725427645764414,0.5627457235423559,0.5113271491632755,True,0.43725427645764414,0.5113271491632755,phase4c_base,False,,,,,,,,
132,67,86,0.3710794280084891,0.0159933704180993,0.0458335562876128,0.7262453247472868,9.19466781616211,0.2406460978859547,0.0,0.0812132203268365,0.2918781725888325,0.1807100297914597,0.3333333333333333,0.5,0.5282473350103489,True,1.1216278354671452,122,25,8.0,394,25,229.0,86.0,74.0,19.0,165.0,36.0,45.0,6.0,1.0,0.4187817258883248,69.0,0.0029935630945548,0.4054428668329272,True,0.3710794280084891,0.7262453247472868,0.9187867796731635,0.3712657076734288,0.5898337595907929,0.5329784027662531,0.4670215972337469,0.08121322032683653,True,0.5329784027662531,0.08121322032683653,phase4c_base,False,,,,,,,,
258,209,208,0.3496794568776001,0.0066143878033025,0.0277280452212946,0.8760888589207049,10.05887222290039,0.0580784889160627,1.0,0.4480188946166913,0.2513457556935817,0.2136914359473208,0.4285714285714285,0.3333333333333333,0.4676384787181558,True,1.2040851850136032,66,8,7.0,345,8,207.0,41.0,37.0,5.0,138.0,25.0,25.0,3.0,1.0,0.4,57.0,0.2859781949340112,0.4044002701296725,True,0.3496794568776001,0.8760888589207049,0.5519811053833087,0.3793943635940656,0.3714833759590793,0.4707687462245162,0.5292312537754837,0.4480188946166913,True,0.4707687462245162,0.4480188946166913,phase4c_base,False,,,,,,,,
513,340,361,0.4078290315736252,0.0085342821651412,0.0395870353658055,0.8430865617259987,10.075843811035156,0.0954504020021028,1.0,0.4623286537076247,0.198076923076923,0.0694646680942184,0.5,0.3333333333333333,0.4539285293938943,True,0.3811421748763997,40,11,8.0,130,11,66.0,24.0,21.0,7.0,64.0,16.0,19.0,4.0,1.0,0.4923076923076923,34.0,0.2915355591207712,0.3965788748936013,True,0.4078290315736252,0.8430865617259987,0.5376713462923752,0.2793438098322261,0.36445012787723785,0.4568912852772037,0.5431087147227963,0.46232865370762477,True,0.4568912852772037,0.46232865370762477,phase4c_base,False,,,,,,,,
155,107,106,0.2959004289790373,0.0109493884187291,0.0383561037550262,0.8033315441440662,10.103010177612305,0.1424619161753094,0.0,0.1476310434291057,0.2224546722454672,0.2564119688611984,0.0,0.1666666666666666,0.5233132138839852,True,0.8814227627528947,137,29,5.0,478,29,317.0,98.0,92.0,22.0,161.0,39.0,38.0,7.0,1.0,0.3368200836820084,56.0,0.3004312141120078,0.3924831946025908,True,0.2959004289790373,0.8033315441440662,0.8523689565708943,0.4684875066002882,0.629156010230179,0.5277929746775404,0.4722070253224596,0.1476310434291057,True,0.5277929746775404,0.1476310434291057,phase4c_base,False,,,,,,,,
232,205,226,0.3576589345942301,0.0091962111817503,0.0492689659681794,0.8319988472863652,9.961913108825684,0.1083352534655722,1.0,0.454188028549773,0.2821428571428571,0.0928295062363892,0.2,0.5,0.4429710802407317,True,0.5395771851089068,27,6,8.0,112,6,62.0,13.0,14.0,3.0,50.0,14.0,15.0,3.0,1.0,0.4464285714285714,22.0,0.2542288321837467,0.3847416615065489,True,0.3576589345942301,0.8319988472863652,0.545811971450227,0.349093136710327,0.26438618925831203,0.4449241900193758,0.5550758099806242,0.454188028549773,True,0.4449241900193758,0.454188028549773,phase4c_base,False,,,,,,,,
102,41,81,0.230719932208837,0.0039720111526548,0.1274988424244033,0.923633230293002,10.274343490600586,0.0066430180425453,1.0,0.4543925012317185,0.6,0.0,0.0,1.0,0.3506914215640033,True,0.3837797313718477,4,3,10.0,5,3,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,0.6,1.0,0.3565344856526103,0.3839386918482635,True,0.230719932208837,0.923633230293002,0.5456074987682815,0.3872983346207417,0.06777493606138107,0.3549094377057995,0.6450905622942005,0.4543925012317185,True,0.3549094377057995,0.4543925012317185,phase4c_base,False,,,,,,,,
460,304,306,0.3072180469247956,0.0034209139218243,0.0502215245340809,0.9338697742832952,10.850303649902344,0.0,1.0,0.5150444129560453,0.2954545454545454,0.0188841201716738,0.25,0.6666666666666666,0.3994882996946785,True,0.4805973720292605,13,6,9.5,22,6,11.0,8.0,6.0,4.0,11.0,5.0,5.0,2.0,1.0,0.5,6.0,0.5451332388681357,0.3829775763219242,True,0.3072180469247956,0.9338697742832952,0.4849555870439547,0.29177626463970824,0.21611253196930946,0.4017072422902651,0.5982927577097349,0.5150444129560453,True,0.4017072422902651,0.5150444129560453,phase4c_base,False,,,,,,,,
144,87,106,0.238031274793403,0.012341686946063,0.0376537459704489,0.7812705776227656,9.540983200073242,0.1695638550046472,0.0,0.0953195835870432,0.2890295358649788,0.3163944888138899,0.0,0.0,0.5147221210770183,True,0.9820359200257924,175,34,8.0,474,34,343.0,126.0,99.0,24.0,131.0,49.0,33.0,10.0,1.0,0.2763713080168776,74.0,0.1163948957564827,0.3806041273133734,True,0.238031274793403,0.7812705776227656,0.9046804164129568,0.5501927047312009,0.6918158567774936,0.5187421708741027,0.4812578291258973,0.09531958358704318,True,0.5187421708741027,0.09531958358704318,phase4c_base,False,,,,,,,,
324,222,223,0.2696009844408479,0.0130416082059868,0.0357682767868575,0.770410211240856,9.975669860839844,0.1831882486238323,0.0,0.147307247854306,0.3075575575575576,0.2505524435993627,0.3333333333333333,0.6666666666666666,0.4727872740201627,True,0.9050989791035348,129,16,7.0,666,16,464.0,93.0,82.0,12.0,202.0,36.0,33.0,4.0,1.0,0.3033033033033033,97.0,0.2587334949390857,0.3800437324788575,True,0.2696009844408479,0.770410211240856,0.852692752145694,0.3735338007319151,0.5182225063938619,0.47713027115493994,0.5228697288450601,0.14730724785430604,True,0.47713027115493994,0.14730724785430604,phase4c_base,False,,,,,,,,
251,208,207,0.2402503921127128,0.0077452136486369,0.0343615408757731,0.8564971634867307,10.216191291809082,0.0800907027374588,1.0,0.4725277301373642,0.1635135135135135,0.5540486694735296,0.25,0.2857142857142857,0.4448370423364091,True,1.3972225133438927,74,13,7.0,370,13,265.0,56.0,61.0,11.0,105.0,18.0,18.0,2.0,1.0,0.2837837837837837,42.0,0.337492487674634,0.3775527511760722,True,0.2402503921127128,0.8564971634867307,0.5274722698626357,0.512522207728504,0.44085677749360613,0.44828750469927714,0.5517124953007229,0.47252773013736427,True,0.44828750469927714,0.47252773013736427,phase4c_base,False,,,,,,,,
172,126,124,0.3349821795314731,0.0060728620155714,0.0600746058751673,0.8856289217561247,12.142468452453612,0.0475373596356199,1.0,0.6719304356902708,0.4,0.0452951489772043,0.5,0.3333333333333333,0.4029203286936551,True,0.6901232461389545,17,11,10.0,25,11,12.0,10.0,10.0,8.0,13.0,7.0,7.0,3.0,1.0,0.52,8.0,0.9682539474351928,0.37701801966812,True,0.3349821795314731,0.8856289217561247,0.3280695643097292,0.36038555990080673,0.29731457800511507,0.40627972923800404,0.593720270761996,0.6719304356902708,True,0.40627972923800404,0.6719304356902708,phase4c_base,False,,,,,,,,
328,223,204,0.355143625579132,0.0297827168211999,0.050522175139936,0.5512017764425725,9.207581520080566,0.509064124175917,0.0,0.1720954310166748,0.2695578231292517,0.596333885972271,0.1666666666666666,0.0,0.5538528263565697,True,0.7820937747631929,371,32,8.0,1372,32,850.0,252.0,224.0,24.0,522.0,119.0,123.0,8.0,1.0,0.380466472303207,266.0,0.0072221688741074,0.3767976109729093,True,0.355143625579132,0.5512017764425725,0.8279045689833252,0.629973835439376,0.7790920716112533,0.5571892972931486,0.4428107027068514,0.1720954310166748,True,0.5571892972931486,0.1720954310166748,phase4c_base,False,,,,,,,,
424,273,233,0.3006360524426366,0.0026644053480898,0.0610755332411603,0.9481068169549296,13.393413543701172,0.0,1.0,0.6666666666666666,0.1944444444444444,0.0756327074054537,0.7777777777777778,0.4,0.2804815036068421,True,1.1619791581108354,3,2,10.0,4,2,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,0.75,3.0,1.0,0.3650275145818566,True,0.3006360524426366,0.9481068169549296,0.33333333333333337,0.2356180362182996,0.023017902813299233,0.2844512211675869,0.7155487788324131,0.6666666666666666,True,0.2844512211675869,0.6666666666666666,phase4c_base,False,,,,,,,,
287,214,216,0.3074295064970908,0.005932594067417,0.0814154619405137,0.8881169170179284,11.070536613464355,0.0448069585930534,1.0,0.5540185701474489,0.2407407407407407,0.0691633885422188,0.1666666666666666,0.75,0.3978791996612372,True,0.4161509650168041,18,9,10.0,27,9,14.0,9.0,8.0,4.0,13.0,9.0,9.0,5.0,1.0,0.4814814814814814,4.0,0.6172487518492935,0.3649954336177659,True,0.3074295064970908,0.8881169170179284,0.44598142985255107,0.28971083574396767,0.27845268542199486,0.4006352303704862,0.5993647696295138,0.5540185701474489,True,0.4006352303704862,0.5540185701474489,phase4c_base,False,,,,,,,,
72,27,26,0.254574060278072,0.013426730397623,0.0350810659902744,0.7644989646081988,10.158095359802246,0.1906848866469518,0.0,0.1697179336535905,0.1766093229744728,0.3296254279278729,0.125,0.0,0.4998868025171347,True,1.2483050882681392,190,29,6.0,901,29,646.0,132.0,122.0,21.0,255.0,58.0,47.0,8.0,1.0,0.2830188679245283,110.0,0.3184689143138199,0.364830995218564,True,0.254574060278072,0.7644989646081988,0.8302820663464094,0.4871319528479676,0.6697570332480818,0.503948095652394,0.49605190434760604,0.16971793365359056,True,0.503948095652394,0.16971793365359056,phase4c_base,False,,,,,,,,
