step,train_action_mse,train_weighted_action_mse
1,0.22150766849517822,0.22295860946178436
1000,0.017417827621102333,0.017578890547156334
2000,0.013650596141815186,0.013758654706180096
3000,0.011674081906676292,0.011848479509353638
