dataset,phase2_run,method,baseline_method,num_seeds,sampling_mode,loss_weight_mode,loss_weight_strength,final_val_action_mse,final_val_action_mse_baseline,final_val_action_mse_delta_vs_baseline,final_val_action_mse_ratio_vs_baseline,rare_edge_mean_mse,rare_edge_mean_mse_baseline,rare_edge_mean_mse_delta_vs_baseline,rare_edge_mean_mse_ratio_vs_baseline,bottleneck_edge_val_mse,bottleneck_edge_val_mse_baseline,bottleneck_edge_val_mse_delta_vs_baseline,bottleneck_edge_val_mse_ratio_vs_baseline,low_support_edge_val_mse,low_support_edge_val_mse_baseline,low_support_edge_val_mse_delta_vs_baseline,low_support_edge_val_mse_ratio_vs_baseline,long_horizon_edge_val_mse,long_horizon_edge_val_mse_baseline,long_horizon_edge_val_mse_delta_vs_baseline,long_horizon_edge_val_mse_ratio_vs_baseline,selection_rule
scene-play-v0,core_plus_bottleneck_budget192_H5,loss_support_bottleneck_s03,uniform_transition_none,2,uniform_transition,support_bottleneck,0.3,0.008177034353138879,0.00804584543220695,0.00013118892093192877,1.0163051753898713,0.009038379811559905,0.009620023017721635,-0.0005816432061617298,0.9395382729240617,0.009035037111997848,0.00927511587593955,-0.00024007876394170277,0.9741158205295863,0.009566448632733909,0.01031299851042975,-0.0007465498776958422,0.9276107839111156,0.008513653689947958,0.0092719546667956,-0.0007583009768476427,0.9182156293792889,lowest rare_edge_mean_mse with final_val_action_mse <= 1.050x baseline when available
