dataset,phase2_run,phase2_run_dir,sampling_mode,seed,final_val_action_mse,best_val_action_mse,bottleneck_edge_val_mse,non_bottleneck_edge_val_mse,high_support_edge_val_mse,low_support_edge_val_mse,short_horizon_edge_val_mse,long_horizon_edge_val_mse,method,loss_weight_mode,loss_weight_strength,loss_weight_min,loss_weight_max,source
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,0,0.0080797671107575,0.0080797671107575,0.0093345170270437,0.009013480459564,0.0076143886588932,0.0108052379703781,0.0093390761514736,0.0074697591769745,uniform_transition_none,none,0.0,1.0,1.0,baseline_reference
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,1,0.0080119237536564,0.0080119237536564,0.0092157147248354,0.0088130837024086,0.0082232050592586,0.0098207590504814,0.0087865916081768,0.0110741501566167,uniform_transition_none,none,0.0,1.0,1.0,baseline_reference
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,0,0.008014840655960143,0.008014840655960143,0.009487619701159359,0.007696844997132011,0.007249543990255681,0.009967836152602117,0.008645160765996536,0.008184283855018933,loss_support_s03,support,0.3,0.7,1.8,trained
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,1,0.008450828841887414,0.008450828841887414,0.008946199267980832,0.009389951138738452,0.008530847269537399,0.009818259489789968,0.009133782025961639,0.009485615009471184,loss_support_s03,support,0.3,0.7,1.8,trained
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,0,0.008114799915347248,0.008114799915347248,0.009586573983065878,0.007844406938021983,0.007352250209994743,0.010111218381175758,0.008824318911818438,0.00774678396736718,loss_bottleneck_s03,bottleneck,0.3,0.7,1.8,trained
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,1,0.00853019068017602,0.00853019068017602,0.008847134993211332,0.009562039555620865,0.008756983222557045,0.009660263598095825,0.00919922124886775,0.00924578131494997,loss_bottleneck_s03,bottleneck,0.3,0.7,1.8,trained
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,0,0.008156097785104066,0.008156097785104066,0.009524165840770307,0.007828761816751049,0.007387266757317878,0.009996970566114195,0.00876591317072026,0.007897897893147215,loss_support_bottleneck_s03,support_bottleneck,0.3,0.7,1.8,trained
scene-play-v0,core_plus_bottleneck_budget192_H5,results/phase2/scene_play/core_plus_bottleneck_budget192_H5,uniform_transition,1,0.008197970921173692,0.008197970921173692,0.008545908383225389,0.009085777365776695,0.008501335233091482,0.009135926699353621,0.008781836923552147,0.0091294094867487,loss_support_bottleneck_s03,support_bottleneck,0.3,0.7,1.8,trained
