condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,21.68910254953006,1.0,19.813764728669305
after,0.1,371 259 175 163 22 171 429,1.0,23.131273470305008,1.0,22.892254693834342
