cage_contract_commit_mean,cage_contract_rank_mean,cage_safe_mode_enabled_mean,cage_trace_only_mean,churn_guard_active_on_timeout_mean,churn_guard_trigger_count_mean,contract_fallback_to_gas_when_uncertain_count_mean,contract_final_goal_reject_count_mean,contract_gate_pass_count_mean,contract_gate_reject_count_mean,contract_gate_reject_rate_mean,contract_model_loaded_mean,contract_rank_choose_cage_count_mean,contract_rank_choose_committed_count_mean,contract_rank_choose_gas_count_mean,contract_rank_extreme_reject_count_mean,contract_recovery_reject_count_mean,drift_count_mean,early_switch_count_mean,env_name,fallback_to_gas_count_mean,fallback_to_gas_step_count_mean,final_goal_on_rate_mean,final_goal_stall_count_mean,final_goal_switch_count_mean,global_replan_request_count_mean,global_replan_request_rate_per_100_steps_mean,max_consecutive_replan_burst_mean,mean_commitment_length_mean,mean_contract_candidate_coverage_mean,mean_contract_gas_score_mean,mean_contract_selected_score_mean,mean_distance_to_path_mean,mean_segment_progress_mean,no_path_rate_mean,normalized_score_mean,normalized_score_std,num_jobs,num_succeeded,path_changed_from_gas_rate_mean,path_min_reachability_mean,recovery_attempt_count_mean,recovery_success_rate_mean,recovery_suppressed_by_lockout_count_mean,replan_suppressed_by_budget_count_mean,replan_suppressed_by_cooldown_count_mean,return_mean,segment_target_reach_rate_mean,stall_count_mean,success_rate_mean,success_rate_std,target_switch_count_mean,target_switch_count_std,timeout_rate_mean,variant
1.0,0.0,1.0,0.0,0.0,0.0,556.0,0.0,64.0,556.0,0.896774193548387,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,antmaze-giant-navigate-v0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,28.571428571428573,,,,6.0182254513502125,0.12872813975811004,0.0,0.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.0,0.45714285714285713,42.0,0.0,0.0,34.0,0.0,0.0,cage_contract_commit
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,66.0,270.0,133.0,0.0,0.0,0.0,11.0,antmaze-giant-navigate-v0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.867924528301888,1.0,0.371515410248913,0.5135137606412211,5.957035431742669,0.17155908930301667,0.0,0.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.0,0.4716981132075472,27.0,0.0,0.0,52.0,0.0,0.0,cage_contract_rank
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,antmaze-giant-navigate-v0,0.0,0.0,1.0,21.0,1.0,5.0,0.5,1.0,10.869565217391305,,,,5.689278283522497,0.23083930563926697,0.0,0.0,0.0,1,1,,,2.0,0.0,10.0,0.0,0.0,0.0,0.010869565217391304,12.0,0.0,0.0,91.0,0.0,0.0,cage_safe_full
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,antmaze-giant-navigate-v0,0.0,0.0,1.0,76.0,1.0,0.0,0.0,0.0,7.092198581560283,,,,5.447172362446785,0.21774762558937072,0.0,0.0,0.0,1,1,,,0.0,,0.0,0.0,0.0,0.0,0.07801418439716312,0.0,0.0,0.0,140.0,0.0,0.0,cage_trace_only
,,,,,,,,,,,,,,,,,,,antmaze-giant-navigate-v0,,,,,,,,,,,,,,,,0.0,0.0,1,1,,,,,,,,0.0,,,0.0,0.0,,,,gas
