committed_lockout_count_mean,committed_lockout_step_count_mean,committed_stale_count_mean,committed_usage_rate_mean,env_name,final_goal_on_rate_mean,final_phase_override_count_mean,final_phase_preserved_count_mean,global_replan_request_count_mean,intervention_count_mean,intervention_rate_mean,local_safe_loop_count,mean_intervention_gain_mean,mean_segment_progress_mean,num_jobs,segment_target_reach_rate_mean,shadow_mean_override_margin_mean,shadow_override_final_phase_rate_mean,shadow_override_on_success_rate_mean,shadow_override_rate_mean,source_cage_rate_mean,source_committed_rate_mean,source_gas_rate_mean,stall_count_mean,success_rate_mean,variant
9.0,171.0,2.0,,antmaze-giant-navigate-v0,0.0,0.0,0.0,0.0,3.0,0.003,0,-0.3706948526335833,0.17033303475379943,1,0.05263157894736842,,0.0,,0.0,,,1.0,25.0,0.0,cage_contract_intervene
0.0,0.0,0.0,0.3977272727272727,antmaze-giant-navigate-v0,0.0,0.0,0.0,0.0,0.0,0.0,0,,0.17155908930301667,1,0.4716981132075472,,0.0,,0.0,0.2159090909090909,0.3977272727272727,0.29545454545454547,27.0,0.0,cage_contract_rank
0.0,0.0,0.0,,antmaze-giant-navigate-v0,1.0,0.0,0.0,5.0,0.0,0.0,0,,0.22797182822227477,1,0.010869565217391304,,0.0,,0.0,,,,12.0,0.0,cage_safe_full
0.0,0.0,0.0,,antmaze-giant-navigate-v0,1.0,0.0,0.0,0.0,0.0,0.0,0,,0.22029804968833924,1,0.07801418439716312,,0.0,,0.0,,,,0.0,0.0,cage_trace_only
,,,,antmaze-giant-navigate-v0,,,,,,,0,,,1,,,,,,,,,,0.0,gas
