step,train_action_mse,train_weighted_action_mse
1,0.5661098957061768,0.5666963458061218
1000,0.13373088836669922,0.13270393013954163
2000,0.10543451458215714,0.10447612404823303
3000,0.09075126051902771,0.09016997367143631
