condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.923728813559322,73.79811959703943,0.923728813559322,90.71231876471525
after,0.1,332 207 206 146 86 232 231 126,0.788135593220339,76.60821167900271,0.788135593220339,98.30057204623782
