baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,605,0.5239669421487604,0.42857142857142855,4.666666666666667,7,3
random_same_edge_budget,1052,0.9315589353612167,1.0,2.7142857142857144,7,7
