condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,0.7142857142857143,12.92071073813916,0.7142857142857143,11.567658787988883
after,0.1,371 259 175 410 429 271 171 319 43 463 199 163 248,0.7142857142857143,13.223930074146953,0.7142857142857143,12.418032931396263
