baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,185,0.5567567567567567,0.0,0.0,1,0
random_same_edge_budget,298,0.9060402684563759,1.0,1.0,1,1
