env,seed,variant,fallback_mode,task_id,episode_id,success,primary_failure_type,first_failure_step,first_failed_subgoal_idx,subgoal_reach_rate,edge_fail_position,initial_goal_dist_phi,best_goal_dist_phi,final_goal_dist_phi,mean_plan_edges,last_plan_edges,replans,local_drift_score,progress_stall_count,oscillation_score
antmaze-medium-navigate-v0,0,gas_shortest,none,3,32,1,SUCCESS,15,,0.6565656565656566,,22.089200973510746,2.4091598987579346,2.96004319190979,2.0847457627118646,1.0,59.0,1.0538178878548117,23,0.991048164890077
antmaze-medium-navigate-v0,0,gas_shortest,none,4,33,1,SUCCESS,29,,0.639344262295082,,51.45210647583008,2.5521464347839355,2.5521464347839355,3.392857142857143,1.0,28.0,1.7275346003828111,15,0.9449460464126885
antmaze-medium-navigate-v0,0,gas_shortest,none,5,34,1,SUCCESS,15,,0.891156462585034,,47.451263427734375,2.5012576580047607,5.996799945831299,1.2704918032786885,1.0,122.0,2.302579750355024,26,0.9924800530505076
antmaze-medium-navigate-v0,0,gas_shortest,none,1,35,1,SUCCESS,18,,0.6931818181818182,,57.791622161865234,0.985634982585907,0.985634982585907,2.4791666666666665,1.0,48.0,2.0445354188415124,16,0.9697645508269034
antmaze-medium-navigate-v0,0,gas_shortest,none,2,36,1,SUCCESS,15,,0.8881578947368421,,57.16350936889648,0.7095801830291748,6.336267471313477,1.4390243902439024,1.0,123.0,4.477319863276613,33,0.9946553595577828
antmaze-medium-navigate-v0,0,gas_shortest,none,3,37,1,SUCCESS,15,,0.5901639344262295,,24.986778259277344,1.835961103439331,1.9165871143341064,3.074074074074074,1.0,27.0,1.278510454505666,16,0.9876564697218726
antmaze-medium-navigate-v0,0,gas_shortest,none,4,38,1,F4_LOCAL_EXECUTION_DRIFT,29,,0.6629213483146067,,50.0196647644043,1.0909641981124878,1.0909641981124878,2.4081632653061225,1.0,49.0,1.6180719266459107,19,0.9539659861175201
antmaze-medium-navigate-v0,0,gas_shortest,none,5,39,1,SUCCESS,23,,0.9288888888888888,,49.30146789550781,1.8506993055343628,4.448967456817627,1.1691542288557213,1.0,201.0,6.146331343950467,49,0.9759135041953874
antmaze-medium-navigate-v0,0,gas_shortest,none,1,40,1,SUCCESS,21,,0.7023809523809523,,58.32991409301758,1.5450952053070068,2.835244417190552,2.4347826086956523,1.0,46.0,7.521326715961422,19,0.9741085751296324
antmaze-medium-navigate-v0,0,gas_shortest,none,2,41,1,SUCCESS,15,,0.7419354838709677,,57.084869384765625,1.9895446300506592,2.2515885829925537,2.363636363636364,1.0,33.0,8.93489071926082,15,0.9875635776466402
antmaze-medium-navigate-v0,0,gas_shortest,none,3,42,0,F4_LOCAL_EXECUTION_DRIFT,15,8,0.0542635658914728,,22.088851928710938,18.70650863647461,25.549753189086918,5.195121951219512,5.0,41.0,0.8109626389260873,852,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,4,43,1,SUCCESS,27,,0.65,,51.21812438964844,4.582910537719727,4.582910537719727,3.25,1.0,28.0,1.0822744507731794,14,0.9523413440139046
antmaze-medium-navigate-v0,0,gas_shortest,none,5,44,1,SUCCESS,17,,0.8208955223880597,,50.010379791259766,1.2422101497650146,1.5236281156539917,1.7045454545454546,1.0,44.0,2.782923867330521,12,0.9568794190842448
antmaze-medium-navigate-v0,0,gas_shortest,none,1,45,1,SUCCESS,15,,0.5822784810126582,,57.28046417236328,1.8285106420516968,2.2707176208496094,3.4166666666666665,1.0,36.0,1.2584109933827516,24,0.9794103502166601
antmaze-medium-navigate-v0,0,gas_shortest,none,2,46,1,SUCCESS,15,,0.6984126984126984,,55.991641998291016,2.532593011856079,3.798539876937866,2.75,1.0,32.0,2.6720986735744785,13,0.9987200342866989
antmaze-medium-navigate-v0,0,gas_shortest,none,3,47,1,SUCCESS,15,,0.4912280701754385,,21.63402557373047,1.4382100105285645,1.4382100105285645,3.6666666666666665,1.0,21.0,1.3656429887864774,25,0.9704564520418172
antmaze-medium-navigate-v0,0,gas_shortest,none,4,48,1,SUCCESS,32,,0.6451612903225806,,50.43089294433594,3.150124311447144,3.491032123565674,2.967741935483871,1.0,31.0,0.9366484288845413,16,0.937409070597896
antmaze-medium-navigate-v0,0,gas_shortest,none,5,49,1,SUCCESS,15,,0.8529411764705882,,47.47443389892578,2.355170726776123,3.4401164054870605,1.3924050632911391,1.0,79.0,2.088978802817959,11,0.9751329944916817
antmaze-medium-navigate-v0,0,gas_shortest,none,1,50,1,SUCCESS,15,,0.7403846153846154,,57.90116882324219,2.2893080711364746,2.63808822631836,2.1515151515151514,1.0,66.0,2.27536682108138,30,0.977225987208994
antmaze-medium-navigate-v0,0,gas_shortest,none,2,51,1,SUCCESS,15,,0.6458333333333334,,55.77318572998047,3.119187593460083,4.083250045776367,3.5789473684210527,1.0,19.0,1.5784914237667225,13,0.9908332453180418
antmaze-medium-navigate-v0,0,gas_shortest,none,3,52,0,F4_LOCAL_EXECUTION_DRIFT,15,11,0.0757575757575757,,23.08620834350586,22.610897064208984,31.451526641845703,7.853658536585366,8.0,41.0,1.496990180145985,828,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,4,53,1,SUCCESS,19,,0.5398230088495575,,53.069313049316406,1.4258465766906738,2.249516010284424,4.529411764705882,1.0,51.0,1.7198013883059569,35,0.9777423710559096
antmaze-medium-navigate-v0,0,gas_shortest,none,5,54,1,SUCCESS,15,,0.7307692307692307,,49.38376235961914,4.813609600067139,4.813609600067139,2.1785714285714284,1.0,28.0,2.5744755682406444,9,0.9782276293006333
antmaze-medium-navigate-v0,0,gas_shortest,none,1,55,1,SUCCESS,15,,0.7647058823529411,,56.16658020019531,2.264368057250977,3.8681154251098633,2.0,1.0,52.0,2.669295446525273,22,0.9809743795672858
antmaze-medium-navigate-v0,0,gas_shortest,none,2,56,1,SUCCESS,15,,0.6949152542372882,,56.75248718261719,1.4755256175994873,4.105335712432861,2.607142857142857,1.0,28.0,5.5783137882831095,24,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,3,57,1,SUCCESS,25,,0.4838709677419355,,19.94383430480957,2.4744203090667725,2.493706464767456,3.333333333333333,1.0,27.0,2.0918003277791994,27,0.9611818523184392
antmaze-medium-navigate-v0,0,gas_shortest,none,4,58,1,SUCCESS,27,,0.609375,,51.60794448852539,1.1041820049285889,1.2277441024780271,3.034482758620689,1.0,29.0,2.19638933293134,18,0.945517026573916
antmaze-medium-navigate-v0,0,gas_shortest,none,5,59,1,SUCCESS,20,,0.9615384615384616,,50.32917404174805,1.7308567762374878,4.754702091217041,1.093103448275862,1.0,290.0,2.367948651646778,64,0.9834555522774853
antmaze-medium-navigate-v0,0,gas_shortest,none,1,60,1,SUCCESS,15,,0.7121212121212122,,58.44679641723633,1.6800732612609863,2.291720151901245,2.735294117647059,1.0,34.0,1.8212172971083664,17,0.972310201841563
antmaze-medium-navigate-v0,0,gas_shortest,none,2,61,0,SUCCESS,15,6,0.0390625,,56.60646057128906,51.16719818115234,56.2373161315918,13.975609756097562,14.0,41.0,1.3689381267868885,885,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,3,62,1,F4_LOCAL_EXECUTION_DRIFT,15,,0.5531914893617021,,18.14742088317871,1.398824691772461,1.4096542596817017,2.6818181818181817,1.0,22.0,0.909579807471948,11,0.9445515651552426
antmaze-medium-navigate-v0,0,gas_shortest,none,4,63,0,F4_LOCAL_EXECUTION_DRIFT,20,24,0.1666666666666666,,53.35789489746094,16.70369529724121,25.08735656738281,6.17948717948718,5.0,39.0,1.6864281372731067,574,0.9894929255156576
antmaze-medium-navigate-v0,0,gas_shortest,none,5,64,1,SUCCESS,17,,0.7391304347826086,,49.08168411254883,1.8246407508850095,2.470703601837158,2.347826086956522,1.0,23.0,3.2567034989966364,9,0.9554388013604549
antmaze-medium-navigate-v0,0,gas_shortest,none,1,65,1,SUCCESS,15,,0.6578947368421053,,58.32379150390625,1.9423898458480835,1.9423898458480835,2.72972972972973,1.0,37.0,1.8097657701380645,16,0.976017904744849
antmaze-medium-navigate-v0,0,gas_shortest,none,2,66,1,SUCCESS,15,,0.7285714285714285,,57.15481185913086,3.991432905197144,4.555799007415772,2.45,1.0,40.0,3.729014705389101,12,0.997336947637747
antmaze-medium-navigate-v0,0,gas_shortest,none,3,67,0,F4_LOCAL_EXECUTION_DRIFT,16,7,0.0465116279069767,,23.853952407836918,23.33964157104492,32.28538131713867,8.878048780487806,9.0,41.0,0.8608338710323435,875,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,4,68,1,F4_LOCAL_EXECUTION_DRIFT,19,,0.4615384615384615,,50.59206771850586,4.92076587677002,4.92076587677002,6.761904761904762,1.0,21.0,1.2803587840999044,20,0.9718436777057112
antmaze-medium-navigate-v0,0,gas_shortest,none,5,69,1,SUCCESS,16,,0.7045454545454546,,48.82027053833008,1.3910411596298218,1.3910411596298218,2.5,1.0,22.0,4.0767102973805045,10,0.9500907380807088
antmaze-medium-navigate-v0,0,gas_shortest,none,1,70,1,SUCCESS,15,,0.864516129032258,,57.215476989746094,0.9170191287994384,3.0514886379241943,1.4666666666666666,1.0,120.0,3.0538791349616004,46,0.9824607483044198
antmaze-medium-navigate-v0,0,gas_shortest,none,2,71,1,SUCCESS,15,,0.5849056603773585,,57.44379425048828,6.120901107788086,6.8319993019104,4.578947368421052,1.0,19.0,2.8933513847223757,17,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,3,72,1,SUCCESS,15,,0.5666666666666667,,21.240478515625,1.992178201675415,1.992178201675415,2.4827586206896552,1.0,29.0,5.285763910906852,23,0.9623027370938622
antmaze-medium-navigate-v0,0,gas_shortest,none,4,73,1,SUCCESS,17,,0.6375,,52.04169845581055,1.471534252166748,1.5669455528259275,3.25,1.0,40.0,4.67101615791091,21,0.9620910478852256
antmaze-medium-navigate-v0,0,gas_shortest,none,5,74,1,SUCCESS,15,,0.6666666666666666,,47.966556549072266,6.625576496124268,6.925629615783691,2.857142857142857,1.0,14.0,1.7607983298167045,11,0.9916446480874016
antmaze-medium-navigate-v0,0,gas_shortest,none,1,75,1,SUCCESS,15,,0.7555555555555555,,58.68434524536133,1.3880881071090698,1.983798861503601,2.010752688172043,1.0,93.0,4.218384481152534,36,0.976073864971676
antmaze-medium-navigate-v0,0,gas_shortest,none,2,76,1,SUCCESS,15,,0.6557377049180327,,57.28849029541016,4.859793186187744,4.9209489822387695,3.064516129032258,1.0,31.0,1.0225835077010117,12,0.9879623779298714
antmaze-medium-navigate-v0,0,gas_shortest,none,3,77,1,SUCCESS,15,,0.5853658536585366,,24.804075241088867,1.4125322103500366,1.6899067163467407,2.5294117647058822,1.0,17.0,1.2331300491393702,11,0.9847179315102594
antmaze-medium-navigate-v0,0,gas_shortest,none,4,78,1,SUCCESS,24,,0.5316455696202531,,49.460880279541016,1.335709571838379,2.34816837310791,3.911764705882353,1.0,34.0,1.4743472402322046,35,0.9589020050608057
antmaze-medium-navigate-v0,0,gas_shortest,none,5,79,1,SUCCESS,15,,0.6666666666666666,,49.32383728027344,2.4136030673980717,2.420477867126465,2.391304347826087,1.0,23.0,3.604021173598151,12,0.9722397078090542
antmaze-medium-navigate-v0,0,gas_shortest,none,1,80,1,SUCCESS,15,,0.75,,57.46260833740234,1.4575645923614502,2.1446149349212646,2.903225806451613,1.0,31.0,5.230439857295669,14,0.9713332723151202
antmaze-medium-navigate-v0,0,gas_shortest,none,2,81,1,SUCCESS,15,,0.673469387755102,,56.968238830566406,3.789243221282959,3.898313283920288,3.095238095238096,1.0,21.0,5.950883017559009,11,0.9888525235503588
antmaze-medium-navigate-v0,0,gas_shortest,none,3,82,1,SUCCESS,16,,0.5760869565217391,,20.920827865600582,1.853859543800354,1.853859543800354,2.9318181818181817,1.0,44.0,0.9800531280965517,22,0.9769502712629344
antmaze-medium-navigate-v0,0,gas_shortest,none,4,83,1,F4_LOCAL_EXECUTION_DRIFT,27,,0.4172185430463576,,50.60937881469727,1.0109882354736328,1.5575686693191528,6.103448275862069,1.0,58.0,1.495680408533641,78,0.9796518507217312
antmaze-medium-navigate-v0,0,gas_shortest,none,5,84,1,SUCCESS,15,,0.7647058823529411,,48.19205474853516,2.853789567947388,3.1928956508636475,1.8666666666666667,1.0,30.0,1.2158242511675763,11,0.964296889591984
antmaze-medium-navigate-v0,0,gas_shortest,none,1,85,1,SUCCESS,17,,0.6666666666666666,,57.3476448059082,2.095881462097168,2.820996046066284,2.8461538461538463,1.0,39.0,1.3876768050291208,20,0.9727664145691772
antmaze-medium-navigate-v0,0,gas_shortest,none,2,86,1,SUCCESS,15,,0.6666666666666666,,56.29378128051758,5.712381362915039,6.679698944091797,3.5294117647058822,1.0,17.0,2.3051182166363904,9,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,3,87,1,SUCCESS,15,,0.6904761904761905,,24.03284454345703,1.6133530139923096,2.6335012912750244,2.0476190476190474,1.0,21.0,3.1654803801183533,11,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,4,88,1,SUCCESS,22,,0.6865671641791045,,52.23772811889648,0.9053601622581482,1.0558066368103027,2.8285714285714287,1.0,35.0,2.4538460512971425,13,0.9549461314086783
antmaze-medium-navigate-v0,0,gas_shortest,none,5,89,1,SUCCESS,15,,0.7446808510638298,,50.60686874389648,2.3199622631073,2.508993864059448,2.1538461538461537,1.0,26.0,2.017872787416882,10,0.9566229885494024
antmaze-medium-navigate-v0,0,gas_shortest,none,1,90,1,SUCCESS,18,,0.7307692307692307,,58.27799606323242,1.1195496320724487,2.6423745155334477,2.2444444444444445,1.0,45.0,6.8387321584731415,25,0.9678043363447004
antmaze-medium-navigate-v0,0,gas_shortest,none,2,91,1,SUCCESS,15,,0.6557377049180327,,57.07633972167969,2.6040430068969727,3.484659433364868,3.111111111111111,1.0,27.0,1.9960067988028938,13,0.9900920988298104
antmaze-medium-navigate-v0,0,gas_shortest,none,3,92,1,SUCCESS,15,,0.631578947368421,,24.555644989013672,1.893455147743225,1.9836426973342896,2.7058823529411766,1.0,17.0,1.2075864544559831,9,0.9894590645439632
antmaze-medium-navigate-v0,0,gas_shortest,none,4,93,1,SUCCESS,19,,0.7068965517241379,,52.743499755859375,2.976431131362915,3.6621291637420654,2.8,1.0,30.0,1.8435349987663083,14,0.9561215676760733
antmaze-medium-navigate-v0,0,gas_shortest,none,5,94,1,SUCCESS,20,,0.675,,49.94003677368164,1.6975561380386353,2.0575170516967773,2.9411764705882355,1.0,17.0,2.61807759243429,12,0.9429099248652254
antmaze-medium-navigate-v0,0,gas_shortest,none,1,95,1,SUCCESS,15,,0.75,,58.65592193603516,1.496487021446228,4.7580742835998535,2.282051282051282,1.0,39.0,2.2040115716765185,17,0.9822958927920188
antmaze-medium-navigate-v0,0,gas_shortest,none,2,96,1,SUCCESS,15,,0.6470588235294118,,57.3251953125,4.787980079650879,6.163729667663574,3.347826086956522,1.0,23.0,1.3940601271592183,15,0.9923581717641472
antmaze-medium-navigate-v0,0,gas_shortest,none,3,97,0,SUCCESS,15,7,0.0465116279069767,,24.532400131225582,21.422481536865234,31.35646629333496,8.926829268292684,9.0,41.0,2.8040972101130865,887,1.0
antmaze-medium-navigate-v0,0,gas_shortest,none,4,98,0,F4_LOCAL_EXECUTION_DRIFT,24,27,0.1857142857142857,,53.23671340942383,14.758143424987791,20.043439865112305,6.184210526315789,4.0,38.0,2.6025429139838425,547,0.9922086314776708
antmaze-medium-navigate-v0,0,gas_shortest,none,5,99,1,SUCCESS,15,,0.8972602739726028,,50.58102416992188,2.0097780227661133,2.8703830242156982,1.2682926829268293,1.0,123.0,2.7266630818217394,31,0.9750514384837908
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,1,0,1,,15,,0.6710526315789473,,57.22152328491211,3.3120505809783936,3.729327440261841,2.918918918918919,1.0,37.0,2.9297223351449615,19,0.9836913767998224
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,2,1,1,,15,,0.6086956521739131,,57.32627868652344,4.51060962677002,4.520455837249756,5.833333333333333,1.0,12.0,4.971624657829488,18,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,3,2,1,,15,,0.6470588235294118,,20.635311126708984,2.126716375350952,2.126716375350952,2.3461538461538463,1.0,26.0,5.283210609340631,9,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,4,3,1,,15,,0.7934782608695652,,52.66574478149414,2.124927043914795,2.390475988388061,2.1186440677966103,1.0,59.0,5.211800853402873,20,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,5,4,1,,18,,0.6595744680851063,,49.530738830566406,3.492035150527954,3.492035150527954,2.7142857142857144,1.0,21.0,3.158210329115976,11,0.9688304426644548
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,1,5,1,,15,,0.7464788732394366,,56.54133224487305,0.5374992489814758,3.100120306015014,2.41025641025641,1.0,39.0,3.220612789681628,21,0.9774918314866146
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,2,6,1,,15,,0.8207547169811321,,56.745567321777344,2.0248942375183105,4.056412220001221,1.7837837837837838,1.0,74.0,3.427164113709763,21,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,3,7,1,,15,,0.5604395604395604,,19.915189743041992,2.3364007472991943,2.949306011199951,3.1219512195121952,1.0,41.0,4.3870997382530685,35,0.9816044901702592
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,4,8,0,,15,7,0.0461538461538461,,51.84821319580078,51.78643798828125,55.52148818969727,14.047619047619047,14.0,42.0,1.185604985146908,882,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,5,9,1,,15,,0.8082191780821918,,48.66310119628906,1.7611749172210691,3.493056535720825,1.7291666666666667,1.0,48.0,1.7139556007063046,13,0.9730697208863732
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,1,10,1,,15,,0.7027027027027027,,58.79264068603516,2.3046576976776123,2.447249412536621,3.0,1.0,38.0,4.588838829562002,19,0.9754642983710141
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,2,11,1,,15,,0.6521739130434783,,56.20146179199219,2.173187255859375,2.173187255859375,3.647058823529412,1.0,17.0,2.508260656509268,13,0.9895656360093421
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,3,12,0,,15,43,0.2608695652173913,,20.15726852416992,19.72563743591309,30.95072555541992,9.8,10.0,40.0,1.7081157889216545,369,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,4,13,1,,15,,0.7926829268292683,,51.56304168701172,0.9785333871841432,2.3703975677490234,2.12,1.0,50.0,5.571018429675976,23,0.9952386192196602
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,5,14,1,,15,,0.7536231884057971,,49.55342864990234,1.3971339464187622,1.3971339464187622,1.8604651162790695,1.0,43.0,3.093283079822318,13,0.9746815763538008
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,1,15,1,,15,,0.6056338028169014,,58.06894302368164,2.917228937149048,3.494684934616089,3.612903225806452,1.0,31.0,6.810250745076321,20,0.9850911189946356
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,2,16,1,,15,,0.7368421052631579,,57.69116973876953,4.018152236938477,4.569608688354492,2.4186046511627906,1.0,43.0,7.344048707528377,17,0.9918528651892254
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,3,17,0,,16,6,0.0390625,,23.96256828308105,23.96256828308105,33.8128547668457,8.024390243902438,8.0,41.0,0.893511640775561,894,1.0
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,4,18,1,,15,,0.7848101265822784,,51.368797302246094,1.4626710414886477,1.4626710414886477,2.083333333333333,1.0,48.0,2.217352430302395,16,0.983646111353737
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,5,19,1,,15,,0.8846153846153846,,48.93114471435547,2.884493589401245,3.905738592147827,1.4615384615384617,1.0,78.0,2.848120904129138,19,0.9996554561983553
antmaze-medium-navigate-v0,0,gas_reachability_soft_calibrated,none,1,20,1,,17,,0.75,,57.49789810180664,0.660328209400177,2.132427930831909,2.377049180327869,1.0,61.0,4.923400791309218,22,0.9786568617768318
