env,seed,graph_id,node_count,edge_count,bridge_count,shorter_path_rate,bridge_usage_rate,mean_path_cost_reduction,oracle_bridge_count,oracle_bridge_fraction,oracle_shorter_path_rate,oracle_bridge_usage_rate,oracle_mean_path_cost_reduction,safe_local_success_rate,risky_bridge_success_rate,gas_cross_success_rate,set_state_rate,gate
scene-play-v0,0,G3,736,63171,817,0.041,0.041,0.3080058460235595,268,0.32802937576499386,0.014,0.014,0.1033805274963378,1.0,0.881578947368421,,0.0,NO_ORACLE_UPPER_BOUND
