step,train_action_mse,train_weighted_action_mse
1,0.1981436014175415,0.2001112997531891
1000,0.02295256219804287,0.023088499903678894
2000,0.019917387515306473,0.02003302611410618
3000,0.01793624833226204,0.01825963892042637
