segment_source,segment_edge_id,planner_edge_id,src,dst,num_initiation_samples,min_initiation_distance,median_initiation_distance,distance_scale,state_conditioned_risk_score,state_conditioned_risk_penalty,episode_id,replan_index,current_cluster
bank,112,112,21,1,128,1.1072847843170166,25.399429321289062,1.1072847843170166,0.6321205588285577,0.31606027941427883,1,0,21
bank,113,113,21,2,128,0.8633195161819458,16.33818817138672,1.1072847843170166,0.5414438444976477,0.27072192224882385,1,0,21
bank,114,114,21,20,128,6.6605634689331055,14.6978759765625,1.1072847843170166,0.997558692946961,0.4987793464734805,1,0,21
bank,115,115,21,22,128,0.8633195161819458,23.817691802978516,1.1072847843170166,0.5414438444976477,0.27072192224882385,1,0,21
bank,116,116,21,40,85,11.598444938659668,25.668609619140625,1.1072847843170166,0.9999717572003117,0.49998587860015586,1,0,21
bank,117,117,21,41,128,2.8395962715148926,13.364397048950195,1.1072847843170166,0.9230398779959563,0.46151993899797816,1,0,21
bank,111,111,21,0,128,2.3371589183807373,14.797525405883789,2.3371589183807373,0.6321205588285577,0.31606027941427883,1,1,21
bank,112,112,21,1,128,2.3371589183807373,24.16730308532715,2.3371589183807373,0.6321205588285577,0.31606027941427883,1,1,21
bank,113,113,21,2,128,2.117863893508911,15.106746673583984,2.3371589183807373,0.5959312552396313,0.29796562761981565,1,1,21
bank,114,114,21,20,128,5.432755470275879,14.520594596862793,2.3371589183807373,0.9021688895495705,0.45108444477478526,1,1,21
bank,115,115,21,22,128,2.117863893508911,22.589448928833008,2.3371589183807373,0.5959312552396313,0.29796562761981565,1,1,21
bank,116,116,21,40,85,10.33719539642334,24.783411026000977,2.3371589183807373,0.9880015159914026,0.4940007579957013,1,1,21
bank,117,117,21,41,128,1.7188825607299805,12.173702239990234,2.3371589183807373,0.5207141733375438,0.2603570866687719,1,1,21
graph,102,102,41,81,5,5.29384183883667,9.324326515197754,3.8755592107772827,0.7448632513096396,0.3724316256548198,1,2,41
bank,229,229,41,20,128,1.505139708518982,17.750579833984375,3.8755592107772827,0.32183665916664583,0.16091832958332292,1,2,41
bank,230,230,41,21,128,7.441474914550781,24.239856719970703,3.8755592107772827,0.8534082150460613,0.4267041075230307,1,2,41
bank,231,231,41,40,128,0.20213349163532257,17.1854248046875,3.8755592107772827,0.05081917415673842,0.02540958707836921,1,2,41
bank,232,232,41,42,17,26.273099899291992,29.827293395996094,3.8755592107772827,0.9988627889860574,0.4994313944930287,1,2,41
bank,233,233,41,60,68,2.4572765827178955,18.064044952392578,3.8755592107772827,0.4695578589470131,0.23477892947350654,1,2,41
bank,234,234,41,61,128,1.9968887567520142,13.953479766845703,3.8755592107772827,0.4026498212761662,0.2013249106380831,1,2,41
bank,235,235,41,81,5,5.29384183883667,9.324326515197754,3.8755592107772827,0.7448632513096396,0.3724316256548198,1,2,41
graph,102,102,41,81,5,4.2909722328186035,8.119085311889648,3.786577820777893,0.6780006895966331,0.33900034479831653,1,3,41
bank,229,229,41,20,128,2.700547933578491,16.588729858398438,3.786577820777893,0.5099214542252726,0.2549607271126363,1,3,41
bank,230,230,41,21,128,6.818511009216309,23.814594268798828,3.786577820777893,0.8348176672557972,0.4174088336278986,1,3,41
bank,231,231,41,40,128,1.065756916999817,16.086917877197266,3.786577820777893,0.245316251629364,0.122658125814682,1,3,41
bank,232,232,41,42,17,25.177976608276367,28.623212814331055,3.786577820777893,0.9987050323327941,0.49935251616639703,1,3,41
bank,233,233,41,60,68,3.2821834087371826,16.85706329345703,3.786577820777893,0.5797031892177693,0.28985159460888466,1,3,41
bank,234,234,41,61,128,1.2743031978607178,13.625120162963867,3.786577820777893,0.2857567067332212,0.1428783533666106,1,3,41
bank,235,235,41,81,5,4.2909722328186035,8.119085311889648,3.786577820777893,0.6780006895966331,0.33900034479831653,1,3,41
graph,102,102,41,81,5,5.572403907775879,9.554901123046875,3.9259769916534424,0.7581330358464761,0.37906651792323803,1,4,41
bank,229,229,41,20,128,1.3513333797454834,18.007583618164062,3.9259769916534424,0.2912150279210808,0.1456075139605404,1,4,41
bank,230,230,41,21,128,7.419762134552002,24.15089988708496,3.9259769916534424,0.8489153236676071,0.42445766183380357,1,4,41
bank,231,231,41,40,128,0.4546603262424469,17.456642150878906,3.9259769916534424,0.10935396662959163,0.05467698331479581,1,4,41
bank,232,232,41,42,17,26.39330291748047,30.02452850341797,3.9259769916534424,0.9987967571554413,0.4993983785777206,1,4,41
bank,233,233,41,60,68,2.186729669570923,18.291423797607422,3.9259769916534424,0.42706896945071005,0.21353448472535502,1,4,41
bank,234,234,41,61,128,2.279550075531006,13.848066329956055,3.9259769916534424,0.4404556913745803,0.22022784568729015,1,4,41
bank,235,235,41,81,5,5.572403907775879,9.554901123046875,3.9259769916534424,0.7581330358464761,0.37906651792323803,1,4,41
graph,102,102,41,81,5,4.7951436042785645,8.582179069519043,3.7875624895095825,0.7180494640914158,0.3590247320457079,1,5,41
bank,229,229,41,20,128,2.3148698806762695,17.083179473876953,3.7875624895095825,0.45728810688760846,0.22864405344380423,1,5,41
bank,230,230,41,21,128,6.8046135902404785,23.721019744873047,3.7875624895095825,0.8341328324156203,0.41706641620781015,1,5,41
bank,231,231,41,40,128,0.8040985465049744,16.593524932861328,3.7875624895095825,0.19127774832431232,0.09563887416215616,1,5,41
bank,232,232,41,42,17,25.464651107788086,29.035533905029297,3.7875624895095825,0.998797351776413,0.4993986758882065,1,5,41
bank,233,233,41,60,68,2.7799813747406006,17.313962936401367,3.7875624895095825,0.5200034545048995,0.26000172725244974,1,5,41
bank,234,234,41,61,128,1.6841338872909546,13.484234809875488,3.7875624895095825,0.35895041901613123,0.17947520950806561,1,5,41
bank,235,235,41,81,5,4.7951436042785645,8.582179069519043,3.7875624895095825,0.7180494640914158,0.3590247320457079,1,5,41
bank,363,363,80,60,128,7.67236852645874,20.96504020690918,1.1830744743347168,0.9984740076463883,0.49923700382319414,1,6,80
bank,364,364,80,81,128,0.8174043893814087,24.48842430114746,1.1830744743347168,0.4988828702391782,0.2494414351195891,1,6,80
bank,365,365,80,100,128,1.0316377878189087,21.14679527282715,1.1830744743347168,0.5818844019087772,0.2909422009543886,1,6,80
bank,366,366,80,101,128,1.334511160850525,8.586894989013672,1.1830744743347168,0.676320893421714,0.338160446710857,1,6,80
bank,363,363,80,60,128,9.004162788391113,20.081153869628906,0.6073796153068542,0.9999996354509935,0.49999981772549673,1,7,80
bank,364,364,80,81,128,0.8231534361839294,24.1107234954834,0.6073796153068542,0.742118123715588,0.371059061857794,1,7,80
bank,365,365,80,100,128,0.39160579442977905,21.139415740966797,0.6073796153068542,0.47520436415874945,0.23760218207937472,1,7,80
bank,366,366,80,101,128,0.2025821954011917,9.718701362609863,0.6073796153068542,0.28361298120827083,0.14180649060413542,1,7,80
bank,0,0,0,1,128,0.8800019025802612,25.50601577758789,13.668074607849121,0.06235489110710035,0.031177445553550176,2,0,0
bank,1,1,0,20,128,13.668074607849121,23.95134735107422,13.668074607849121,0.6321205588285577,0.31606027941427883,2,0,0
bank,2,2,0,21,55,13.668074607849121,27.40831184387207,13.668074607849121,0.6321205588285577,0.31606027941427883,2,0,0
bank,0,0,0,1,128,0.8170441389083862,25.441696166992188,13.608696937561035,0.05827161208889331,0.029135806044446655,2,1,0
bank,1,1,0,20,128,13.608696937561035,23.889179229736328,13.608696937561035,0.6321205588285577,0.31606027941427883,2,1,0
bank,2,2,0,21,55,13.608696937561035,27.34379768371582,13.608696937561035,0.6321205588285577,0.31606027941427883,2,1,0
bank,0,0,0,1,128,0.8356014490127563,25.461994171142578,13.628129005432129,0.0594725703873904,0.0297362851936952,2,2,0
bank,1,1,0,20,128,13.628129005432129,23.9091739654541,13.628129005432129,0.6321205588285577,0.31606027941427883,2,2,0
bank,2,2,0,21,55,13.628129005432129,27.364112854003906,13.628129005432129,0.6321205588285577,0.31606027941427883,2,2,0
bank,0,0,0,1,128,0.620809018611908,25.162490844726562,13.323735237121582,0.045525371955854044,0.022762685977927022,2,3,0
bank,1,1,0,20,128,13.323735237121582,23.604618072509766,13.323735237121582,0.6321205588285577,0.31606027941427883,2,3,0
bank,2,2,0,21,55,13.323735237121582,27.065425872802734,13.323735237121582,0.6321205588285577,0.31606027941427883,2,3,0
bank,0,0,0,1,128,0.39120444655418396,24.790048599243164,12.975057601928711,0.02970050544500291,0.014850252722501456,2,4,0
bank,1,1,0,20,128,12.975057601928711,23.241655349731445,12.975057601928711,0.6321205588285577,0.31606027941427883,2,4,0
bank,2,2,0,21,55,12.975057601928711,26.692214965820312,12.975057601928711,0.6321205588285577,0.31606027941427883,2,4,0
bank,0,0,0,1,128,0.38985979557037354,24.790283203125,12.975650787353516,0.029598611732345792,0.014799305866172896,2,5,0
bank,1,1,0,20,128,12.975650787353516,23.242082595825195,12.975650787353516,0.6321205588285577,0.31606027941427883,2,5,0
bank,2,2,0,21,55,12.975650787353516,26.692428588867188,12.975650787353516,0.6321205588285577,0.31606027941427883,2,5,0
bank,9,9,2,0,29,2.466459035873413,24.90888214111328,2.466459035873413,0.6321205588285577,0.31606027941427883,2,6,2
bank,10,10,2,1,128,2.154656410217285,23.164634704589844,2.466459035873413,0.5825468218081883,0.29127341090409414,2,6,2
bank,11,11,2,3,128,1.4570057392120361,18.53963279724121,2.466459035873413,0.44607596727389454,0.22303798363694727,2,6,2
bank,12,12,2,4,76,2.5034334659576416,19.862457275390625,2.466459035873413,0.6375942707216347,0.31879713536081733,2,6,2
bank,13,13,2,21,128,3.0252599716186523,11.402847290039062,2.466459035873413,0.7067002016451371,0.35335010082256857,2,6,2
bank,14,14,2,22,128,2.4753522872924805,11.887656211853027,2.466459035873413,0.6334446242815484,0.3167223121407742,2,6,2
bank,15,15,2,23,14,2.253338098526001,18.101198196411133,2.466459035873413,0.5989191883473222,0.2994595941736611,2,6,2
bank,124,124,23,2,128,3.2784359455108643,11.240424156188965,3.436967611312866,0.6147545261531384,0.3073772630765692,2,7,23
bank,125,125,23,3,128,1.8513740301132202,12.30479907989502,3.436967611312866,0.41647323741206144,0.20823661870603072,2,7,23
bank,126,126,23,4,34,3.909238576889038,33.875144958496094,3.436967611312866,0.679351316379617,0.3396756581898085,2,7,23
bank,127,127,23,21,7,3.610534191131592,5.3171772956848145,3.436967611312866,0.6502371470709924,0.3251185735354962,2,7,23
bank,128,128,23,22,128,3.436967611312866,5.414348602294922,3.436967611312866,0.6321205588285577,0.31606027941427883,2,7,23
