dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,state_conditioned_w0p5_3ep_corebot100k_H10_B120,3,0.0,120.0,0.0,40.773478190104164,False,
