dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
scene-play-v0,10,all,128,strict_selected,100,95,0.95,3.0631578947368423,14.62478880591475,14.466057680277897,100,100.0,95.0,1.0,0.95,,,
scene-play-v0,10,all,128,virtual_query,100,100,1.0,2.31,20.645228321929483,20.0,100,,,,,1.95,2.0,0.889
