dataset_name,H,node_selection,node_budget,mode,num_queries,num_reachable,path_coverage,mean_path_edges,mean_path_cost,median_path_cost,all_num_queries,strict_num_queries,strict_num_reachable,strict_query_selection_rate,strict_coverage_over_all,mean_num_virtual_edges_used,median_num_virtual_edges_used,mean_virtual_edge_ratio
antmaze-large-stitch-v0,5,bottleneck,40,strict_selected,30,7,0.23333333333333334,7.714285714285714,31.812226860105678,32.87691847536316,500,30.0,7.0,0.06,0.014,,,
antmaze-large-stitch-v0,5,bottleneck,40,virtual_query,500,15,0.03,6.533333333333333,28.388386596533223,34.46614572096915,500,,,,,0.054,0.0,0.009649206349206348
