baseline,num_edges,unsupported_edge_rate,path_coverage_strict,hop_count_cost,num_queries_strict,num_reachable_strict
kNN_same_nodes,95,0.3473684210526316,0.23333333333333334,4.428571428571429,30,7
kNN_geometry_same_nodes,95,0.30526315789473685,0.23333333333333334,4.571428571428571,30,7
grid_adjacent_same_nodes,64,0.0,0.23333333333333334,9.714285714285714,30,7
random_same_edge_budget,95,0.9368421052631579,0.7666666666666667,3.4782608695652173,30,23
