step,train_action_mse,train_weighted_action_mse
1,0.20213210582733154,0.20580534636974335
1000,0.01447730977088213,0.01485944353044033
2000,0.01134581584483385,0.0115133598446846
3000,0.008525651879608631,0.008613507263362408
