dataset_name,method,num_episodes,success_rate,mean_steps,mean_total_reward,mean_final_goal_l2,skipped,skipped_reason
antmaze-large-stitch-v0,policy_aware_hierarchical_corebot100k_H10_B120,2,0.0,130.5,0.0,27.71007251739502,False,
