graph_type,graph_note,num_edges,supported_edge_rate,unsupported_edge_rate,reverse_supported_rate,bidirectional_supported_rate,median_observed_h_for_supported_edges,fraction_no_observed_h_leq_H
support_graph,,582,1.0,0.0,0.9140893470790378,0.9140893470790378,8.0,0.0
kNN_graph,,582,0.8402061855670103,0.15979381443298968,0.8281786941580757,0.7731958762886598,8.0,0.15979381443298968
random_graph,,582,0.030927835051546393,0.9690721649484536,0.03264604810996564,0.029209621993127148,7.0,0.9690721649484536
GAS_style_threshold_graph,"GAS_style_approximation, not official GAS graph",582,0.9381443298969072,0.061855670103092786,0.9381443298969072,0.8934707903780069,8.0,0.061855670103092786
