condition,top_q,removed_nodes,path_coverage,mean_path_cost,reachable_pair_ratio,average_shortest_path_length
before,0.1,,1.0,23.621774035951944,1.0,25.756453143161238
after,0.1,175 22 429 120 266 171 410 3 139 199 79 224 167 290 80 385 8 56 315 63,0.9411764705882353,24.451407138576542,0.9411764705882353,27.594154242648422
